N	2gram	Losev_Prob_3	Myshleni
1	то что	23	26
2	что он	9	25
3	в этом	17	25
4	потому что	25	21
5	таким образом	9	19
6	в том	21	18
7	не может	7	18
8	точки зрения	5	18
9	что в	8	16
10	и в	44	16
11	того что	8	16
12	так как	9	16
13	не только	14	16
14	так же	5	15
15	том что	12	15
16	сказать что	16	13
17	в процессе	2	13
18	и не	35	12
19	и что	7	12
20	в его	9	11
21	из того	3	11
22	но не	3	10
23	было бы	8	10
24	как мы	8	10
25	а не	18	10
26	только в	19	10
27	в отношении	2	9
28	может быть	28	9
29	с точки	2	9
30	о том	6	8
31	как это	2	8
32	в основе	2	8
33	в известном	2	8
34	если бы	3	8
35	как и	10	8
36	мы должны	7	8
37	он не	8	8
38	то же	13	8
39	тем самым	5	8
40	же как	3	7
41	и есть	5	7
42	мы могли	4	7
43	в нем	9	7
44	того же	2	7
45	так и	10	7
46	по себе	25	7
47	если мы	16	7
48	что все	2	6
49	не в	13	6
50	в этой	3	6
51	и следовательно	2	6
52	но если	6	6
53	но и	10	6
54	что оно	2	6
55	могли бы	4	6
56	но в	12	6
57	языка и	4	6
58	к тому	3	6
59	в той	3	6
60	этот вопрос	3	6
61	мы можем	6	6
62	в другом	2	6
63	никогда не	6	5
64	тому что	4	5
65	в своем	5	5
66	мы и	2	5
67	что они	5	5
68	для него	3	5
69	как бы	9	5
70	не является	11	5
71	хотя бы	3	5
72	заключается в	4	5
73	в то	9	5
74	с ним	7	5
75	сравнению с	2	5
76	по сравнению	2	5
77	можно сказать	6	5
78	как в	5	5
79	только что	2	5
80	можно было	4	5
81	это значит	4	5
82	тем что	4	5
83	в которой	2	5
84	ничего не	3	5
85	значит что	7	5
86	все эти	7	4
87	с другой	7	4
88	это не	9	4
89	с этой	3	4
90	то время	4	4
91	сама по	8	4
92	а только	5	4
93	так что	12	4
94	это есть	3	4
95	при этом	4	4
96	в самом	3	4
97	на этот	4	4
98	в целом	6	4
99	друг от	2	4
100	от друга	2	4
101	именно в	2	4
102	не имеет	9	4
103	и по	2	4
104	время как	4	4
105	что мы	8	4
106	же самое	9	4
107	в результате	2	4
108	бы в	2	4
109	тем более	3	4
110	в качестве	3	4
111	с их	2	4
112	еще не	5	4
113	за пределы	5	4
114	не есть	35	4
115	вместе с	2	4
116	и то	14	4
117	могут быть	2	4
118	не то	2	4
119	этой точки	2	4
120	не менее	10	3
121	в частности	2	3
122	прежде всего	3	3
123	в известной	2	3
124	и как	3	3
125	но это	8	3
126	самом деле	3	3
127	но как	4	3
128	но что	2	3
129	нас к	2	3
130	и является	4	3
131	и тем	9	3
132	мы видели	2	3
133	значение в	3	3
134	от того	2	3
135	в их	2	3
136	еще и	7	3
137	с одной	2	3
138	как на	2	3
139	а в	5	3
140	и с	9	3
141	говорить о	3	3
142	в этих	2	3
143	как она	2	3
144	мы не	7	3
145	и более	2	3
146	с тем	5	3
147	с этим	2	3
148	этом случае	5	3
149	все же	6	3
150	по существу	2	3
151	это и	7	3
152	то в	3	3
153	по своему	2	3
154	и может	2	3
155	никак не	9	3
156	что и	9	3
157	сих пор	2	3
158	из которых	2	3
159	и его	5	3
160	он в	2	3
161	имеет свою	3	3
162	связи с	8	3
163	ничего общего	7	3
164	в чем	4	3
165	до сих	2	3
166	мы будем	2	2
167	по типу	2	2
168	и другие	3	2
169	что у	3	2
170	и от	9	2
171	именно потому	3	2
172	происходит в	2	2
173	но все	3	2
174	находятся в	3	2
175	является не	2	2
176	по поводу	2	2
177	не имеют	4	2
178	в ней	5	2
179	в виду	10	2
180	совершенно не	4	2
181	в котором	2	2
182	в своей	5	2
183	развитии и	2	2
184	из них	2	2
185	в отличие	2	2
186	мы говорили	2	2
187	все это	5	2
188	другой стороны	5	2
189	то и	5	2
190	отношения к	3	2
191	но только	6	2
192	на отдельные	2	2
193	говорим о	3	2
194	и даже	14	2
195	что для	3	2
196	может иметь	3	2
197	все равно	3	2
198	и здесь	5	2
199	с которыми	2	2
200	это будет	4	2
201	том как	2	2
202	что является	2	2
203	о чем	2	2
204	для его	3	2
205	это понятие	2	2
206	вовсе не	37	2
207	его в	3	2
208	быть в	2	2
209	есть не	5	2
210	то это	10	2
211	и к	6	2
212	же в	3	2
213	отличие от	3	2
214	у нас	10	2
215	чем он	2	2
216	указывает на	7	2
217	мы выше	4	2
218	является чем-то	3	2
219	жизни и	6	2
220	когда он	2	2
221	никто не	2	2
222	общего с	3	2
223	во внимание	2	2
224	и потому	7	2
225	только к	2	2
226	во всех	2	2
227	на основании	2	2
228	только на	5	2
229	к их	2	2
230	нами в	2	2
231	путь от	2	2
232	а с	2	2
233	все дело	2	2
234	но с	2	2
235	ничто не	2	2
236	от всякого	2	2
237	во всяком	9	2
238	ни на	3	2
239	само по	3	2
240	как будто	3	2
241	мы говорим	4	2
242	из этого	3	2
