N	2gram	Vinokur_Ku_1	FransuaR
1	и в	24	56
2	в его	12	18
3	таким образом	12	17
4	все эти	6	15
5	в этом	14	14
6	в том	30	13
7	так и	7	13
8	и его	5	12
9	в то	2	12
10	в этих	4	11
11	до конца	2	11
12	как бы	7	11
13	в них	7	11
14	то же	8	11
15	же время	2	10
16	еще не	5	10
17	только в	11	9
18	в самом	10	9
19	но и	6	9
20	и не	12	9
21	том что	21	8
22	в сущности	3	8
23	не только	10	8
24	в нем	4	8
25	сих пор	4	8
26	все это	6	8
27	и даже	3	8
28	до сих	4	8
29	и с	5	8
30	в частности	4	7
31	в большинстве	2	7
32	и на	4	7
33	прежде всего	9	6
34	вовсе не	10	6
35	в этой	3	6
36	своего времени	2	6
37	языка и	8	6
38	в той	5	6
39	той же	3	6
40	потому что	23	6
41	на его	3	6
42	точки зрения	14	6
43	связи с	7	6
44	и все	2	6
45	но в	2	6
46	но не	5	5
47	с его	4	5
48	никогда не	2	5
49	в пределах	4	5
50	как и	2	5
51	одним из	2	5
52	он не	2	5
53	один из	4	5
54	что в	17	5
55	не было	3	5
56	роль в	4	5
57	в результате	5	5
58	они не	3	5
59	так сказать	5	5
60	в области	7	5
61	что все	2	4
62	и более	2	4
63	что это	5	4
64	в духе	3	4
65	в себе	3	4
66	в качестве	7	4
67	например в	5	4
68	конечно не	2	4
69	в ней	6	4
70	и потому	4	4
71	даже в	3	4
72	при этом	6	4
73	язык в	5	4
74	того чтобы	17	4
75	к языку	5	4
76	о том	9	4
77	в особенности	3	4
78	так как	9	4
79	в которой	6	4
80	казалось бы	3	3
81	в своем	3	3
82	как например	2	3
83	и здесь	3	3
84	так что	4	3
85	может быть	13	3
86	не мог	2	3
87	был бы	2	3
88	что и	4	3
89	то что	9	3
90	в их	3	3
91	не на	4	3
92	в связи	3	3
93	еще и	5	3
94	не просто	5	3
95	там где	4	3
96	с помощью	7	3
97	уже не	8	3
98	не в	11	3
99	мы наблюдаем	2	3
100	рядом с	5	3
101	между тем	5	3
102	речи и	5	3
103	во все	2	3
104	на эту	2	3
105	его к	3	3
106	в таких	4	3
107	слова и	4	3
108	бы в	7	3
109	к которому	3	3
110	свой язык	3	2
111	если бы	9	2
112	в речи	3	2
113	с другой	7	2
114	это не	7	2
115	уже в	3	2
116	в одном	3	2
117	на самом	2	2
118	значение и	2	2
119	что он	6	2
120	бы и	2	2
121	можно сказать	3	2
122	так например	2	2
123	исторической жизни	2	2
124	и эти	3	2
125	и еще	2	2
126	ни в	2	2
127	и как	2	2
128	а на	2	2
129	когда в	2	2
130	с их	3	2
131	было бы	15	2
132	из них	4	2
133	несмотря на	3	2
134	себе и	2	2
135	а в	5	2
136	по преимуществу	2	2
137	очень много	2	2
138	хотя и	3	2
139	между ними	2	2
140	все те	2	2
141	в котором	3	2
142	еще один	2	2
143	все же	12	2
144	в своей	2	2
145	когда он	3	2
146	вместе с	7	2
147	самом деле	9	2
148	дело не	2	2
149	был в	2	2
150	ни одного	2	2
151	что она	3	2
152	или менее	3	2
153	другой стороны	6	2
154	целый ряд	5	2
155	так же	4	2
156	как раз	8	2
157	не может	7	2
158	в каком	2	2
159	того как	4	2
160	а не	8	2
161	устной речи	2	2
162	для того	16	2
163	и для	2	2
164	с точки	9	2
165	в слове	2	2
166	между собою	2	2
167	в данном	4	2
168	и то	3	2
169	с этой	2	2
170	также и	2	2
171	в которых	6	2
172	и при	2	2
173	но с	2	2
174	языка в	12	2
175	что они	4	2
176	что эти	4	2
177	здесь как	2	2
178	с тем	5	2
179	с ним	5	2
180	не потому	5	2
181	более или	3	2
