N	2gram	Propp_Morf_1	Psycholo
1	то что	8	37
2	и в	13	30
3	в том	6	27
4	что в	8	24
5	и что	2	23
6	потому что	3	23
7	том что	4	21
8	для того	2	20
9	таким образом	21	20
10	того чтобы	3	20
11	как бы	3	19
12	что он	4	17
13	на то	2	17
14	если мы	5	16
15	не только	4	16
16	в этом	14	14
17	так же	3	13
18	в сущности	3	12
19	показать что	4	12
20	если бы	2	11
21	может быть	52	11
22	что мы	2	11
23	о том	2	10
24	с другой	8	9
25	мы увидим	8	9
26	не может	14	9
27	сказать что	2	9
28	так как	16	9
29	с тем	2	8
30	тому что	4	8
31	мы имеем	9	8
32	он должен	2	8
33	к тому	4	8
34	не в	3	8
35	а не	11	8
36	того что	3	8
37	самом деле	4	8
38	мы видим	13	8
39	могут быть	16	8
40	и как	5	7
41	но не	4	7
42	мы можем	2	7
43	все же	7	7
44	и т	41	7
45	то же	7	7
46	действующих лиц	11	7
47	точки зрения	2	7
48	как это	3	7
49	ясно что	5	6
50	что она	2	6
51	как и	3	6
52	и тем	2	6
53	и для	2	6
54	но и	4	6
55	и не	12	6
56	или в	4	6
57	и здесь	5	6
58	тем что	4	6
59	как будто	2	6
60	на этом	3	6
61	и есть	2	5
62	в целом	3	5
63	несмотря на	4	5
64	как мы	6	5
65	в этой	2	5
66	что они	2	5
67	еще не	3	5
68	было бы	3	5
69	один из	5	5
70	другой стороны	4	5
71	а с	2	5
72	но в	2	5
73	только в	2	5
74	в основу	2	4
75	в результате	7	4
76	в частности	2	4
77	друг к	2	4
78	этот вопрос	2	4
79	прежде всего	9	4
80	то это	3	4
81	у нас	2	4
82	и к	4	4
83	от того	3	4
84	к другу	2	4
85	только что	2	4
86	а в	7	4
87	там где	5	4
88	из которых	3	4
89	что эта	2	4
90	чем это	2	3
91	не существует	3	3
92	не могут	4	3
93	и другие	6	3
94	хотя бы	4	3
95	это не	6	3
96	состоит в	2	3
97	к этому	3	3
98	вовсе не	4	3
99	вопрос о	7	3
100	видим что	10	3
101	для нас	2	3
102	об этом	4	3
103	одна из	4	3
104	с теми	4	3
105	он не	3	3
106	из двух	2	3
107	что и	7	3
108	на его	4	3
109	так и	6	3
110	со стороны	3	3
111	что при	2	3
112	как в	3	3
113	есть нечто	3	3
114	так например	3	3
115	т д	39	3
116	героя в	4	3
117	целый ряд	3	3
118	мы не	8	3
119	можно было	2	3
120	с двумя	2	3
121	в каком	2	3
122	в другом	2	3
123	мы должны	3	3
124	в этих	13	3
125	в которой	3	3
126	образом мы	5	3
127	перед нами	10	2
128	с его	2	2
129	связи с	10	2
130	себя и	2	2
131	между собой	4	2
132	не является	3	2
133	с этим	11	2
134	должны будем	2	2
135	что эти	2	2
136	можно сказать	2	2
137	на первый	3	2
138	герой и	3	2
139	же в	2	2
140	этом случае	8	2
141	а затем	4	2
142	по существу	12	2
143	но все	3	2
144	или на	3	2
145	следующим образом	3	2
146	в качестве	5	2
147	но мы	3	2
148	не с	2	2
149	из них	3	2
150	представляют собой	11	2
151	во всех	4	2
152	быть и	2	2
153	в форме	6	2
154	по отношению	4	2
155	и таким	2	2
156	того как	2	2
157	это и	2	2
158	приводит к	2	2
159	с точки	2	2
160	время как	3	2
161	то здесь	3	2
162	ничего не	4	2
163	в которых	2	2
164	героя а	4	2
165	в нашем	3	2
166	как например	2	2
167	или с	3	2
168	совсем не	3	2
169	в то	3	2
170	ту же	2	2
171	если же	5	2
172	все эти	2	2
173	собой в	2	2
174	на самом	4	2
