N	2gram	Bakhtin_Fr_5	formyVre
1	и в	45	46
2	в этом	14	22
3	еды и	9	19
4	у рабле	11	18
5	и питья	9	17
6	кн i	3	16
7	i гл	2	15
8	прежде всего	10	14
9	вовсе не	8	13
10	в романе	11	13
11	и его	13	12
12	рабле в	6	11
13	только в	4	11
14	не только	14	11
15	во всех	13	11
16	во время	12	10
17	в том	10	10
18	как бы	12	10
19	точки зрения	4	10
20	то есть	25	10
21	но в	14	10
22	у него	4	9
23	не в	7	9
24	мы уже	4	9
25	мира и	8	9
26	вместе с	3	9
27	но и	10	9
28	и не	15	9
29	и для	3	9
30	в связи	5	8
31	смерть и	2	8
32	связи с	6	8
33	как и	10	8
34	в его	13	8
35	жизни и	8	8
36	то же	11	8
37	того чтобы	6	8
38	для того	6	8
39	с точки	2	8
40	шута и	2	8
41	потому что	7	8
42	всех этих	6	7
43	в них	6	7
44	в одном	3	7
45	может быть	2	7
46	то что	2	7
47	так и	6	7
48	в эпизоде	9	7
49	и на	5	7
50	и дурака	2	6
51	и во	4	6
52	и все	7	6
53	при этом	2	6
54	как мы	8	6
55	здесь в	4	6
56	его в	5	6
57	все же	2	6
58	все это	7	6
59	в особенности	2	6
60	и наконец	2	6
61	в основе	4	6
62	так как	6	6
63	и с	10	6
64	романе рабле	7	5
65	в своем	11	5
66	с этим	4	5
67	рабле не	3	5
68	связанные с	3	5
69	этих форм	2	5
70	по существу	3	5
71	в пределах	2	5
72	в то	11	5
73	но не	4	5
74	он не	6	5
75	и др	8	5
76	в нем	10	5
77	что в	12	5
78	все эти	5	5
79	и у	5	5
80	тела и	3	5
81	романа рабле	2	5
82	и пьянства	2	5
83	жизни в	2	4
84	характер носит	2	4
85	из этих	3	4
86	же время	9	4
87	с ним	5	4
88	значение и	2	4
89	тела в	3	4
90	том что	7	4
91	есть и	5	4
92	с другом	2	4
93	друг с	2	4
94	том же	2	4
95	телесной жизни	3	4
96	уже говорили	2	4
97	эпизоде с	4	4
98	и их	5	4
99	конечно не	2	4
100	как в	3	4
101	в эпоху	7	4
102	iii гл	3	4
103	кн iii	3	4
104	а не	4	4
105	и он	3	4
106	также и	7	4
107	в истории	2	4
108	о том	4	4
109	том числе	4	3
110	не было	3	3
111	в средние	2	3
112	связанных с	3	3
113	о чем	3	3
114	борьба с	2	3
115	мы еще	2	3
116	себя и	2	3
117	все они	4	3
118	того же	3	3
119	к этому	2	3
120	с помощью	3	3
121	к тому	2	3
122	что он	6	3
123	и как	5	3
124	образ смерти	2	3
125	чувствует себя	2	3
126	в качестве	2	3
127	в большинстве	2	3
128	для него	3	3
129	кроме того	4	3
130	том как	2	3
131	средние века	2	3
132	хотя и	5	3
133	а также	4	3
134	что на	3	3
135	в этот	2	3
136	нет и	2	3
137	в гротескном	2	3
138	что и	7	3
139	слова и	2	3
140	во времени	2	3
141	и другие	3	3
142	таким образом	8	3
143	почти все	3	3
144	в их	4	3
145	того что	3	3
146	и даже	4	3
147	и прежде	3	3
148	а в	4	3
149	роль в	2	3
150	жизнь и	2	3
151	в которых	3	3
152	в другом	3	3
153	же самое	2	3
154	самой жизни	2	3
155	большинстве случаев	2	3
156	весь мир	6	3
157	вернемся к	4	3
158	на этом	5	2
159	только для	2	2
160	для рабле	4	2
161	на небе	3	2
162	по своему	4	2
163	и есть	2	2
164	и та	2	2
165	числе и	2	2
166	вступают в	2	2
167	и образов	5	2
168	говорить о	2	2
169	характерно что	4	2
170	на котором	2	2
171	во франции	2	2
172	это не	3	2
173	в одной	3	2
174	почти вовсе	2	2
175	что все	2	2
176	в духе	2	2
177	дело идет	3	2
178	очень часто	4	2
179	можно сказать	2	2
180	но эта	2	2
181	в отношении	2	2
182	он был	7	2
183	в самой	8	2
184	не мог	4	2
185	именно в	3	2
186	всего существующего	2	2
187	своей жизни	2	2
188	мы видим	5	2
189	в этой	6	2
190	перестает быть	2	2
191	с тем	2	2
192	во все	2	2
193	было бы	2	2
194	со всеми	5	2
195	вино и	2	2
196	и к	5	2
197	дается в	4	2
198	в сущности	4	2
199	и питье	4	2
200	и о	4	2
201	в заключение	3	2
202	словом и	3	2
203	вплоть до	2	2
204	от целого	2	2
205	жизни она	2	2
206	в уста	2	2
207	если в	2	2
208	шутовских бубенчиков	2	2
209	эти образы	12	2
210	один из	2	2
211	на кухне	2	2
212	сих пор	3	2
213	мы видели	7	2
214	и до	2	2
215	обжорства и	2	2
216	гл xxiii	2	2
217	и т.п	16	2
218	не может	5	2
219	здесь не	6	2
220	и только	2	2
221	этом отношении	5	2
222	чем не	2	2
223	в себя	5	2
224	и вот	3	2
225	лишь в	2	2
226	так же	8	2
227	как на	4	2
228	другом месте	2	2
229	рядом с	2	2
230	смеха и	2	2
231	почти всегда	3	2
232	в данном	2	2
233	но это	5	2
234	от этого	2	2
235	и от	4	2
236	но он	3	2
237	ту же	2	2
238	рабле но	2	2
239	в поэзии	3	2
240	в конце	7	2
241	как он	3	2
242	и это	4	2
243	этих образов	7	2
244	в средневековой	2	2
245	там где	3	2
246	как это	4	2
247	еды питья	2	2
248	оно было	2	2
249	до сих	3	2
