N	2gram	Losev_Vlad_3	FransuaR
1	и в	40	29
2	то есть	24	21
3	таким образом	11	20
4	и не	25	16
5	и все	4	13
6	в этой	8	13
7	как и	7	12
8	но в	4	12
9	так и	6	11
10	и на	6	11
11	в этом	16	11
12	то же	4	10
13	как мы	8	10
14	мы уже	5	10
15	в то	7	10
16	не только	25	10
17	вовсе не	13	9
18	в конце	12	9
19	но и	18	9
20	все эти	5	9
21	и с	9	9
22	его в	2	9
23	же время	2	8
24	прежде всего	10	8
25	в его	14	8
26	и его	10	8
27	как бы	3	8
28	мы видели	3	7
29	еще и	18	7
30	так же	8	7
31	в том	18	7
32	так как	7	7
33	из них	2	6
34	здесь в	4	6
35	в сущности	2	6
36	что это	9	5
37	у него	24	5
38	все они	2	5
39	это не	3	5
40	того же	2	5
41	до конца	4	5
42	и о	4	5
43	далеко не	3	5
44	в нем	3	5
45	в своей	9	5
46	и по	2	5
47	сказать что	12	5
48	перед нами	3	4
49	с его	2	4
50	в нашем	2	4
51	что он	5	4
52	но это	6	4
53	есть и	4	4
54	еще не	4	4
55	конце концов	5	4
56	то что	28	4
57	были в	2	4
58	на самом	3	4
59	с другой	5	4
60	жизнь и	3	4
61	также и	17	4
62	в результате	4	4
63	тем что	5	4
64	точки зрения	13	4
65	в которой	2	4
66	в качестве	3	3
67	в своем	8	3
68	и так	2	3
69	и здесь	6	3
70	все же	4	3
71	но как	2	3
72	том что	18	3
73	и как	7	3
74	в дальнейшем	4	3
75	то в	6	3
76	такой же	4	3
77	более или	5	3
78	церкви и	3	3
79	что здесь	3	3
80	того что	7	3
81	здесь и	2	3
82	по преимуществу	2	3
83	он не	8	3
84	к нему	3	3
85	здесь не	3	3
86	или менее	5	3
87	другой стороны	2	3
88	в разных	2	3
89	при этом	3	3
90	в году	10	3
91	там же	7	3
92	и за	2	3
93	того чтобы	3	3
94	для того	2	3
95	и даже	6	3
96	роль в	2	3
97	и вполне	2	3
98	в ней	5	3
99	же и	2	3
100	в себе	9	3
101	по своей	2	3
102	в чем	3	3
103	уже в	3	2
104	связи с	2	2
105	к этому	2	2
106	в этих	2	2
107	в жизни	2	2
108	но мы	2	2
109	к тому	7	2
110	и к	2	2
111	на первый	2	2
112	одной из	2	2
113	подобного рода	3	2
114	но только	2	2
115	ни в	10	2
116	он был	2	2
117	да и	6	2
118	из этого	2	2
119	тех кто	3	2
120	самом же	2	2
121	именно в	3	2
122	но не	4	2
123	то время	4	2
124	кроме того	6	2
125	одной стороны	3	2
126	не может	14	2
127	же деле	2	2
128	весь этот	3	2
129	может быть	8	2
130	между прочим	5	2
131	но оно	2	2
132	хотя и	7	2
133	никогда не	11	2
134	уже не	9	2
135	а также	8	2
136	в виду	3	2
137	в котором	4	2
138	со стороны	2	2
139	с таким	2	2
140	и для	3	2
141	ни с	3	2
142	в их	2	2
143	есть о	2	2
144	как раз	10	2
145	которых он	2	2
146	не на	2	2
147	с одной	3	2
148	всякого рода	3	2
149	и у	3	2
150	и эта	3	2
151	и наконец	2	2
152	с точки	6	2
153	бы на	2	2
154	не столько	3	2
155	друг друга	2	2
156	как на	3	2
157	не мог	6	2
158	в своих	7	2
159	и то	9	2
160	то он	4	2
161	это же	2	2
162	даже и	12	2
163	еще раз	2	2
164	только в	13	2
165	о том	11	2
166	и это	6	2
167	дело в	5	2
168	нет ничего	2	2
169	учения о	4	2
170	же не	2	2
