N	2gram	Potebnia_M_1	Dialekti
1	не есть	10	40
2	и не	18	30
3	по себе	10	25
4	и т	6	21
5	т д	4	19
6	и в	39	18
7	может быть	27	17
8	точки зрения	8	17
9	в нем	20	16
10	и есть	2	16
11	так что	16	15
12	не имеет	5	15
13	а не	21	14
14	потому что	52	14
15	что в	22	13
16	то что	10	13
17	не только	21	13
18	и даже	4	13
19	если бы	14	12
20	было бы	12	12
21	и что	10	12
22	с точки	3	12
23	в этом	15	12
24	не может	22	12
25	что это	3	11
26	как бы	6	11
27	в себе	13	11
28	так как	21	11
29	прежде всего	4	10
30	несмотря на	5	10
31	есть нечто	4	10
32	то же	6	10
33	сказать что	3	10
34	никогда не	4	9
35	это не	7	9
36	в том	26	9
37	так и	13	9
38	том что	16	9
39	и то	3	9
40	стало быть	2	9
41	сама по	3	8
42	но это	5	8
43	в каком	6	8
44	не существует	2	7
45	вовсе не	5	7
46	и как	6	7
47	то в	5	7
48	но и	20	7
49	что не	10	7
50	как она	3	7
51	с другой	7	6
52	хотя бы	2	6
53	она не	3	6
54	никак не	2	6
55	нем есть	2	6
56	не было	4	6
57	не в	15	6
58	в то	4	6
59	с ним	3	6
60	но в	9	6
61	в этих	7	5
62	в своем	3	5
63	на то	2	5
64	но если	2	5
65	не нуждается	2	5
66	все же	6	5
67	что оно	2	5
68	есть только	11	5
69	а в	5	5
70	само по	4	5
71	и с	3	5
72	мы должны	3	5
73	об отношении	3	5
74	в виду	2	5
75	нисколько не	2	4
76	и более	2	4
77	по крайней	2	4
78	к тому	4	4
79	во всяком	3	4
80	крайней мере	2	4
81	мы видим	4	4
82	но не	8	4
83	от него	4	4
84	же время	4	4
85	хотя и	3	4
86	то это	5	4
87	только то	2	4
88	так же	5	4
89	другой стороны	5	4
90	и притом	4	4
91	как мы	2	4
92	мы можем	2	4
93	к ней	2	4
94	он есть	2	4
95	и вообще	3	4
96	ничего общего	2	4
97	о том	2	4
98	тому что	3	3
99	в них	3	3
100	думать что	3	3
101	этом смысле	4	3
102	должна быть	3	3
103	стороны и	2	3
104	есть не	2	3
105	что и	6	3
106	а только	4	3
107	только потому	3	3
108	на себе	2	3
109	и о	2	3
110	он не	3	3
111	в его	5	3
112	и потому	5	3
113	его с	2	3
114	друг другу	3	3
115	жизни и	2	3
116	что же	2	3
117	мысли и	9	3
118	в их	2	3
119	только на	3	3
120	в самом	3	3
121	в разных	2	3
122	еще более	2	3
123	но все	2	3
124	но с	2	3
125	была бы	2	3
126	только что	2	3
127	должно быть	7	3
128	что для	3	3
129	в ней	7	3
130	могут быть	9	3
131	даже и	2	3
132	нуждается в	2	3
133	есть наука	4	3
134	только в	25	3
135	и все	3	3
136	бы в	4	3
137	в сознании	3	3
138	не менее	6	2
139	того что	8	2
140	по мере	6	2
141	были бы	3	2
142	как в	10	2
143	в образ	2	2
144	с этой	2	2
145	и от	3	2
146	из этих	4	2
147	точно так	11	2
148	в каждом	4	2
149	вопрос о	4	2
150	о которых	2	2
151	в мире	3	2
152	ни было	2	2
153	как и	9	2
154	и при	3	2
155	что именно	2	2
156	что если	3	2
157	и другое	3	2
158	для него	4	2
159	только тогда	5	2
160	еще не	6	2
161	одной стороны	3	2
162	и может	2	2
163	мы увидим	3	2
164	для того	3	2
165	никто не	3	2
166	что человек	5	2
167	к ним	2	2
168	и следовательно	2	2
169	на что	2	2
170	относится к	3	2
171	помнить что	3	2
172	мог бы	2	2
173	тем более	2	2
174	для нее	2	2
175	его самого	2	2
176	но уже	2	2
177	в своей	3	2
178	и их	3	2
179	образом и	2	2
180	со стороны	8	2
181	для всякого	2	2
182	есть для	2	2
183	для этого	2	2
184	что даже	2	2
185	как например	2	2
186	т п	4	2
187	не зная	2	2
188	с этим	7	2
189	с одной	3	2
190	из того	2	2
191	если мы	3	2
192	чтобы не	2	2
193	уже не	2	2
194	сами не	2	2
195	и для	5	2
196	мысли в	9	2
197	между собою	6	2
198	то он	2	2
199	то мы	2	2
200	то и	7	2
201	но как	3	2
202	во всем	4	2
203	могла бы	2	2
204	и это	3	2
205	что как	3	2
206	то не	3	2
207	заметить что	2	2
208	на деле	4	2
209	если и	2	2
