N	2gram	Bakhtin_Fr_2	Dialekti
1	и не	15	30
2	может быть	5	20
3	и в	49	19
4	не только	17	19
5	в себе	4	15
6	то что	6	14
7	и даже	2	14
8	в том	3	14
9	как бы	11	14
10	так как	6	14
11	вовсе не	10	13
12	но и	13	12
13	то же	7	12
14	точки зрения	6	12
15	и все	3	12
16	ни в	3	10
17	как и	11	10
18	в нем	9	10
19	так и	6	10
20	том что	4	10
21	сказать что	6	10
22	времени и	6	9
23	никогда не	5	9
24	не может	7	9
25	прежде всего	19	8
26	мы уже	6	8
27	с точки	5	8
28	в этом	15	8
29	в своей	5	8
30	но это	2	7
31	и к	4	7
32	совершенно не	2	7
33	что в	2	7
34	что он	3	6
35	да и	3	6
36	что они	2	6
37	в то	6	6
38	но не	5	6
39	жизни и	7	6
40	и вообще	3	6
41	сознания и	2	5
42	с другой	4	5
43	в одну	2	5
44	же время	6	5
45	можно сказать	2	5
46	в самом	3	5
47	и следовательно	2	5
48	и потому	5	5
49	и это	3	5
50	в смысле	2	5
51	и его	17	5
52	жизнь и	2	5
53	только в	13	5
54	о том	3	5
55	и с	6	5
56	в виду	3	5
57	содержит в	2	4
58	уже в	5	4
59	в своем	5	4
60	та же	2	4
61	в одном	3	4
62	нельзя сказать	2	4
63	в ее	3	4
64	все же	7	4
65	при этом	5	4
66	еще не	2	4
67	к нему	3	4
68	за пределы	2	4
69	в меру	2	4
70	связи с	2	4
71	только то	2	4
72	без всякого	2	4
73	все это	9	4
74	другой стороны	3	4
75	в связи	2	4
76	таким образом	7	4
77	и вот	3	4
78	а в	4	4
79	могут быть	2	4
80	но он	6	4
81	в другом	2	4
82	с ним	4	4
83	всех этих	3	3
84	и более	4	3
85	о чем	3	3
86	в этих	4	3
87	как мы	7	3
88	это и	2	3
89	в этой	10	3
90	было бы	3	3
91	в целях	2	3
92	себе и	2	3
93	даже в	3	3
94	из них	3	3
95	не было	4	3
96	мы находим	4	3
97	нуждается в	2	3
98	ничего не	2	3
99	смысла и	2	2
100	связана с	3	2
101	в противоположность	2	2
102	этих последних	3	2
103	понятно что	2	2
104	в конце	2	2
105	человека и	3	2
106	на самом	2	2
107	и образы	2	2
108	именно в	6	2
109	в тех	2	2
110	же в	3	2
111	но все	4	2
112	эти два	2	2
113	в истории	6	2
114	как известно	2	2
115	до сих	4	2
116	и прежде	2	2
117	на его	2	2
118	в сущности	8	2
119	несмотря на	3	2
120	в ней	2	2
121	всяком случае	2	2
122	сих пор	4	2
123	раз в	3	2
124	в мире	2	2
125	на все	3	2
126	во всех	6	2
127	ее в	2	2
128	в их	2	2
129	так же	2	2
130	не во	2	2
131	смысл и	2	2
132	того как	2	2
133	с ее	3	2
134	с одной	3	2
135	форм и	2	2
136	культуры и	3	2
137	на мир	2	2
138	в своих	4	2
139	также и	3	2
140	их в	3	2
141	тем что	4	2
142	во время	12	2
143	во все	2	2
144	мы должны	2	2
145	во всяком	2	2
146	все эти	7	2
147	есть в	2	2
148	в области	4	2
149	но в	4	2
150	мире и	3	2
151	в жизни	4	2
152	вместе с	2	2
