N	2gram	Bakhtin_fo_2	FransuaR
1	и в	46	40
2	рабле в	11	21
3	то есть	10	18
4	и его	12	17
5	прежде всего	14	16
6	у рабле	18	16
7	романе рабле	5	15
8	в романе	13	15
9	в этом	22	15
10	мы уже	9	13
11	не только	11	13
12	и не	9	13
13	рабле и	5	13
14	в его	8	13
15	что в	5	12
16	вовсе не	13	12
17	как и	8	11
18	но и	9	11
19	романа рабле	5	11
20	и т.п	2	10
21	таким образом	3	10
22	как мы	6	10
23	в них	7	9
24	и все	6	9
25	в сущности	2	9
26	может быть	7	9
27	он не	5	9
28	во время	10	8
29	рабле не	5	8
30	отношение к	3	8
31	в том	10	8
32	и до	2	8
33	у него	9	8
34	все эти	5	8
35	в эпоху	4	8
36	и с	6	8
37	и на	7	8
38	но в	10	8
39	в своем	5	7
40	в одном	7	7
41	в духе	2	7
42	и др	5	7
43	то же	8	7
44	смеха и	2	7
45	в виду	3	7
46	мы еще	3	6
47	в этих	3	6
48	к этому	3	6
49	же время	4	6
50	во всех	11	6
51	и других	2	6
52	в той	2	6
53	рабле мы	2	6
54	связи с	8	6
55	в то	5	6
56	до конца	2	6
57	в литературе	2	5
58	к третьей	2	5
59	еды и	19	5
60	мы видим	2	5
61	со всеми	2	5
62	рабле дает	2	5
63	вернемся к	3	5
64	в нем	5	5
65	то что	7	5
66	в связи	8	5
67	не было	3	5
68	те же	6	5
69	а не	4	5
70	и для	9	5
71	в основе	6	5
72	так сказать	7	5
73	в особенности	6	5
74	для него	3	5
75	для рабле	2	4
76	и во	6	4
77	почти вовсе	2	4
78	у нас	2	4
79	том что	4	4
80	смысле слова	2	4
81	здесь в	6	4
82	до сих	2	4
83	было бы	2	4
84	в заключение	2	4
85	ни для	2	4
86	в основном	8	4
87	из них	8	4
88	и потому	2	4
89	а также	3	4
90	один из	2	4
91	в мире	4	4
92	жизни и	8	4
93	сих пор	2	4
94	века и	2	4
95	в их	3	4
96	все это	6	4
97	еще более	4	4
98	роль в	3	4
99	о том	4	4
100	и о	2	4
101	в данном	2	4
102	того чтобы	8	4
103	этого смеха	2	4
104	особенно в	2	4
105	и даже	3	4
106	также и	4	4
107	в истории	4	4
108	еще вернемся	3	4
109	так как	6	4
110	в париже	2	4
111	том числе	3	3
112	только для	2	3
113	всех этих	7	3
114	они были	2	3
115	в частности	5	3
116	во франции	2	3
117	и от	2	3
118	смех и	2	3
119	и к	2	3
120	он был	2	3
121	мы видели	2	3
122	но это	2	3
123	в этой	2	3
124	уже говорили	4	3
125	эпохи возрождения	3	3
126	кроме того	3	3
127	еще не	6	3
128	и есть	2	3
129	вплоть до	2	3
130	как бы	10	3
131	и наконец	6	3
132	в гротескном	3	3
133	что и	3	3
134	вместе с	9	3
135	во все	2	3
136	так и	7	3
137	как в	4	3
138	и прежде	3	3
139	не может	2	3
140	а в	3	3
141	гаргантюа и	2	3
142	там где	2	3
143	для того	8	3
144	между ними	2	3
145	и как	3	3
146	тем что	3	3
147	при этом	6	3
148	в себе	4	3
149	в другом	3	3
150	только в	11	3
151	с рождением	2	3
152	на протяжении	3	3
153	связанные с	5	3
154	в конце	2	3
155	и самое	4	3
156	здесь не	2	3
157	их в	4	3
158	из самых	2	2
159	есть и	4	2
160	уже в	4	2
161	не был	2	2
162	представление о	2	2
163	до того	2	2
164	о чем	3	2
165	и питья	17	2
166	средние века	3	2
167	и образов	2	2
168	с другой	2	2
169	это не	2	2
170	и так	2	2
171	из этих	4	2
172	но здесь	2	2
173	что было	3	2
174	что он	3	2
175	и вот	2	2
176	или иной	2	2
177	можно сказать	2	2
178	в моче	2	2
179	влияние на	2	2
180	и вещей	3	2
181	как его	2	2
182	все же	6	2
183	следовательно и	3	2
184	для нового	2	2
185	в дальнейшем	5	2
186	своей жизни	2	2
187	вернемся в	2	2
188	много в	2	2
189	при описании	2	2
190	здесь дается	2	2
191	на этом	2	2
192	но не	5	2
193	не были	2	2
194	все что	2	2
195	очень часто	2	2
196	в последнем	2	2
197	конечно не	4	2
198	особое значение	2	2
199	и другие	3	2
200	этот ряд	3	2
201	том же	4	2
202	в котором	4	2
203	слова и	3	2
204	раблезианский смех	2	2
205	четвертой книги	7	2
206	в корне	2	2
207	на землю	2	2
208	жизни с	2	2
209	в этот	3	2
210	в форме	3	2
211	гл xvii	3	2
212	этом отношении	2	2
213	именно в	2	2
214	и они	3	2
215	не боится	2	2
216	с помощью	3	2
217	здесь мы	3	2
218	лишь в	2	2
219	и у	5	2
220	тем же	2	2
221	эпохи и	2	2
222	рядом с	2	2
223	на основе	3	2
224	числе и	2	2
225	питья и	4	2
226	потому что	8	2
227	с этим	5	2
228	но он	2	2
229	точки зрения	10	2
230	этот мир	2	2
231	рабле но	2	2
232	него и	2	2
233	романа в	2	2
234	и стиль	2	2
235	далеко не	2	2
236	как он	2	2
237	и это	2	2
238	одном из	2	2
239	вовсе нет	2	2
240	того же	3	2
