N	2gram	Bakhtin_Fr_6	Dialekti
1	и не	3	27
2	а не	2	26
3	точки зрения	2	25
4	и в	41	24
5	не только	10	23
6	есть нечто	2	23
7	не может	4	19
8	и что	5	15
9	что все	2	14
10	то что	10	14
11	с точки	2	14
12	может быть	2	13
13	таким образом	17	13
14	и даже	4	13
15	что он	6	13
16	вовсе не	7	13
17	что это	5	12
18	того что	3	12
19	есть только	3	12
20	есть и	2	12
21	в сущности	8	10
22	но и	13	9
23	прежде всего	10	8
24	так что	2	8
25	и как	4	8
26	что мы	2	8
27	том что	7	8
28	в этом	12	8
29	что в	7	7
30	никогда не	8	7
31	в самом	10	7
32	в особенности	7	7
33	потому что	3	7
34	это и	2	7
35	как и	7	7
36	как раз	2	7
37	должна быть	2	6
38	кроме того	9	6
39	но если	2	6
40	все это	11	6
41	и с	16	6
42	о том	9	6
43	так как	10	6
44	превращается в	2	6
45	и все	9	6
46	есть именно	2	6
47	не на	2	6
48	то же	5	6
49	самом деле	4	6
50	с этой	3	5
51	в том	2	5
52	но это	3	5
53	хотя и	2	5
54	жизни и	3	5
55	и его	13	5
56	в то	6	5
57	как это	2	5
58	в них	7	5
59	тогда когда	2	5
60	было бы	3	5
61	он не	2	5
62	так и	5	5
63	что не	3	5
64	мы не	2	5
65	только в	3	5
66	с другой	4	4
67	первый план	3	4
68	не могут	2	4
69	как о	2	4
70	так же	5	4
71	сказать что	6	4
72	на первый	3	4
73	у нас	4	4
74	говорить о	2	4
75	в истории	2	4
76	конечно не	3	4
77	в чем	3	4
78	и то	2	4
79	тело и	3	4
80	из самых	2	3
81	перед нами	3	3
82	все же	4	3
83	все время	4	3
84	за пределы	2	3
85	в своем	5	3
86	в одной	3	3
87	и от	4	3
88	что именно	2	3
89	не в	4	3
90	есть в	3	3
91	же время	5	3
92	одной стороны	4	3
93	в основе	4	3
94	тем более	2	3
95	в нем	16	3
96	это было	2	3
97	из них	5	3
98	с одной	4	3
99	все эти	11	3
100	и на	9	3
101	с этим	3	3
102	мы уже	18	3
103	во всем	5	3
104	тем что	5	3
105	мира и	2	3
106	все что	4	3
107	как бы	7	3
108	и прежде	2	3
109	к нему	3	3
110	той же	5	3
111	и этим	2	3
112	что их	2	2
113	что если	2	2
114	в частности	2	2
115	из этих	2	2
116	из того	2	2
117	для нас	2	2
118	и смерть	2	2
119	на этом	2	2
120	при этом	3	2
121	например в	6	2
122	а именно	2	2
123	другой стороны	2	2
124	для этого	2	2
125	именно в	4	2
126	они не	3	2
127	а в	4	2
128	людей и	3	2
129	также и	6	2
130	никак не	3	2
131	их в	2	2
132	в ней	4	2
133	в первом	3	2
134	и потому	2	2
135	бы в	2	2
136	но в	8	2
137	а для	2	2
138	но они	4	2
139	с его	5	2
140	у него	7	2
141	нового времени	4	2
142	и во	2	2
143	начало и	2	2
144	но не	2	2
145	ведь это	2	2
146	со всеми	2	2
147	и всякой	2	2
148	никто не	2	2
149	и когда	2	2
150	себя в	2	2
151	природы и	2	2
152	как мы	12	2
153	и у	2	2
154	и он	5	2
155	и для	3	2
156	или в	6	2
157	в данном	3	2
158	в себе	5	2
159	и вообще	4	2
160	из этого	4	2
161	в его	7	2
