N	2gram	Medvedev_F_2	Dialekti
1	т е	26	46
2	не есть	3	40
3	и не	20	30
4	а не	6	18
5	может быть	23	17
6	и т	14	17
7	ничего не	4	17
8	то что	6	16
9	и в	38	15
10	т д	5	15
11	как бы	4	14
12	не имеет	2	14
13	так как	4	14
14	точки зрения	8	14
15	что это	3	13
16	того что	3	13
17	по себе	7	13
18	это не	2	12
19	прежде всего	15	11
20	в том	11	11
21	не может	14	11
22	говорить о	5	11
23	и все	3	11
24	в этом	27	11
25	в основе	5	10
26	потому что	2	10
27	том что	2	10
28	было бы	6	9
29	в виду	2	9
30	все это	3	9
31	мы не	3	9
32	это и	5	9
33	то же	6	9
34	уже не	7	9
35	и пр	21	9
36	с точки	7	9
37	ни в	2	8
38	не в	15	8
39	и о	2	8
40	не только	9	8
41	в чем	2	8
42	и ее	6	8
43	и это	2	8
44	что в	7	7
45	что именно	2	7
46	должна быть	5	7
47	что оно	4	7
48	не просто	2	7
49	что он	5	7
50	как и	9	7
51	и его	21	7
52	или в	3	7
53	только в	6	7
54	перед нами	2	6
55	же время	5	6
56	хотя и	3	6
57	и тем	2	6
58	а именно	2	6
59	и даже	4	6
60	в результате	6	6
61	сказать что	2	6
62	вовсе не	11	6
63	ни на	2	6
64	если бы	5	6
65	в то	5	6
66	что и	8	6
67	так и	8	5
68	же это	2	5
69	как таковой	3	5
70	того чтобы	3	5
71	в ней	6	5
72	в нем	13	5
73	таким образом	20	5
74	именно в	5	5
75	и на	3	5
76	с его	11	5
77	то в	2	5
78	в сущности	4	5
79	если мы	5	5
80	для того	3	5
81	и для	5	5
82	и как	3	4
83	но это	2	4
84	в этой	6	4
85	что они	4	4
86	один из	2	4
87	жизни и	3	4
88	но и	13	4
89	в особенности	4	4
90	только так	2	4
91	с ними	2	4
92	и с	9	4
93	не о	4	4
94	лишь как	4	4
95	с тем	11	4
96	отнюдь не	8	4
97	не как	4	4
98	этом смысле	2	4
99	то ни	2	4
100	она не	2	4
101	как раз	6	4
102	бы в	5	4
103	хотя бы	6	4
104	в его	10	4
105	смысла и	2	3
106	та же	2	3
107	на этом	2	3
108	тем самым	2	3
109	совершенно не	4	3
110	ни о	5	3
111	в их	6	3
112	смысл и	2	3
113	все эти	6	3
114	есть только	2	3
115	и наконец	4	3
116	с этим	5	3
117	даже и	4	3
118	в истории	6	3
119	с ним	2	3
120	но в	4	3
121	от этого	3	3
122	к этому	4	3
123	от нее	4	3
124	слово есть	2	3
125	в своей	7	3
126	как таковое	4	3
127	со стороны	2	3
128	при помощи	2	3
129	быть и	3	3
130	как в	4	3
131	что не	4	3
132	и то	2	3
133	могут быть	6	3
134	едва ли	2	3
135	в области	3	3
136	от него	2	3
137	не могут	7	2
138	время и	3	2
139	из этих	3	2
140	представление о	2	2
141	главным образом	3	2
142	что на	2	2
143	можно и	3	2
144	его как	2	2
145	но все	3	2
146	на нем	2	2
147	как о	4	2
148	и может	3	2
149	кроме того	2	2
150	при этом	9	2
151	себе эти	2	2
152	в самом	16	2
153	совпадает с	2	2
154	никогда не	2	2
155	в котором	2	2
156	из них	4	2
157	и их	3	2
158	вот как	4	2
159	не по	2	2
160	другой стороны	4	2
161	то и	3	2
162	для этого	2	2
163	как таковая	2	2
164	и только	5	2
165	не было	6	2
166	лишь в	7	2
167	и по	2	2
168	должно быть	2	2
169	же и	2	2
170	но как	2	2
171	от одного	2	2
172	того или	4	2
173	как это	2	2
174	сам по	3	2
175	а как	3	2
176	чем же	3	2
177	в понятии	2	2
178	в ее	2	2
179	все же	8	2
180	не будет	2	2
181	в качестве	2	2
182	равно как	2	2
183	но именно	3	2
184	в целях	2	2
185	или более	2	2
186	ни одна	2	2
187	для нее	2	2
188	оно не	4	2
189	во всех	5	2
190	вместе с	6	2
191	ее в	2	2
192	что же	5	2
193	художественное произведение	2	2
194	находится в	2	2
195	даже не	2	2
196	во всей	2	2
197	становится и	2	2
198	можно говорить	2	2
199	во всяком	5	2
200	тем что	8	2
201	и другое	2	2
202	от этих	2	2
203	мы говорим	4	2
204	что эта	2	2
205	поскольку он	2	2
206	в которой	2	2
207	отличие от	2	2
208	не могли	2	2
209	это было	3	2
