N	2gram	Bakhtin_Pr_3	KulturaY
1	т е	12	38
2	и т	8	33
3	в том	3	30
4	и в	34	24
5	потому что	12	23
6	том что	3	21
7	т п	6	18
8	что в	7	17
9	было бы	2	15
10	т д	2	14
11	в этом	16	14
12	точки зрения	8	14
13	может быть	19	13
14	все же	7	12
15	таким образом	5	12
16	в его	22	12
17	и не	29	12
18	не в	9	11
19	только в	6	11
20	вовсе не	11	10
21	в самом	8	10
22	не только	10	10
23	хотя бы	5	10
24	если бы	4	9
25	то что	11	9
26	прежде всего	15	9
27	отношению к	6	9
28	самом деле	13	9
29	того что	5	9
30	с точки	4	9
31	о том	2	9
32	так как	4	9
33	по отношению	5	8
34	то же	14	8
35	уже не	2	8
36	а не	9	8
37	как раз	4	8
38	тем что	4	8
39	не менее	3	7
40	в них	2	7
41	с другой	4	7
42	как бы	27	7
43	вместе с	4	7
44	не может	19	7
45	это не	5	7
46	бы в	3	7
47	так и	6	7
48	что он	23	6
49	при этом	4	6
50	что такое	2	6
51	в ней	3	6
52	но и	12	6
53	что же	8	6
54	все это	16	6
55	другой стороны	3	6
56	все эти	4	6
57	в которых	2	6
58	в которой	2	6
59	с тем	5	5
60	что это	5	5
61	по крайней	3	5
62	к тому	5	5
63	крайней мере	3	5
64	но не	4	5
65	еще не	4	5
66	что не	7	5
67	например в	2	5
68	всяком случае	5	5
69	и что	5	5
70	в виду	3	5
71	в той	2	5
72	а в	5	5
73	и его	16	5
74	рядом с	4	5
75	во всяком	5	5
76	между тем	3	5
77	так сказать	2	5
78	с ним	8	5
79	и с	15	5
80	с его	6	4
81	к себе	17	4
82	и потому	2	4
83	в нем	19	4
84	что они	6	4
85	того же	2	4
86	в пределах	6	4
87	из них	5	4
88	это и	2	4
89	речи в	2	4
90	один из	2	4
91	что и	5	4
92	тем не	2	4
93	в целом	5	4
94	как в	4	4
95	с этим	2	4
96	так что	5	4
97	так же	8	4
98	с ними	6	4
99	и на	6	4
100	того или	2	4
101	слова и	10	4
102	там где	7	4
103	под влиянием	3	3
104	уже в	3	3
105	нисколько не	2	3
106	как на	2	3
107	если не	3	3
108	смысле этого	2	3
109	для этого	3	3
110	этом смысле	4	3
111	его к	3	3
112	или иной	2	3
113	сводится к	3	3
114	со словом	3	3
115	мы увидим	2	3
116	в общем	4	3
117	и если	2	3
118	в сущности	11	3
119	это слово	5	3
120	этого слова	7	3
121	слова как	2	3
122	в котором	3	3
123	даже в	5	3
124	не с	2	3
125	на его	4	3
126	когда он	2	3
127	тому что	2	3
128	в своем	2	3
129	а с	3	3
130	не было	2	3
131	что оно	2	3
132	и даже	7	3
133	и он	2	3
134	должно быть	3	3
135	той же	2	3
136	и то	3	3
137	хотя и	3	3
138	даже и	4	3
139	нуждается в	3	3
140	в себе	6	3
141	он есть	2	3
142	в одном	5	3
143	к которому	2	3
144	перед вами	2	2
145	я не	7	2
146	о чем	2	2
147	бы уже	3	2
148	никогда не	8	2
149	свой предмет	2	2
150	с этой	2	2
151	не является	2	2
152	и все	19	2
153	но с	2	2
154	этого не	3	2
155	что все	4	2
156	в каждом	3	2
157	на самом	11	2
158	и говорит	2	2
159	не знаю	2	2
160	вопрос о	2	2
161	по себе	3	2
162	к своему	5	2
163	в то	12	2
164	этом случае	2	2
165	что его	3	2
166	и того	2	2
167	как и	18	2
168	и как	3	2
169	но все	5	2
170	в сторону	2	2
171	в большинстве	2	2
172	в последнем	2	2
173	же время	12	2
174	что с	3	2
175	ли это	2	2
176	тот же	2	2
177	было в	2	2
178	если б	2	2
179	конечно не	2	2
180	в своей	3	2
181	же и	2	2
182	от себя	6	2
183	о нем	2	2
184	все те	2	2
185	себе и	5	2
186	был бы	2	2
187	и мысли	2	2
188	ни в	4	2
189	были бы	2	2
190	себя самого	11	2
191	бы и	4	2
192	он не	15	2
193	и для	8	2
194	как я	3	2
195	все равно	4	2
196	в слове	5	2
197	не мог	5	2
198	лишь в	5	2
199	ни одного	5	2
200	увидим что	2	2
201	слов в	3	2
202	в силах	2	2
203	из письма	2	2
204	что я	15	2
205	слово с	6	2
206	до конца	3	2
207	и должно	2	2
208	ничего не	4	2
209	но в	16	2
210	это было	3	2
