N	2gram	Vygotskiy__3	Analitik
1	не только	6	22
2	и в	25	18
3	как и	15	14
4	так и	5	14
5	в этом	14	14
6	но и	4	13
7	и его	2	13
8	в частности	4	12
9	том что	20	12
10	в качестве	12	12
11	и не	10	12
12	при этом	5	11
13	а в	4	10
14	как бы	10	10
15	может быть	13	9
16	что в	17	9
17	в том	23	9
18	с его	2	8
19	с другой	6	7
20	но не	6	7
21	в его	15	7
22	отношению к	2	7
23	по отношению	3	7
24	к тому	4	6
25	не в	6	6
26	в начале	2	6
27	для него	5	6
28	еще не	4	6
29	в этой	5	6
30	он не	4	6
31	о том	5	6
32	никогда не	4	5
33	однако в	2	5
34	не является	8	5
35	в случае	3	5
36	прежде всего	4	5
37	в свою	3	5
38	или иной	3	5
39	того же	6	5
40	такого рода	2	5
41	в самом	3	5
42	что и	10	5
43	в мире	2	5
44	другой стороны	3	5
45	уже не	2	5
46	той же	4	5
47	в результате	3	5
48	между тем	3	5
49	мы имеем	4	5
50	представляет собой	6	5
51	не менее	6	4
52	перед нами	10	4
53	отнюдь не	4	4
54	в своем	4	4
55	столь же	7	4
56	в одном	2	4
57	состоит в	3	4
58	по себе	7	4
59	что он	6	4
60	и к	5	4
61	и как	5	4
62	свою очередь	2	4
63	имеем дело	2	4
64	и сам	3	4
65	не есть	3	4
66	все же	6	4
67	приводит к	4	4
68	внимание на	2	4
69	таким образом	17	4
70	тем самым	2	4
71	по пути	4	4
72	и на	6	4
73	что по	2	4
74	уже в	7	3
75	были бы	3	3
76	не столько	4	3
77	из этих	4	3
78	говорит и	2	3
79	к этому	3	3
80	и того	4	3
81	что они	10	3
82	было бы	10	3
83	указывает на	2	3
84	с их	2	3
85	той или	2	3
86	лишь на	2	3
87	если в	3	3
88	к жизни	2	3
89	с ее	5	3
90	не будет	2	3
91	как говорит	5	3
92	в целом	13	3
93	как в	9	3
94	все это	6	3
95	который в	3	3
96	дело с	3	3
97	то же	2	3
98	этом отношении	3	3
99	именно в	5	3
100	путь к	3	3
101	мы не	9	3
102	вступает в	2	3
103	с этим	4	3
104	точки зрения	6	3
105	одного и	4	3
106	но как	3	3
107	во всем	3	3
108	в то	4	3
109	его в	3	3
110	едва ли	2	3
111	как это	7	3
112	могут быть	5	2
113	все эти	7	2
114	все они	2	2
115	в них	2	2
116	поэтому в	2	2
117	этих моментов	2	2
118	но они	2	2
119	не как	3	2
120	и от	2	2
121	в жизни	3	2
122	с нею	2	2
123	в нем	2	2
124	как уже	6	2
125	в тех	2	2
126	тем не	5	2
127	же в	2	2
128	то в	3	2
129	одна из	2	2
130	с тем	16	2
131	по своему	11	2
132	обе эти	3	2
133	одной стороны	5	2
134	со всеми	6	2
135	на его	2	2
136	могли бы	11	2
137	иначе говоря	2	2
138	и той	2	2
139	хотя и	2	2
140	об этом	2	2
141	и потому	2	2
142	а также	2	2
143	всяком случае	4	2
144	по своей	7	2
145	один из	6	2
146	то что	15	2
147	когда он	3	2
148	вместе с	14	2
149	что она	5	2
150	связь с	3	2
151	уже по	2	2
152	не может	6	2
153	в отличие	6	2
154	входит в	5	2
155	с одной	5	2
156	одной и	2	2
157	в себя	3	2
158	в готовом	2	2
159	не мог	4	2
160	и по	5	2
161	и для	2	2
162	тому как	2	2
163	на пути	2	2
164	сказать что	4	2
165	во всяком	4	2
166	мы можем	7	2
167	тем что	8	2
168	как показывает	2	2
169	на себя	2	2
170	в себе	2	2
171	и здесь	2	2
172	что мы	7	2
173	только в	10	2
174	и т.д	5	2
175	этого слова	4	2
176	но всегда	2	2
177	и все	4	2
178	там где	4	2
179	отличие от	6	2
