N	2gram	Trubetskoy_1	Istorich
1	и в	23	26
2	так как	7	18
3	никогда не	4	13
4	потому что	9	13
5	что в	8	12
6	это представление	3	12
7	таким образом	31	12
8	в том	30	12
9	и на	6	12
10	в этом	12	12
11	мы видели	2	11
12	может быть	16	11
13	с другой	6	10
14	том что	19	10
15	и не	8	10
16	не только	7	10
17	представление о	3	9
18	что он	7	9
19	еще не	5	9
20	но и	9	9
21	в нем	3	8
22	все же	13	8
23	на том	2	8
24	вместе с	6	8
25	другой стороны	5	8
26	все эти	19	8
27	и это	3	8
28	с ним	6	8
29	с одной	3	7
30	мы можем	6	7
31	одной стороны	2	7
32	у него	5	7
33	о том	7	7
34	но в	4	7
35	этом случае	4	6
36	то что	18	6
37	мы уже	4	6
38	не может	17	6
39	в виде	4	6
40	и с	5	6
41	у нас	3	5
42	как и	9	5
43	показывают что	2	5
44	в ней	3	5
45	в его	5	5
46	не будет	5	5
47	так и	10	5
48	то же	4	5
49	и что	8	5
50	в то	6	5
51	только в	6	5
52	его в	5	5
53	с тем	2	4
54	это не	3	4
55	из этих	8	4
56	прежде всего	3	4
57	до сих	8	4
58	все что	9	4
59	как бы	10	4
60	что и	7	4
61	сих пор	8	4
62	на земле	3	4
63	что оно	3	4
64	как мы	2	4
65	совершенно ясно	2	4
66	и по	3	4
67	у них	6	4
68	но как	2	4
69	борьбы с	2	3
70	при помощи	3	3
71	и ее	2	3
72	независимо от	2	3
73	если бы	8	3
74	в частности	2	3
75	в них	2	3
76	и от	5	3
77	должна быть	5	3
78	если он	2	3
79	к этому	5	3
80	вопрос о	3	3
81	в тех	3	3
82	на первый	2	3
83	таким же	3	3
84	так что	5	3
85	не в	8	3
86	от него	3	3
87	такой же	2	3
88	же как	3	3
89	они не	2	3
90	то время	2	3
91	она не	2	3
92	нет в	2	3
93	от того	3	3
94	другими словами	2	3
95	из этого	6	3
96	данном случае	3	3
97	случаях когда	3	3
98	а в	3	3
99	при этом	9	3
100	и других	2	3
101	из которых	4	3
102	и наконец	3	3
103	но так	2	3
104	как на	4	3
105	в своих	2	3
106	в данном	3	3
107	и то	4	3
108	та же	3	3
109	их в	2	3
110	и только	2	3
111	на более	2	3
112	в себе	5	3
113	не было	2	3
114	как будто	5	3
115	далеко не	5	3
116	не потому	2	3
117	с этой	3	2
118	случай с	2	2
119	в этих	3	2
120	от нее	2	2
121	в эту	2	2
122	в своем	10	2
123	что у	2	2
124	того же	9	2
125	отличается от	6	2
126	с этим	11	2
127	не будут	2	2
128	вовсе не	2	2
129	на то	9	2
130	к тому	8	2
131	сводится к	2	2
132	мы знаем	10	2
133	для нас	3	2
134	по отношению	9	2
135	но все	5	2
136	что они	2	2
137	и некоторые	2	2
138	одна из	2	2
139	как у	3	2
140	но не	2	2
141	так же	8	2
142	только то	2	2
143	что при	6	2
144	что мы	4	2
145	было бы	3	2
146	и сам	2	2
147	не так	4	2
148	никто не	2	2
149	него в	2	2
150	но для	2	2
151	всяком случае	2	2
152	даже в	3	2
153	что эти	2	2
154	не есть	2	2
155	отношению к	9	2
156	на этой	2	2
157	жизни и	2	2
158	и до	3	2
159	образом и	2	2
160	на него	2	2
161	что же	2	2
162	целый ряд	4	2
163	то и	2	2
164	тогда как	6	2
165	он не	3	2
166	только что	3	2
167	а с	4	2
168	у народа	8	2
169	и сейчас	4	2
170	в народе	4	2
171	в одно	2	2
172	тем самым	3	2
173	того что	6	2
174	должны быть	3	2
175	и те	2	2
176	с ними	2	2
177	во всяком	2	2
178	знаем что	8	2
179	что касается	6	2
180	в которых	2	2
181	самого себя	4	2
182	о котором	7	2
183	ту же	2	2
184	мы должны	4	2
185	в этой	6	2
186	что это	5	2
187	из него	2	2
188	не вполне	3	2
189	же не	3	2
