N	2gram	Ircho_Kome_2	FransuaR
1	и в	26	45
2	и не	14	15
3	не только	7	14
4	в этом	10	14
5	но в	3	14
6	в его	4	13
7	во всех	3	13
8	и его	12	13
9	как бы	2	12
10	во время	6	12
11	что в	9	12
12	в своем	6	11
13	то же	3	11
14	в то	6	11
15	прежде всего	4	10
16	в том	11	10
17	в нем	6	10
18	но и	10	10
19	как и	4	10
20	и с	5	10
21	же время	3	9
22	вовсе не	2	8
23	как мы	4	8
24	в ней	3	8
25	жизни и	3	8
26	таким образом	6	8
27	в самой	3	8
28	с его	5	7
29	в конце	2	7
30	он был	2	7
31	том что	9	7
32	не в	2	7
33	что и	7	7
34	все это	3	7
35	потому что	6	7
36	и все	2	7
37	что он	5	6
38	в этой	3	6
39	он не	2	6
40	так и	12	6
41	того чтобы	6	6
42	для того	5	6
43	связи с	3	6
44	так как	4	6
45	в них	4	6
46	и к	2	5
47	одной из	4	5
48	на этом	2	5
49	например в	3	5
50	одним из	2	5
51	хотя и	4	5
52	от всех	2	5
53	и их	3	5
54	не может	3	5
55	в связи	3	5
56	и у	2	5
57	и на	7	5
58	его в	4	5
59	об этом	2	4
60	том числе	3	4
61	и во	2	4
62	и от	4	4
63	мы не	2	4
64	у него	4	4
65	и здесь	6	4
66	тому же	11	4
67	но не	3	4
68	по своему	2	4
69	здесь в	3	4
70	по поводу	3	4
71	в самом	4	4
72	в их	3	4
73	мы находим	2	4
74	а в	3	4
75	той же	3	4
76	можно было	4	4
77	в доме	6	4
78	с этим	5	4
79	точки зрения	4	4
80	только в	4	4
81	о том	6	4
82	и это	2	4
83	бы в	2	4
84	как это	4	4
85	это было	4	4
86	не менее	4	3
87	связанных с	2	3
88	и другие	2	3
89	как в	3	3
90	это не	2	3
91	в одной	2	3
92	из этих	4	3
93	в одном	2	3
94	своего отца	2	3
95	что на	3	3
96	ни в	5	3
97	того же	3	3
98	то время	3	3
99	в своей	3	3
100	от того	2	3
101	для всех	3	3
102	до сих	2	3
103	вместе с	9	3
104	сих пор	2	3
105	что она	2	3
106	до нас	4	3
107	нем не	2	3
108	не было	3	3
109	в течение	2	3
110	на этот	4	3
111	не имеет	3	3
112	и для	4	3
113	как он	3	3
114	о чем	3	3
115	с тем	5	2
116	независимо от	5	2
117	и есть	2	2
118	тут же	2	2
119	говорить о	2	2
120	хотя бы	2	2
121	в духе	2	2
122	к этому	5	2
123	к тому	12	2
124	в г	17	2
125	отличие от	2	2
126	в любовных	2	2
127	когда в	2	2
128	в начале	4	2
129	то что	6	2
130	в качестве	5	2
131	из его	2	2
132	у нее	2	2
133	было бы	8	2
134	что это	4	2
135	и если	2	2
136	друг с	2	2
137	может быть	11	2
138	это время	3	2
139	в уста	2	2
140	еще в	4	2
141	если в	2	2
142	с другом	2	2
143	даже в	2	2
144	нет и	2	2
145	один из	5	2
146	чем на	2	2
147	в народном	2	2
148	в каждом	3	2
149	все же	4	2
150	в целом	4	2
151	и за	2	2
152	так в	2	2
153	в отличие	2	2
154	в период	3	2
155	в истории	5	2
156	и что	2	2
157	к нему	3	2
158	рядом с	2	2
159	роль в	2	2
160	войны и	3	2
161	второй половины	2	2
162	больше чем	5	2
163	между тем	4	2
164	мы можем	3	2
165	одно из	2	2
166	под названием	2	2
167	в наиболее	4	2
168	от этого	2	2
