N	2gram	Medvedev_F_3	StatiiOP
1	и в	27	44
2	в том	7	36
3	и т	11	30
4	что в	8	30
5	том что	4	29
6	т д	6	21
7	в этом	18	21
8	вовсе не	28	19
9	то что	8	18
10	не только	9	18
11	было бы	6	17
12	о том	4	17
13	и не	30	16
14	а не	17	16
15	т е	32	15
16	может быть	25	15
17	в данном	6	14
18	в области	2	14
19	как в	4	13
20	не в	12	12
21	у нас	3	11
22	в этой	2	11
23	самом деле	16	11
24	того чтобы	5	11
25	точки зрения	16	11
26	ясно что	3	10
27	для того	4	10
28	что он	6	10
29	но и	10	10
30	но в	6	10
31	только в	8	10
32	в отношении	2	9
33	с другой	6	9
34	если бы	12	9
35	в то	7	9
36	как и	14	9
37	того что	3	9
38	т п	5	9
39	так и	21	9
40	в его	7	9
41	во всех	3	8
42	все же	6	8
43	из них	2	8
44	не может	24	8
45	и его	19	8
46	это не	3	8
47	с точки	14	8
48	но ведь	4	8
49	прежде всего	4	7
50	в самом	11	7
51	для нас	3	7
52	другой стороны	5	7
53	таким образом	18	7
54	этом отношении	3	7
55	сказать что	3	7
56	что они	5	7
57	потому что	7	6
58	из этих	2	6
59	но это	2	6
60	что и	2	6
61	в своей	6	6
62	данном случае	4	6
63	со стороны	4	6
64	что же	5	6
65	на самом	14	6
66	в той	3	6
67	во всяком	6	6
68	дело в	2	6
69	хотя бы	6	6
70	всяком случае	6	6
71	не менее	7	5
72	никогда не	5	5
73	была бы	2	5
74	такой же	2	5
75	так же	9	5
76	совершенно не	7	5
77	в котором	2	5
78	в нем	15	5
79	в целом	4	5
80	жизни и	4	5
81	все это	7	5
82	той же	3	5
83	то же	15	5
84	и даже	2	5
85	в слове	4	5
86	в которых	3	5
87	тем что	5	5
88	могут быть	4	5
89	все эти	6	5
90	так как	9	5
91	там где	7	5
92	и очень	2	4
93	в основу	2	4
94	что это	3	4
95	столь же	3	4
96	что она	2	4
97	бы и	3	4
98	в ее	4	4
99	это и	2	4
100	же время	7	4
101	является не	2	4
102	и что	3	4
103	же и	4	4
104	как раз	8	4
105	но если	2	4
106	как бы	8	4
107	дело не	2	4
108	в россии	2	4
109	научной работы	2	4
110	как это	4	4
111	к которому	2	4
112	случае в	3	4
113	том как	2	4
114	в основе	3	3
115	не являются	2	3
116	тому что	3	3
117	поэтому в	2	3
118	в какой	3	3
119	и с	3	3
120	не является	5	3
121	в конце	3	3
122	должна быть	3	3
123	в каждом	5	3
124	эпохи в	2	3
125	ни в	8	3
126	он был	4	3
127	да и	4	3
128	то в	2	3
129	же как	3	3
130	но не	5	3
131	а на	2	3
132	того же	3	3
133	еще не	6	3
134	кажется что	2	3
135	п в	2	3
136	и для	6	3
137	или иное	2	3
138	в ней	5	3
139	не значит	2	3
140	даже в	2	3
141	должен быть	2	3
142	и тем	3	3
143	отношению к	3	3
144	ни с	2	3
145	в истории	5	3
146	по отношению	3	3
147	и только	2	3
148	е с	2	3
149	лишь в	9	3
150	тем же	7	3
151	в таком	2	3
152	это можно	2	3
153	в результате	5	3
154	то или	2	3
155	в каком	2	3
156	без всякой	2	3
157	между тем	7	3
158	произведения в	6	2
159	истории литературы	6	2
160	уже в	4	2
161	что ни	2	2
162	совсем не	5	2
163	бы не	2	2
164	нисколько не	2	2
165	всех этих	2	2
166	одним и	2	2
167	в этих	3	2
168	материала и	3	2
169	в своем	2	2
170	превращается в	2	2
171	как о	2	2
172	вообще не	2	2
173	и во	2	2
174	в такой	2	2
175	нет никаких	2	2
176	смысле этого	2	2
177	и более	3	2
178	литературы и	3	2
179	при этом	8	2
180	говорит в	2	2
181	она не	4	2
182	в данной	2	2
183	в сущности	2	2
184	в сторону	2	2
185	за пределы	2	2
186	совпадает с	2	2
187	но для	2	2
188	и потому	5	2
189	ведь если	2	2
190	этого слова	2	2
191	тем не	2	2
192	никаких оснований	3	2
193	об эволюции	2	2
194	конечно не	4	2
195	отношения к	2	2
196	и их	5	2
197	и речи	2	2
198	допустим что	2	2
199	и тогда	2	2
200	вытекает из	2	2
201	конечно это	2	2
202	для этого	2	2
203	история литературы	2	2
204	в эпоху	3	2
205	и те	4	2
206	мы не	4	2
207	ничего не	2	2
208	что этот	2	2
209	в своих	6	2
210	дело с	3	2
211	а иногда	2	2
212	их в	3	2
213	от этого	2	2
214	в себе	3	2
215	говорить о	2	2
216	и все	8	2
217	его в	7	2
218	и это	2	2
