N	2gram	Tiupa_Narr_2	Problema
1	то что	8	42
2	вовсе не	2	35
3	то есть	9	33
4	и в	13	32
5	и не	14	31
6	не менее	4	19
7	в этом	13	19
8	тем не	5	18
9	не только	26	17
10	потому что	2	16
11	а не	17	15
12	в виде	2	15
13	в себе	8	15
14	как бы	6	14
15	может быть	10	14
16	у нас	2	14
17	но в	6	14
18	и тем	5	13
19	в нем	5	13
20	сказать что	3	13
21	как раз	3	13
22	что в	4	12
23	том что	13	12
24	так и	9	12
25	и т	2	11
26	и даже	3	11
27	о том	5	11
28	то же	4	10
29	прежде всего	6	10
30	в этой	4	10
31	отнюдь не	4	10
32	об этом	4	10
33	ничего не	6	10
34	но не	3	9
35	в том	14	9
36	но и	15	9
37	и что	2	9
38	так же	2	9
39	по своему	2	9
40	еще не	2	9
41	того чтобы	3	9
42	в таком	3	9
43	в данном	10	9
44	на то	2	8
45	данном случае	6	8
46	не может	8	8
47	все эти	3	8
48	было бы	2	8
49	в своей	4	8
50	но это	2	8
51	никогда не	6	7
52	такого рода	12	7
53	того что	6	7
54	и все	4	7
55	что он	5	7
56	только в	11	7
57	здесь не	2	7
58	в конце	4	6
59	при этом	14	6
60	в самом	2	6
61	хотя и	5	6
62	то и	3	6
63	таким образом	5	6
64	это не	3	6
65	и здесь	2	6
66	говорить о	2	6
67	как это	4	6
68	о чем	2	6
69	в то	5	6
70	в его	6	6
71	на самом	2	6
72	самом деле	3	6
73	перед нами	4	5
74	в своем	6	5
75	или иной	3	5
76	можно сказать	6	5
77	для нас	2	5
78	внешняя сторона	3	5
79	той или	3	5
80	не являются	2	5
81	в котором	5	5
82	что она	2	5
83	в сознании	2	5
84	не является	4	5
85	тем более	2	5
86	текста и	2	5
87	далеко не	5	5
88	в других	2	5
89	именно в	2	4
90	тому что	3	4
91	точно так	2	4
92	не в	8	4
93	по поводу	2	4
94	один из	3	4
95	на том	3	4
96	а в	9	4
97	как он	2	4
98	если бы	4	4
99	в литературе	4	4
100	же в	4	4
101	никак не	3	4
102	а также	6	4
103	как в	5	4
104	только на	2	4
105	если не	2	4
106	тем самым	5	4
107	и для	3	4
108	не обязательно	2	3
109	что это	4	3
110	с другой	5	3
111	именно то	2	3
112	что они	3	3
113	несмотря на	2	3
114	но для	2	3
115	хотя бы	2	3
116	и уже	4	3
117	и его	3	3
118	но он	2	3
119	точки зрения	5	3
120	с ним	4	3
121	только не	2	3
122	для себя	3	3
123	в жизни	6	3
124	в случае	2	3
125	в ее	4	3
126	как и	4	3
127	к тому	9	3
128	он не	5	3
129	о нем	3	3
130	однако не	2	3
131	оно не	2	3
132	говорит о	2	3
133	от всего	2	3
134	да и	3	3
135	уже не	4	3
136	свидетельствует о	4	3
137	с точки	2	3
138	можно было	2	3
139	пока еще	3	3
140	в чем	2	3
141	он сам	2	2
142	же как	2	2
143	для него	4	2
144	в него	2	2
145	не имеет	2	2
146	по его	2	2
147	в результате	2	2
148	действующих лиц	3	2
149	одно из	2	2
150	из этих	2	2
151	к его	3	2
152	того или	3	2
153	мы имеем	3	2
154	между тем	3	2
155	том как	2	2
156	с его	3	2
157	однако в	2	2
158	а потом	2	2
159	или иного	3	2
160	и того	3	2
161	в качестве	14	2
162	со всеми	2	2
163	о своем	2	2
164	внутренняя жизнь	2	2
165	о любви	2	2
166	не будет	2	2
167	только что	2	2
168	собственно говоря	2	2
169	мы не	2	2
170	у чехова	9	2
171	или иначе	2	2
172	тому как	2	2
173	на одном	2	2
174	подобно тому	2	2
175	едва ли	3	2
176	в области	2	2
