N	2gram	Vygotskiy__6	VerxiiNi
1	и в	28	26
2	таким образом	18	22
3	с тем	5	18
4	вместе с	7	15
5	в этом	27	15
6	точки зрения	13	13
7	как бы	11	12
8	в том	28	11
9	может быть	13	10
10	не только	16	10
11	из этих	3	10
12	связи с	3	9
13	что в	17	9
14	но и	10	9
15	в области	6	9
16	так как	10	9
17	с другой	2	8
18	но не	10	8
19	и не	11	8
20	как на	3	8
21	связанные с	3	7
22	том что	19	7
23	из них	2	7
24	то что	28	7
25	потому что	22	7
26	но в	5	7
27	в конце	2	6
28	к тому	10	6
29	того же	7	6
30	несмотря на	2	6
31	что и	4	6
32	все же	2	6
33	так и	6	6
34	все это	2	6
35	в отношении	10	6
36	все эти	2	6
37	с точки	10	6
38	в себе	4	6
39	мы должны	3	6
40	и т.д	3	6
41	образом в	3	5
42	и к	6	5
43	отношение к	7	5
44	до сих	3	5
45	друг с	5	5
46	в его	3	5
47	никогда не	8	5
48	к жизни	4	5
49	с другом	5	5
50	сих пор	3	5
51	так же	15	5
52	а не	3	5
53	того чтобы	10	5
54	для того	8	5
55	не имеет	6	5
56	в силу	17	5
57	должен был	3	4
58	в этих	2	4
59	и от	2	4
60	что все	5	4
61	что он	18	4
62	в нем	7	4
63	в самом	8	4
64	в котором	2	4
65	целый ряд	4	4
66	не может	19	4
67	и только	3	4
68	а в	2	4
69	то же	7	4
70	что оно	7	4
71	и что	6	4
72	на этот	4	4
73	и по	3	4
74	с другими	2	4
75	в которых	2	4
76	он не	7	4
77	в то	6	4
78	только в	18	4
79	в этой	5	4
80	не менее	2	3
81	за собой	3	3
82	же как	6	3
83	и другие	2	3
84	если бы	7	3
85	из которого	2	3
86	ясно что	4	3
87	можно сказать	6	3
88	для него	6	3
89	с самого	7	3
90	так что	6	3
91	и как	6	3
92	представляет собой	3	3
93	в своем	7	3
94	в качестве	4	3
95	отношению к	10	3
96	когда он	2	3
97	с ней	3	3
98	в связи	2	3
99	при этом	3	3
100	но с	2	3
101	в значительной	2	3
102	того что	24	3
103	в которой	7	3
104	у них	2	3
105	с этой	2	3
106	в других	2	3
107	в одном	2	3
108	не могут	5	2
109	самого начала	7	2
110	с его	3	2
111	только не	3	2
112	именно в	4	2
113	состоит в	2	2
114	в них	3	2
115	сравнению с	14	2
116	но когда	2	2
117	и иной	2	2
118	тогда когда	6	2
119	прежде всего	2	2
120	на то	4	2
121	в пользу	2	2
122	к его	2	2
123	и здесь	3	2
124	по существу	2	2
125	мы видели	8	2
126	что именно	2	2
127	требует от	3	2
128	по своему	2	2
129	этот период	2	2
130	связано с	3	2
131	что мы	11	2
132	еще не	8	2
133	этот путь	2	2
134	значительной мере	2	2
135	для всех	2	2
136	с того	3	2
137	но если	4	2
138	и является	2	2
139	не могло	2	2
140	один из	3	2
141	не с	2	2
142	во всех	4	2
143	к другу	4	2
144	в процессе	9	2
145	приводит к	6	2
146	только что	2	2
147	отличается от	3	2
148	для этого	2	2
149	в разных	5	2
150	этом отношении	3	2
151	те же	3	2
152	мы имеем	4	2
153	можно только	2	2
154	между этими	4	2
155	одним из	2	2
156	и на	5	2
157	сказать что	13	2
158	больше чем	3	2
159	не в	4	2
160	мы можем	9	2
161	и наконец	2	2
162	тем и	3	2
163	для каждого	2	2
164	по своей	3	2
165	по сравнению	15	2
166	же самое	6	2
167	этот факт	2	2
168	и все	5	2
169	которые в	4	2
170	из этого	2	2
171	относится к	4	2
172	к которому	2	2
173	в новом	2	2
