N	3gram	Losev_Prob_1	Dialekti
1	и т д	10	19
2	с точки зрения	3	12
3	ни в каком	3	8
4	сама по себе	4	8
5	в том что	5	7
6	сам по себе	7	6
7	не есть ни	5	6
8	по крайней мере	2	4
9	в то же	4	4
10	в каком случае	3	4
11	можно было бы	2	4
12	на то что	8	4
13	с другой стороны	3	4
14	той или иной	4	3
15	не имеет ничего	2	3
16	иметь в виду	3	3
17	только потому что	2	3
18	имеет ничего общего	2	3
19	может быть и	3	3
20	и в этом	2	3
21	ничего общего с	7	3
22	можно сказать что	3	3
23	в конце концов	4	3
24	только то что	4	3
25	более или менее	3	3
26	содержит в себе	7	3
27	не может быть	2	3
28	что в нем	3	3
29	в этом смысле	6	3
30	т д и	4	2
31	никогда не может	2	2
32	о том что	5	2
33	мы говорим что	2	2
34	точно так же	4	2
35	то и другое	2	2
36	до сих пор	3	2
37	во всяком случае	3	2
38	по себе но	3	2
39	д и т	3	2
40	так как он	2	2
41	каком случае не	2	2
42	на самом деле	4	2
43	как это мы	2	2
