N	2gram	Nazirov_Tv_1	Narrotol
1	не только	7	26
2	а не	5	17
3	представляет собой	3	16
4	но и	3	15
5	в том	7	14
6	при этом	7	14
7	в качестве	2	14
8	и не	7	14
9	том что	11	13
10	и в	21	13
11	в этом	6	13
12	в частности	2	11
13	только в	5	11
14	может быть	5	10
15	в данном	2	10
16	своего рода	4	9
17	к тому	2	9
18	так и	2	9
19	а в	6	9
20	то есть	12	9
21	то что	8	8
22	в себе	2	8
23	не может	4	8
24	не в	2	8
25	никогда не	3	6
26	в своем	4	6
27	в жизни	2	6
28	прежде всего	4	6
29	можно сказать	2	6
30	вслед за	2	6
31	того что	3	6
32	в его	13	6
33	данном случае	2	6
34	жизни в	6	6
35	все же	5	6
36	у него	7	6
37	как бы	17	6
38	но в	7	6
39	место в	3	5
40	не столько	2	5
41	тем не	2	5
42	что он	6	5
43	хотя и	3	5
44	он не	8	5
45	в котором	6	5
46	я не	3	5
47	и тем	2	5
48	в нем	3	5
49	как в	8	5
50	в отличие	2	5
51	таким образом	5	5
52	тем самым	7	5
53	с другой	3	5
54	на протяжении	3	5
55	отличие от	2	5
56	в то	15	5
57	далеко не	3	5
58	о том	6	5
59	перед нами	2	4
60	не менее	6	4
61	отнюдь не	5	4
62	в литературе	2	4
63	об этом	2	4
64	как и	12	4
65	времени и	4	4
66	что в	12	4
67	для него	6	4
68	жизни и	3	4
69	в своей	4	4
70	то же	13	4
71	уже не	3	4
72	в мире	4	4
73	и у	2	4
74	свидетельствует о	2	4
75	в рассказе	3	4
76	в этой	5	4
77	и все	6	4
78	с ним	3	4
79	в себя	2	4
80	мира в	2	4
81	а как	2	3
82	с его	11	3
83	конечном счете	4	3
84	это не	4	3
85	и того	2	3
86	в соответствии	3	3
87	соответствии с	3	3
88	что я	3	3
89	одна из	2	3
90	о котором	2	3
91	но не	3	3
92	же время	12	3
93	к ней	2	3
94	и когда	2	3
95	в конечном	4	3
96	один из	4	3
97	в целом	4	3
98	на том	2	3
99	как к	2	3
100	самом деле	2	3
101	и даже	3	3
102	и по	3	3
103	и его	6	3
104	самим собой	4	3
105	сказать что	2	3
106	так сказать	2	3
107	в принципе	2	2
108	он сам	6	2
109	зависит от	2	2
110	личности в	2	2
111	однако в	2	2
112	хотя бы	5	2
113	точно так	2	2
114	своих героев	3	2
115	вовсе не	5	2
116	в свою	7	2
117	для автора	2	2
118	говорит о	3	2
119	себя но	2	2
120	и т	3	2
121	со всеми	3	2
122	мысль о	2	2
123	во второй	2	2
124	и он	2	2
125	в самом	3	2
126	не могу	2	2
127	что она	2	2
128	в него	2	2
129	и внутреннего	2	2
130	что и	2	2
131	не будет	2	2
132	своего я	2	2
133	жизни с	2	2
134	только на	2	2
135	в настоящем	2	2
136	именно в	2	2
137	достоевского и	3	2
138	на самом	3	2
139	быть может	2	2
140	в направлении	2	2
141	только что	2	2
142	так же	3	2
143	той же	3	2
144	ведет к	2	2
145	в чем	2	2
146	но это	5	2
147	не случайно	4	2
148	в ней	2	2
149	в виде	3	2
150	но он	2	2
151	в своих	5	2
152	т п	2	2
153	героя и	2	2
154	потому что	5	2
