N	2gram	Vygotskiy__1	Myshleni
1	в этом	12	29
2	точки зрения	15	28
3	и в	31	26
4	не только	13	24
5	то что	32	24
6	таким образом	20	23
7	с точки	2	21
8	представляет собой	2	19
9	того чтобы	7	19
10	в том	30	18
11	и не	16	18
12	для того	6	18
13	том что	16	17
14	потому что	10	16
15	как и	16	15
16	того что	10	14
17	так же	12	14
18	так как	18	14
19	как мы	2	14
20	что в	23	12
21	вместе с	8	12
22	и его	7	12
23	в которой	4	11
24	но и	2	11
25	только не	3	11
26	мысли и	2	11
27	в слове	3	11
28	не может	17	11
29	что они	2	10
30	тому что	4	9
31	в самом	11	9
32	мышления и	3	9
33	что мы	8	9
34	мысли в	3	9
35	в сущности	10	9
36	в себе	4	9
37	же как	4	8
38	то же	5	8
39	что она	6	8
40	сказать что	7	8
41	что он	7	8
42	тем самым	2	8
43	той же	3	8
44	только в	14	8
45	к тому	4	7
46	представление о	3	7
47	прежде всего	4	7
48	может быть	22	7
49	и к	3	7
50	мы не	12	7
51	и то	2	7
52	в какой	5	6
53	иначе как	2	6
54	вопрос о	3	6
55	и тем	2	6
56	заключается в	7	6
57	как на	3	6
58	как бы	5	6
59	в ее	5	6
60	все что	3	6
61	и что	8	6
62	было бы	6	6
63	все же	5	6
64	самом деле	9	6
65	а не	13	6
66	в сознании	2	6
67	что это	6	6
68	что эта	3	6
69	слова в	3	5
70	на вопрос	2	5
71	с этой	4	5
72	оно есть	2	5
73	как она	2	5
74	что с	2	5
75	до конца	6	5
76	одной стороны	6	5
77	если бы	6	5
78	и следовательно	2	5
79	в виду	4	5
80	в целом	5	5
81	и их	2	5
82	с одной	5	5
83	речь и	2	5
84	никак не	4	5
85	и с	2	5
86	одно из	2	5
87	же самое	2	5
88	что внутренняя	2	5
89	бы в	2	5
90	как это	4	5
91	нашего исследования	3	5
92	с тем	3	5
93	тогда когда	5	5
94	из всех	2	5
95	в силу	3	5
96	в качестве	2	5
97	она не	5	5
98	психологической природы	2	5
99	как говорит	2	5
100	в процессе	5	5
101	только что	2	5
102	новой психологии	2	5
103	если мы	12	5
104	тем же	3	5
105	и для	5	5
106	не менее	2	4
107	не могут	3	4
108	никогда не	8	4
109	что у	3	4
110	с другой	5	4
111	и от	2	4
112	в конце	3	4
113	в такой	2	4
114	не можем	3	4
115	на то	10	4
116	так что	5	4
117	имеет место	2	4
118	в котором	4	4
119	целый ряд	6	4
120	то и	2	4
121	этой точки	5	4
122	и во	2	4
123	в его	6	4
124	о том	7	4
125	но в	3	4
126	о чем	2	4
127	по этому	2	4
128	стороны и	3	4
129	гораздо более	2	4
130	не есть	3	4
131	как в	9	4
132	приводит к	2	4
133	это и	3	4
134	что оно	3	4
135	должны быть	3	4
136	не в	11	4
137	это есть	5	4
138	и только	3	4
139	показать что	8	4
140	в области	11	4
141	в одинаковой	2	3
142	все это	8	3
143	из этих	6	3
144	том и	2	3
145	в собственном	3	3
146	тем не	2	3
147	но это	3	3
148	такой же	2	3
149	есть в	7	3
150	очевидно что	6	3
151	совпадает с	4	3
152	в основе	2	3
153	смысле этого	2	3
154	не является	5	3
155	но мы	3	3
156	мы видели	2	3
157	как к	2	3
158	этом отношении	2	3
159	но только	3	3
160	и по	3	3
161	имеет в	2	3
162	он не	3	3
163	нуждается в	3	3
164	что эти	3	3
165	с ним	2	3
166	как совершенно	3	3
167	состоит в	3	3
168	не означает	2	3
169	представить себе	3	3
170	по себе	9	3
171	есть не	2	3
172	во всем	3	3
173	последнее время	2	3
174	в то	5	3
175	но не	3	3
176	и другой	3	3
177	в одной	3	3
178	до сих	3	3
179	и о	4	3
180	новая психология	2	3
181	и потому	2	3
182	этого слова	4	3
