N	2gram	Tiupa_Anal_1	FransuaR
1	и в	18	49
2	то есть	11	32
3	прежде всего	6	19
4	в его	13	18
5	не только	15	17
6	и его	5	17
7	и на	5	17
8	и не	21	15
9	в этом	13	15
10	только в	6	13
11	но и	17	13
12	как и	13	11
13	как бы	5	11
14	и т.п	5	11
15	вовсе не	2	10
16	в этой	5	10
17	для него	2	9
18	в нем	3	9
19	в сущности	6	8
20	отношение к	2	8
21	все же	4	7
22	один из	2	7
23	не может	22	7
24	таким образом	3	7
25	то же	9	7
26	все эти	2	7
27	как мы	2	7
28	именно в	4	6
29	то что	6	6
30	в литературе	4	6
31	в себя	6	6
32	же время	6	6
33	времени и	6	6
34	так и	4	6
35	и с	2	6
36	точки зрения	6	6
37	в то	9	6
38	так как	2	6
39	с его	3	5
40	никогда не	2	5
41	из этих	2	5
42	в начале	2	5
43	но не	10	5
44	при этом	12	5
45	может быть	29	5
46	и потому	2	5
47	в своей	6	5
48	с точки	4	5
49	роль в	2	5
50	и более	4	4
51	с другой	4	4
52	и к	3	4
53	в себе	11	4
54	том что	12	4
55	и о	2	4
56	в свое	2	4
57	и до	2	4
58	отношения к	2	4
59	а в	9	4
60	лишь в	5	4
61	в области	4	4
62	с ним	4	4
63	но в	8	4
64	место в	3	3
65	с одной	3	3
66	на все	2	3
67	в собственном	3	3
68	что он	3	3
69	утрачивает свою	2	3
70	в том	27	3
71	большей или	4	3
72	одной стороны	3	3
73	было бы	2	3
74	из них	2	3
75	несмотря на	2	3
76	в самом	6	3
77	свое время	2	3
78	даже в	3	3
79	ни в	4	3
80	другой стороны	2	3
81	этом отношении	2	3
82	и все	3	3
83	к нему	3	3
84	или меньшей	4	3
85	также и	2	3
86	далеко не	6	3
87	о том	5	3
88	мире и	2	3
89	одного из	2	2
90	смысла и	3	2
91	автора и	3	2
92	в противоположность	2	2
93	человек в	3	2
94	что в	5	2
95	на фоне	2	2
96	могут быть	4	2
97	за пределы	2	2
98	в нашем	3	2
99	в качестве	31	2
100	думать что	2	2
101	никто не	3	2
102	вследствие этого	3	2
103	как известно	3	2
104	можно сказать	2	2
105	перед лицом	6	2
106	в пределах	2	2
107	еще не	3	2
108	такого рода	5	2
109	одним из	3	2
110	еще в	2	2
111	в мире	8	2
112	вместе с	4	2
113	в их	5	2
114	смысл и	3	2
115	на самом	2	2
116	того чтобы	3	2
117	особенно в	2	2
118	на основе	2	2
119	тому как	3	2
120	нуждается в	8	2
121	себе в	2	2
122	подобно тому	3	2
123	на его	2	2
124	как к	2	2
125	в другом	4	2
126	в художественном	3	2
127	в произведении	5	2
128	здесь не	2	2
