N	2gram	Tiupa_Anal_1	Literetu
1	не только	15	24
2	при этом	12	19
3	в качестве	31	17
4	но и	17	17
5	а не	17	16
6	в том	27	16
7	в частности	19	15
8	том что	12	14
9	может быть	29	13
10	тогда как	14	13
11	и не	21	12
12	сознания в	4	12
13	в этом	13	12
14	состоит в	11	11
15	прежде всего	6	11
16	своего рода	3	11
17	такого рода	5	10
18	то что	6	10
19	художественного письма	2	9
20	эстетического субъекта	3	9
21	произведение искусства	9	8
22	не в	14	8
23	в целом	5	8
24	и в	18	8
25	в тексте	5	8
26	только в	6	8
27	коммуникативного события	14	7
28	в его	13	7
29	как бы	5	7
30	уже не	4	7
31	в себе	11	7
32	я и	6	7
33	в рамках	3	6
34	как и	13	6
35	и сам	2	6
36	себя в	6	6
37	того что	4	6
38	точки зрения	6	6
39	то есть	11	6
40	эстетического объекта	11	6
41	с его	3	5
42	что он	3	5
43	наш взгляд	6	5
44	же время	6	5
45	я в	3	5
46	в конечном	4	5
47	а также	3	5
48	для себя	2	5
49	не может	22	5
50	то же	9	5
51	в отличие	6	5
52	тем самым	7	5
53	на наш	6	5
54	одним из	3	5
55	в данном	2	5
56	не столько	2	5
57	в то	9	5
58	отличие от	6	5
59	конечном счете	4	4
60	для этого	2	4
61	столь же	4	4
62	это не	6	4
63	другого сознания	2	4
64	в случае	6	4
65	эстетической деятельности	4	4
66	в силу	3	4
67	представляет собой	16	4
68	и адресата	2	4
69	но не	10	4
70	культуры в	2	4
71	еще не	3	4
72	еще в	2	4
73	все же	4	4
74	литературного произведения	41	4
75	из них	2	4
76	в художественном	3	4
77	в своей	6	4
78	коммуникативное событие	6	4
79	данном случае	2	4
80	со стороны	2	4
81	так и	4	4
82	и т.п	5	4
83	никогда не	2	4
84	всего лишь	4	4
85	лишь в	5	4
86	и его	5	4
87	ведет к	3	4
88	в этой	5	4
89	художественную реальность	2	3
90	в основе	6	3
91	этого текста	2	3
92	что в	5	3
93	и есть	3	3
94	с другой	4	3
95	человеческого я	2	3
96	одного из	2	3
97	при всей	2	3
98	сводится к	5	3
99	не должен	2	3
100	не сводится	2	3
101	субъекта и	4	3
102	художественного творчества	2	3
103	в культуре	3	3
104	в пределах	2	3
105	в самом	6	3
106	несмотря на	2	3
107	как совокупность	2	3
108	один из	2	3
109	силу своей	2	3
110	в их	5	3
111	по отношению	6	3
112	бы не	2	3
113	а в	9	3
114	таким образом	3	3
115	другого в	3	3
116	более чем	4	3
117	в принципе	8	3
118	эстетический субъект	2	3
119	той же	2	3
120	эстетический объект	6	3
121	потому что	2	3
122	нуждается в	8	3
123	но в	8	3
124	по своей	6	3
125	исходя из	4	3
126	произведения искусства	3	3
127	также и	2	3
128	далеко не	6	3
129	в области	4	3
130	мира в	2	3
131	на этом	2	2
132	я есть	2	2
133	а как	2	2
134	на роль	2	2
135	от текста	2	2
136	отнюдь не	15	2
137	однако в	3	2
138	в равной	3	2
139	которая в	3	2
140	дело не	3	2
141	по мысли	3	2
142	из этих	2	2
143	подобно тому	3	2
144	в любом	3	2
145	нас самих	2	2
146	в себя	6	2
147	не исключают	2	2
148	в мире	8	2
149	к тому	7	2
150	по выражению	2	2
151	и.п смирнов	2	2
152	тому же	4	2
153	и того	5	2
154	различного рода	2	2
155	в другом	4	2
156	х годов	2	2
157	или иной	6	2
158	особого рода	7	2
159	того же	4	2
160	внутреннего я	4	2
161	для него	2	2
162	от своего	2	2
163	объекта и	3	2
164	читателя в	2	2
165	одной стороны	3	2
166	было бы	2	2
167	произведения с	2	2
168	за пределы	2	2
169	в искусстве	2	2
170	и самого	2	2
171	и является	2	2
172	даже в	3	2
173	не является	2	2
174	произведение в	2	2
175	коммуникативных стратегий	2	2
176	должен быть	6	2
177	в нем	3	2
178	не есть	8	2
179	отношению к	5	2
180	не к	2	2
181	общения людей	2	2
182	субъекта поскольку	2	2
183	в сущности	6	2
184	не остается	2	2
185	то он	2	2
186	художественное произведение	5	2
187	не говоря	2	2
188	в текст	3	2
189	этом отношении	2	2
190	с одной	3	2
191	все эти	2	2
192	художественного целого	10	2
193	не сам	2	2
194	из того	4	2
195	от себя	3	2
196	это как	2	2
197	самом деле	2	2
198	с легкой	2	2
199	что не	3	2
200	хотя бы	3	2
201	с точки	4	2
202	роль в	2	2
203	художественного впечатления	14	2
204	легкой руки	2	2
205	тому как	3	2
206	самим собой	2	2
207	и то	2	2
208	не случайно	3	2
209	текст как	2	2
210	между тем	5	2
211	тем более	2	2
212	могут быть	4	2
213	на себя	2	2
214	является по	2	2
215	как эстетической	2	2
216	себе в	2	2
217	совокупность факторов	2	2
218	факторов художественного	6	2
219	писал в	2	2
220	как будто	3	2
221	эстетическое переживание	4	2
222	как правило	4	2
223	о том	5	2
224	как он	3	2
225	нет ничего	2	2
226	в сознании	2	2
