N	2gram	Vinokur_St_1	Formalny
1	и в	44	38
2	в этом	21	27
3	т е	15	26
4	может быть	15	23
5	и его	8	21
6	таким образом	7	20
7	и не	16	20
8	в самом	7	16
9	прежде всего	7	15
10	не в	12	15
11	и т	30	14
12	не может	8	14
13	в нем	5	13
14	но и	10	13
15	языка и	4	12
16	в том	36	11
17	вовсе не	19	11
18	в его	9	10
19	и с	3	9
20	как и	9	9
21	при этом	2	9
22	не только	18	9
23	т п	9	9
24	что и	6	8
25	все же	8	8
26	так и	9	8
27	самом деле	11	8
28	тем что	5	8
29	точки зрения	11	8
30	что в	30	7
31	для него	6	7
32	по существу	2	7
33	во втором	4	7
34	в своей	6	7
35	в других	2	7
36	этом отношении	7	7
37	лишь в	3	7
38	с точки	8	7
39	в первом	2	7
40	не было	4	6
41	истории литературы	2	6
42	в результате	3	6
43	то что	18	6
44	в истории	3	6
45	в ней	3	6
46	в этой	11	6
47	было бы	17	6
48	то же	5	6
49	все эти	5	6
50	а не	16	6
51	как раз	4	6
52	могут быть	5	6
53	он не	2	6
54	только в	10	6
55	а в	17	6
56	хотя бы	6	6
57	должна быть	3	5
58	если бы	9	5
59	или иного	4	5
60	что он	10	5
61	именно в	6	5
62	это и	4	5
63	говорит в	2	5
64	же время	4	5
65	в слове	5	5
66	во всех	8	5
67	что же	6	5
68	и речи	2	5
69	с этим	3	5
70	и только	3	5
71	т д	21	5
72	и для	3	5
73	еще более	4	5
74	в основе	3	5
75	говорить о	2	5
76	в то	9	5
77	во всяком	6	5
78	всяком случае	6	5
79	материала и	2	4
80	как о	2	4
81	что они	7	4
82	литературы и	2	4
83	в сторону	2	4
84	совершенно не	5	4
85	в сущности	2	4
86	в статье	7	4
87	того или	4	4
88	как бы	4	4
89	из них	8	4
90	как в	13	4
91	другой стороны	7	4
92	что оно	3	4
93	что не	3	4
94	и даже	5	4
95	даже и	2	4
96	там где	5	4
97	ничего не	2	4
98	так как	5	4
99	но в	10	4
100	всех этих	2	3
101	если в	2	3
102	же как	3	3
103	была бы	5	3
104	своей статье	4	3
105	в какой	3	3
106	с другой	9	3
107	из этих	6	3
108	а как	2	3
109	но все	4	3
110	без всякой	3	3
111	но именно	2	3
112	например в	8	3
113	должно было	2	3
114	не является	3	3
115	то это	3	3
116	в целом	5	3
117	жизни и	5	3
118	и их	2	3
119	быть и	2	3
120	все это	5	3
121	на самом	6	3
122	к нему	2	3
123	такой же	5	3
124	того что	9	3
125	того чтобы	11	3
126	для того	10	3
127	тем же	3	3
128	мы не	2	3
129	однако и	2	3
130	как к	3	3
131	но ведь	8	3
132	и все	2	3
133	его в	2	3
134	том смысле	2	3
135	что это	4	3
136	в области	14	3
137	от этого	2	3
138	произведения в	2	2
139	уже в	2	2
140	и более	2	2
141	никогда не	5	2
142	по этому	3	2
143	в этих	2	2
144	в качестве	4	2
145	тому что	3	2
146	для этого	2	2
147	столь же	4	2
148	это не	8	2
149	в такой	2	2
150	в конце	3	2
151	в основу	4	2
152	этих двух	3	2
153	представление о	4	2
154	в тех	3	2
155	же это	3	2
156	только тем	2	2
157	в ее	4	2
158	том что	29	2
159	идет о	2	2
160	но это	6	2
161	то в	3	2
162	должна была	4	2
163	является не	4	2
164	но не	3	2
165	совсем не	2	2
166	или же	2	2
167	она не	2	2
168	ни на	2	2
169	что на	2	2
170	е как	2	2
171	и иные	2	2
172	совпадает с	2	2
173	же и	4	2
174	в котором	5	2
175	даже в	3	2
176	он был	3	2
177	и тем	3	2
178	есть только	2	2
179	что о	3	2
180	отношение к	2	2
181	во второй	9	2
182	ни в	3	2
183	не по	3	2
184	и нужно	3	2
185	со стороны	6	2
186	разница между	2	2
187	а именно	3	2
188	даже не	4	2
189	превращается в	2	2
190	в той	6	2
191	применении к	3	2
192	тем самым	2	2
193	в эпоху	2	2
194	не имеет	4	2
195	и по	5	2
196	не была	2	2
197	научной работы	4	2
198	что для	3	2
199	в таком	3	2
200	вряд ли	5	2
201	этот вопрос	4	2
202	и то	5	2
203	их в	2	2
204	языка не	2	2
205	сказать что	7	2
206	статье о	2	2
207	между тем	3	2
208	в применении	3	2
209	нужно было	2	2
210	вопроса о	3	2
211	при помощи	2	2
212	и это	2	2
213	к сожалению	3	2
214	что эта	2	2
215	должен был	2	2
216	в чем	3	2
217	потому что	6	2
218	как это	4	2
219	в которой	4	2
220	отметить что	2	2
221	если это	3	2
