N	2gram	Losev_Prob_1	Literetu
1	а не	15	20
2	и в	32	19
3	может быть	14	17
4	то же	10	12
5	и не	31	11
6	в том	9	10
7	как и	3	10
8	но и	9	10
9	такого рода	7	9
10	не может	8	9
11	в этом	19	9
12	в то	6	9
13	с другой	3	8
14	не только	17	8
15	и даже	11	8
16	том что	12	7
17	то что	42	7
18	так и	12	7
19	не менее	19	6
20	однако в	2	6
21	в себе	15	6
22	при этом	6	6
23	и на	8	6
24	у нас	14	5
25	но не	9	5
26	в качестве	2	5
27	он не	3	5
28	вместе с	2	5
29	того что	7	5
30	то есть	33	5
31	что в	12	4
32	прежде всего	10	4
33	не в	4	4
34	отнюдь не	10	4
35	того же	3	4
36	для него	2	4
37	в его	6	4
38	один из	4	4
39	так что	6	4
40	другой стороны	3	4
41	мы не	2	4
42	тем что	7	4
43	точки зрения	3	4
44	в искусстве	3	4
45	едва ли	2	4
46	в области	2	4
47	я и	2	4
48	никогда не	7	3
49	что он	7	3
50	в нем	13	3
51	по существу	2	3
52	и как	6	3
53	но это	8	3
54	в этой	10	3
55	в сущности	2	3
56	во всех	7	3
57	данном случае	8	3
58	а именно	12	3
59	в их	4	3
60	то и	6	3
61	поскольку в	2	3
62	и для	4	3
63	так как	11	3
64	тем самым	4	3
65	с точки	3	3
66	а в	4	3
67	и его	3	3
68	и то	6	3
69	и с	2	3
70	в данном	9	3
71	ничего не	10	3
72	уже в	3	2
73	не было	4	2
74	же как	2	2
75	с тем	5	2
76	не является	5	2
77	для этого	3	2
78	в них	7	2
79	по крайней	2	2
80	в конце	6	2
81	в виду	6	2
82	в жизни	3	2
83	вовсе не	35	2
84	а также	4	2
85	крайней мере	2	2
86	для нас	5	2
87	этом случае	2	2
88	в ее	3	2
89	тем не	18	2
90	ведь это	2	2
91	еще не	9	2
92	было бы	8	2
93	свидетельствует о	3	2
94	как бы	14	2
95	себе не	3	2
96	для себя	3	2
97	говоря уже	2	2
98	как он	4	2
99	и т	11	2
100	но уже	5	2
101	же в	4	2
102	из них	3	2
103	могут быть	2	2
104	по преимуществу	2	2
105	в истории	4	2
106	не говоря	4	2
107	и до	2	2
108	как раз	13	2
109	и только	4	2
110	все равно	5	2
111	а потому	2	2
112	но только	2	2
113	уже не	3	2
114	и что	9	2
115	для того	8	2
116	что не	3	2
117	хотя бы	3	2
118	то с	9	2
119	то в	5	2
120	в результате	2	2
121	потому что	16	2
122	есть по	4	2
123	одно из	2	2
124	даже и	8	2
125	подобно тому	2	2
126	на себя	2	2
127	он и	8	2
128	и еще	3	2
129	но как	6	2
130	о том	11	2
131	тому как	2	2
132	как это	6	2
133	с ним	3	2
134	в него	2	2
135	но в	14	2
