N	2gram	Bakhtin_Fr_2	Istorich
1	и в	49	26
2	так как	6	18
3	никогда не	5	13
4	что в	2	12
5	таким образом	7	12
6	в том	3	12
7	и на	17	12
8	в этом	15	12
9	связь с	3	11
10	мы видели	3	11
11	может быть	5	11
12	с другой	4	10
13	том что	4	10
14	и не	15	10
15	не только	17	10
16	что он	3	9
17	еще не	2	9
18	но и	13	9
19	в нем	9	8
20	все же	7	8
21	вместе с	2	8
22	другой стороны	3	8
23	все эти	7	8
24	и это	3	8
25	с ним	4	8
26	превращается в	3	7
27	с одной	3	7
28	мы можем	2	7
29	одной стороны	3	7
30	и его	17	7
31	у него	2	7
32	о том	3	7
33	но в	4	7
34	то что	6	6
35	мы уже	6	6
36	ее в	2	6
37	так в	3	6
38	не может	7	6
39	связан с	3	6
40	и с	6	6
41	и эти	2	5
42	как и	11	5
43	связаны с	2	5
44	в ней	2	5
45	в его	18	5
46	так и	6	5
47	то же	7	5
48	тем что	4	5
49	в то	6	5
50	только в	13	5
51	там где	4	5
52	из этих	5	4
53	но здесь	3	4
54	имеем в	2	4
55	прежде всего	19	4
56	с его	5	4
57	но это	2	4
58	до сих	4	4
59	все что	2	4
60	здесь же	2	4
61	связано с	2	4
62	на его	2	4
63	в книге	3	4
64	как бы	11	4
65	сих пор	4	4
66	на земле	3	4
67	как мы	7	4
68	одну из	2	4
69	себе в	2	4
70	например у	3	3
71	связана с	3	3
72	и другие	2	3
73	могут быть	2	3
74	в них	13	3
75	в одном	3	3
76	в тех	2	3
77	в качестве	2	3
78	так например	2	3
79	и эта	2	3
80	в него	2	3
81	еще в	2	3
82	один из	7	3
83	другими словами	3	3
84	в своей	5	3
85	а в	4	3
86	при этом	5	3
87	и других	3	3
88	и вот	3	3
89	там же	2	3
90	как на	4	3
91	в своих	4	3
92	та же	2	3
93	их в	3	3
94	сказать что	6	3
95	в себе	4	3
96	не было	4	3
97	далеко не	3	3
98	и под	3	3
99	того как	2	3
100	о чем	3	2
101	в этих	4	2
102	в эту	5	2
103	в своем	5	2
104	но он	6	2
105	вовсе не	10	2
106	на то	2	2
107	можно сказать	2	2
108	он был	2	2
109	но все	4	2
110	эти два	2	2
111	что они	2	2
112	одна из	4	2
113	но не	5	2
114	так же	2	2
115	только то	2	2
116	было бы	3	2
117	под названием	2	2
118	никто не	2	2
119	в свое	4	2
120	относится к	5	2
121	книге о	2	2
122	всяком случае	2	2
123	и др	9	2
124	даже в	3	2
125	на этой	2	2
126	жизни и	7	2
127	ни в	3	2
128	и до	4	2
129	но эти	3	2
130	в форме	4	2
131	смерти и	4	2
132	целый ряд	2	2
133	мы находим	4	2
134	именно на	2	2
135	дает нам	2	2
136	можно было	3	2
137	во всяком	2	2
138	что касается	2	2
139	мы должны	2	2
140	в этой	10	2
141	здесь не	2	2
142	ничего не	2	2
