N	2gram	Vygotskiy__1	Myshleni
1	то что	32	26
2	что он	7	25
3	в этом	12	25
4	потому что	10	21
5	таким образом	20	19
6	в том	30	18
7	не может	17	18
8	точки зрения	15	18
9	того чтобы	7	17
10	что в	23	16
11	и в	31	16
12	того что	10	16
13	так как	18	16
14	не только	13	16
15	так же	12	15
16	том что	16	15
17	понятий и	2	15
18	для того	6	14
19	в сущности	10	13
20	сказать что	7	13
21	в процессе	5	13
22	вопрос о	3	12
23	и не	16	12
24	и что	8	12
25	в области	11	12
26	отношение к	2	11
27	в его	6	11
28	но не	3	10
29	было бы	6	10
30	как мы	2	10
31	а не	13	10
32	в силу	3	10
33	только в	14	10
34	может быть	22	9
35	с точки	2	9
36	точка зрения	4	8
37	о том	7	8
38	как это	4	8
39	в основе	2	8
40	в известном	2	8
41	если бы	6	8
42	как и	16	8
43	он не	3	8
44	то же	5	8
45	тем самым	2	8
46	же как	4	7
47	и есть	5	7
48	в нем	2	7
49	того же	2	7
50	так и	3	7
51	по себе	9	7
52	представляет собой	2	7
53	приводит к	2	7
54	если мы	12	7
55	в какой	5	6
56	что все	3	6
57	не в	11	6
58	в этой	3	6
59	и следовательно	2	6
60	но и	2	6
61	что оно	3	6
62	как он	2	6
63	но в	3	6
64	у него	4	6
65	состоит в	3	6
66	к тому	4	6
67	мы можем	4	6
68	на вопрос	2	5
69	должна быть	3	5
70	никогда не	8	5
71	тому что	4	5
72	в своем	3	5
73	в такой	2	5
74	показывает что	5	5
75	что они	2	5
76	что с	2	5
77	как бы	5	5
78	не является	5	5
79	но мы	3	5
80	этом отношении	2	5
81	заключается в	7	5
82	этой теории	6	5
83	в то	5	5
84	с ним	2	5
85	тогда когда	5	5
86	тот же	2	5
87	обоих этих	3	5
88	как в	9	5
89	мысли и	2	5
90	только что	2	5
91	говорит что	5	5
92	в которой	4	5
93	ничего не	2	5
94	не могут	3	4
95	казалось бы	2	4
96	с другой	5	4
97	эта теория	5	4
98	с этой	4	4
99	то время	5	4
100	по самой	2	4
101	сама по	2	4
102	а только	2	4
103	так что	5	4
104	это есть	5	4
105	при этом	19	4
106	в самом	11	4
107	в целом	5	4
108	и их	2	4
109	тому чтобы	3	4
110	мышления и	3	4
111	сущности говоря	3	4
112	речь и	2	4
113	и по	3	4
114	время как	5	4
115	что мы	8	4
116	же самое	2	4
117	в результате	4	4
118	бы в	2	4
119	мысли в	3	4
120	не означает	2	4
121	в состоянии	3	4
122	точек зрения	3	4
123	мысль что	3	4
124	мы видим	5	4
125	в качестве	2	4
126	для объяснения	3	4
127	не есть	3	4
128	вместе с	8	4
129	так точно	3	4
130	той же	3	4
131	тому как	7	4
132	и то	2	4
133	могут быть	11	4
134	не то	2	4
135	такой же	2	4
136	подобно тому	5	4
137	этой точки	5	4
138	и составляет	2	4
139	не менее	2	3
140	в частности	3	3
141	одного и	2	3
142	прежде всего	4	3
143	мы знаем	3	3
144	и как	2	3
145	но это	3	3
146	самом деле	9	3
147	одной стороны	6	3
148	но как	2	3
149	но что	2	3
150	и тот	2	3
151	до конца	6	3
152	этого вопроса	2	3
153	к нему	2	3
154	как они	2	3
155	и тем	2	3
156	мы видели	2	3
157	его и	3	3
158	от того	3	3
159	с одной	5	3
160	как на	3	3
161	а в	6	3
162	в центр	2	3
163	и с	2	3
164	приходит к	2	3
165	в этих	4	3
166	к этой	2	3
167	как она	2	3
168	между тем	4	3
169	мы не	12	3
170	к жизни	2	3
171	с тем	3	3
172	только не	3	3
173	с этим	3	3
174	в одном	2	3
175	этих двух	2	3
176	к этому	4	3
177	все же	5	3
178	по существу	4	3
179	это и	3	3
180	и может	2	3
181	никак не	4	3
182	а потому	3	3
183	с таким	11	3
184	что и	13	3
185	говорит о	2	3
186	сих пор	3	3
187	на примере	3	3
188	показать что	8	3
189	в себя	2	3
190	из которых	3	3
191	и его	7	3
192	мысли но	2	3
193	что следовательно	2	3
194	что эта	3	3
195	в чем	2	3
196	до сих	3	3
197	и другие	4	2
198	себя и	2	2
199	что у	3	2
200	столь же	4	2
201	и от	2	2
202	совершенно очевидно	3	2
203	очевидно что	6	2
204	тем или	2	2
205	не дает	2	2
206	в одинаковой	2	2
207	по поводу	2	2
208	вслед за	6	2
209	имеет место	2	2
210	совпадает с	4	2
211	в виду	4	2
212	совершенно не	5	2
213	в котором	4	2
214	в своей	3	2
215	из них	2	2
216	в отличие	3	2
217	что она	6	2
218	все это	8	2
219	другой стороны	5	2
220	то и	2	2
221	в совершенно	4	2
222	те же	4	2
223	но только	3	2
224	иначе как	2	2
225	совершенно ясно	19	2
226	что только	2	2
227	и даже	6	2
228	и другими	3	2
229	что для	2	2
230	на основе	2	2
231	к ним	2	2
232	в своих	4	2
233	или не	2	2
234	из виду	2	2
235	и здесь	2	2
236	что эти	3	2
237	их в	2	2
238	одинаковой мере	2	2
239	быть совершенно	2	2
240	о чем	2	2
241	к которым	3	2
242	в зависимости	5	2
243	в них	2	2
244	в жизни	2	2
245	вовсе не	6	2
246	его в	2	2
247	быть в	2	2
248	стороны и	3	2
249	есть не	2	2
250	и к	3	2
251	видим что	2	2
252	отличие от	4	2
253	у нас	4	2
254	чтобы понять	4	2
255	что я	4	2
256	зависимости от	6	2
257	во всем	3	2
258	все что	3	2
259	что само	2	2
260	указывает на	4	2
261	это мы	2	2
262	со всеми	4	2
263	или иным	2	2
264	жизни и	3	2
265	когда он	2	2
266	во внимание	2	2
267	обратиться к	2	2
268	в область	2	2
269	и потому	2	2
270	на основании	7	2
271	только на	3	2
272	новой психологии	2	2
273	тому же	3	2
274	все дело	2	2
275	исследования для	2	2
276	стоит только	2	2
277	должны быть	3	2
278	исследования и	3	2
279	мы различаем	4	2
280	во всяком	8	2
281	само по	5	2
282	ту же	2	2
283	как будто	5	2
284	психологической природы	2	2
285	из этого	2	2
286	и поэтому	2	2
