N	2gram	Vinokur_Ku_1	Hudozhes
1	и в	24	28
2	том что	21	19
3	и не	12	18
4	в том	30	15
5	а не	8	14
6	не в	11	13
7	в этом	14	13
8	о том	9	12
9	как и	2	11
10	при этом	6	11
11	в его	12	11
12	не только	10	11
13	уже не	8	10
14	не случайно	6	10
15	но и	6	9
16	в себе	3	9
17	о чем	2	8
18	что он	6	8
19	может быть	13	8
20	так и	7	8
21	между тем	5	8
22	я не	2	7
23	и все	2	7
24	к тому	5	7
25	в частности	4	7
26	отношению к	9	7
27	что она	3	7
28	по отношению	8	7
29	тогда как	2	7
30	с ним	5	7
31	состоит в	3	7
32	как это	3	7
33	казалось бы	3	6
34	это не	7	6
35	можно сказать	3	6
36	в котором	3	6
37	то что	9	6
38	в своей	2	6
39	если бы	9	6
40	то же	8	6
41	не было	3	6
42	сводится к	3	6
43	а в	5	6
44	и с	5	6
45	тем что	8	6
46	в то	2	6
47	с его	4	5
48	что это	5	5
49	не менее	7	5
50	в своем	3	5
51	как бы	7	5
52	как в	4	5
53	в этой	3	5
54	что в	17	5
55	в самом	10	5
56	никогда не	2	5
57	и его	5	5
58	рядом с	5	5
59	одно из	2	5
60	ничего не	2	5
61	бы и	2	4
62	тому что	3	4
63	превращается в	2	4
64	тем не	4	4
65	но не	5	4
66	что они	4	4
67	в качестве	7	4
68	же время	2	4
69	для того	16	4
70	он не	2	4
71	что и	4	4
72	и т	33	4
73	как раз	8	4
74	то и	2	4
75	не может	7	4
76	того чтобы	17	4
77	только в	11	4
78	была бы	3	3
79	в них	7	3
80	в состоянии	2	3
81	с другой	7	3
82	в одном	3	3
83	к себе	4	3
84	что все	2	3
85	прежде всего	9	3
86	что было	2	3
87	в нем	4	3
88	для нас	2	3
89	в соответствии	3	3
90	самом деле	9	3
91	как о	2	3
92	когда в	2	3
93	еще не	5	3
94	было бы	15	3
95	в это	2	3
96	несмотря на	3	3
97	по преимуществу	2	3
98	в ней	6	3
99	ли в	2	3
100	не все	2	3
101	в этих	4	3
102	со стороны	4	3
103	все это	6	3
104	а с	3	3
105	и он	3	3
106	внимание на	4	3
107	так же	4	3
108	или в	2	3
109	можно было	6	3
110	с ними	4	3
111	и на	4	3
112	соответствии с	3	3
113	на себя	3	3
114	т е	38	2
115	именно так	2	2
116	именно в	6	2
117	не столько	2	2
118	из этих	4	2
119	гораздо более	3	2
120	в духе	3	2
121	вовсе не	10	2
122	или иного	3	2
123	такова что	2	2
124	или иной	3	2
125	вместе со	2	2
126	не с	3	2
127	в г	3	2
128	что я	2	2
129	что не	5	2
130	и а	2	2
131	того или	4	2
132	же и	2	2
133	о нем	2	2
134	все те	2	2
135	до сих	4	2
136	если в	2	2
137	не является	2	2
138	один из	4	2
139	оно не	3	2
140	это было	2	2
141	все же	12	2
142	в первом	3	2
143	из них	4	2
144	вместе с	7	2
145	дело не	2	2
146	сих пор	4	2
147	что же	6	2
148	но еще	3	2
149	и тогда	4	2
150	как на	3	2
151	здесь не	3	2
152	т п	18	2
153	в контексте	2	2
154	и было	2	2
155	т д	14	2
156	того как	4	2
157	еще и	5	2
158	и становится	2	2
159	потребность в	3	2
160	лишь в	2	2
161	во втором	2	2
162	тем самым	4	2
163	между ними	2	2
164	ни одного	2	2
165	хотя бы	10	2
166	и для	2	2
167	с точки	9	2
168	той же	3	2
169	роль в	4	2
170	в данном	4	2
171	и то	3	2
172	потому что	23	2
173	нуждается в	3	2
174	точки зрения	14	2
175	себе в	3	2
176	роли в	2	2
177	но в	2	2
178	любви к	2	2
179	том как	3	2
