N	2gram	Vinokur_St_2	Istorich
1	и в	29	28
2	может быть	2	25
3	и т	9	25
4	т д	6	22
5	не может	2	15
6	а не	5	15
7	никогда не	3	14
8	что в	19	12
9	то же	2	12
10	не только	19	12
11	только в	2	11
12	что он	13	10
13	все же	6	10
14	прежде всего	5	10
15	но и	19	10
16	т е	10	10
17	и что	6	10
18	в том	27	9
19	о том	17	9
20	то что	11	9
21	и не	9	9
22	не в	4	9
23	так и	9	9
24	что это	3	8
25	если бы	2	8
26	таким образом	10	8
27	в этом	21	8
28	но в	8	8
29	в этих	3	7
30	том что	27	7
31	было бы	5	7
32	в ней	7	7
33	и др	2	7
34	этот вопрос	2	7
35	так же	3	7
36	и здесь	3	7
37	с другой	4	6
38	не менее	3	6
39	к тому	10	6
40	тем не	2	6
41	так например	7	6
42	что и	2	6
43	в этой	2	6
44	его в	2	6
45	так как	2	6
46	вместе с	7	6
47	в одном	6	5
48	вопрос о	6	5
49	не должен	2	5
50	по существу	2	5
51	что они	2	5
52	более или	2	5
53	но не	3	5
54	до сих	6	5
55	например в	3	5
56	в качестве	5	5
57	ее в	2	5
58	дело не	2	5
59	сих пор	5	5
60	или менее	2	5
61	другой стороны	3	5
62	в своем	9	5
63	сказать что	2	5
64	в его	13	5
65	все это	11	4
66	с тем	7	4
67	связи с	4	4
68	и другие	2	4
69	там где	2	4
70	раньше чем	4	4
71	на то	2	4
72	об этом	6	4
73	так что	3	4
74	но все	7	4
75	но это	3	4
76	и пр	8	4
77	даже в	2	4
78	связь с	2	4
79	с этим	3	4
80	как и	2	4
81	того что	5	4
82	и даже	3	4
83	хотя бы	3	4
84	и с	4	4
85	и на	6	4
86	потому что	9	4
87	они не	2	4
88	все эти	2	4
89	не то	3	4
90	я не	7	3
91	в какой	2	3
92	во время	2	3
93	в образе	3	3
94	по себе	3	3
95	именно в	4	3
96	утверждать что	2	3
97	в начале	3	3
98	при этом	2	3
99	к сожалению	2	3
100	у меня	3	3
101	в которую	2	3
102	в котором	7	3
103	и по	3	3
104	из них	3	3
105	того как	7	3
106	в их	3	3
107	нас не	2	3
108	и его	6	3
109	и он	3	3
110	как это	2	3
111	также и	2	3
112	тем что	3	3
113	должен был	4	3
114	в другом	4	3
115	в то	2	3
116	дело в	4	3
117	царей и	2	3
118	на вопрос	3	2
119	борьбы с	3	2
120	но они	2	2
121	а с	3	2
122	есть еще	2	2
123	самого начала	3	2
124	это время	2	2
125	отличие от	2	2
126	в частности	4	2
127	к этому	4	2
128	в пользу	3	2
129	и потому	2	2
130	была бы	5	2
131	вовсе не	6	2
132	в тех	2	2
133	к своему	2	2
134	очень мало	2	2
135	ни было	2	2
136	его как	2	2
137	в ее	2	2
138	а затем	2	2
139	то ни	2	2
140	с самого	3	2
141	и как	2	2
142	пять лет	3	2
143	не дает	2	2
144	для него	4	2
145	одной из	3	2
146	что такое	2	2
147	за то	3	2
148	где нет	2	2
149	не по	2	2
150	же как	3	2
151	как бы	5	2
152	по этому	2	2
153	еще в	2	2
154	подчеркнуть что	3	2
155	в нем	4	2
156	это было	2	2
157	говорит о	2	2
158	с той	2	2
159	бы то	2	2
160	в некоторых	2	2
161	в русской	5	2
162	со стороны	2	2
163	как в	3	2
164	как раз	8	2
165	не на	2	2
166	в отличие	2	2
167	этому поводу	2	2
168	в особенности	2	2
169	он не	9	2
170	от степени	2	2
171	еще и	3	2
172	на этот	2	2
173	одним из	6	2
174	по его	3	2
175	ничего не	4	2
176	между тем	5	2
177	народа в	2	2
178	xix века	3	2
179	в себе	2	2
180	на это	2	2
181	как он	2	2
182	при помощи	4	2
183	на нее	3	2
184	только с	2	2
185	в области	2	2
186	что этот	2	2
187	этой мысли	2	2
