N	2gram	Bakhtin_Fr_8	Myslijsy
1	то есть	24	34
2	потому что	6	33
3	то что	3	29
4	может быть	3	26
5	таким образом	17	24
6	в том	13	23
7	и в	56	23
8	в этом	14	23
9	в слове	2	22
10	и не	9	18
11	что в	5	17
12	при этом	4	15
13	только в	9	15
14	как и	5	14
15	в себе	4	14
16	то же	11	14
17	так как	4	14
18	если бы	2	13
19	том что	8	12
20	не было	5	12
21	а не	2	12
22	но и	9	11
23	не в	3	11
24	не может	2	11
25	и потому	4	10
26	не только	8	10
27	между тем	3	9
28	в своем	3	8
29	было бы	2	8
30	мы не	2	8
31	сказать что	3	8
32	о том	4	8
33	но в	6	8
34	с тем	2	7
35	что это	4	7
36	это не	2	7
37	в нем	8	7
38	что и	3	7
39	вовсе не	6	7
40	и к	4	6
41	для того	2	6
42	вместе с	2	6
43	того как	2	6
44	в которой	4	6
45	так и	13	6
46	уже в	2	5
47	так что	3	5
48	для него	2	5
49	хотя и	2	5
50	в его	18	5
51	как бы	11	5
52	к нему	2	5
53	бы и	2	5
54	все это	8	5
55	а в	2	5
56	с ним	2	5
57	образом в	2	5
58	и то	2	5
59	слова и	3	5
60	так сказать	5	5
61	и более	4	4
62	и все	6	4
63	что все	4	4
64	что он	2	4
65	до сих	8	4
66	на котором	2	4
67	можно сказать	2	4
68	в одном	2	4
69	и о	3	4
70	в котором	2	4
71	языке и	2	4
72	между ними	2	4
73	сих пор	8	4
74	только на	2	4
75	в той	6	4
76	того чтобы	4	4
77	так же	2	4
78	между собою	2	4
79	точки зрения	6	4
80	в каком	2	4
81	в данном	2	4
82	в то	12	4
83	его в	2	4
84	и с	8	4
85	только не	2	3
86	никогда не	5	3
87	связи с	6	3
88	в этих	11	3
89	в них	11	3
90	человека и	2	3
91	но это	2	3
92	же время	10	3
93	кроме того	3	3
94	еще не	10	3
95	в действительности	2	3
96	мы уже	10	3
97	например в	4	3
98	на его	6	3
99	в самом	9	3
100	образы и	4	3
101	и их	8	3
102	в процессе	5	3
103	языка и	6	3
104	той же	6	3
105	все эти	15	3
106	и других	4	3
107	на самом	2	3
108	уже не	3	3
109	самом деле	2	3
110	и хотя	2	3
111	в речи	2	3
112	и на	7	3
113	и до	10	3
114	в которых	2	3
115	их в	4	3
116	ту же	4	3
117	с точки	2	3
118	что эти	2	3
119	там где	3	3
120	во время	5	2
121	не были	3	2
122	и как	2	2
123	в нашем	2	2
124	из нее	2	2
125	с другой	2	2
126	можно видеть	3	2
127	не как	2	2
128	языка в	2	2
129	в образе	3	2
130	значение и	2	2
131	для понимания	2	2
132	что на	2	2
133	и здесь	3	2
134	в ее	6	2
135	по своему	8	2
136	в большинстве	7	2
137	есть и	5	2
138	не имели	2	2
139	в сущности	8	2
140	к ним	2	2
141	в ней	4	2
142	он не	5	2
143	и др	8	2
144	даже в	4	2
145	судить о	2	2
146	один из	5	2
147	в мире	2	2
148	настоящего времени	3	2
149	конечно не	4	2
150	данном случае	2	2
151	что она	2	2
152	мы видим	6	2
153	и для	2	2
154	дело не	2	2
155	как мы	7	2
156	здесь мы	3	2
157	из которых	2	2
158	и даже	8	2
159	и его	12	2
160	в других	2	2
161	никогда еще	2	2
162	в своих	4	2
163	в виде	2	2
164	и при	2	2
165	к его	3	2
166	бы в	3	2
167	его к	3	2
168	в таких	3	2
169	эти образы	3	2
170	в ту	4	2
171	большинстве случаев	6	2
172	в области	5	2
