N	3gram	Potebnia_M_4	Dialekti
1	и т д	3	15
2	по крайней мере	5	9
3	с точки зрения	3	8
4	в том что	7	6
5	то же время	3	4
6	в том смысле	2	4
7	о том что	5	4
8	только тогда когда	4	4
9	сам по себе	4	3
10	не есть только	3	3
11	в таком случае	2	3
12	в то же	3	3
13	что иное как	2	3
14	сами по себе	2	3
15	можно сказать что	4	3
16	не что иное	2	3
17	не может быть	5	3
18	в данном случае	2	2
19	то же самое	4	2
20	не могут быть	2	2
21	не в состоянии	2	2
22	тем не менее	4	2
23	и т п	4	2
24	это не значит	2	2
25	само по себе	5	2
26	тогда когда оно	2	2
27	до сих пор	4	2
28	во всяком случае	3	2
29	от того что	3	2
30	так или иначе	2	2
