N	2gram	Kanaev_Sov_1	FransuaR
1	и в	7	49
2	прежде всего	5	19
3	в его	2	18
4	не только	4	17
5	и не	6	15
6	в этом	7	15
7	как и	6	11
8	как бы	4	11
9	в этой	3	10
10	все это	3	9
11	в нем	3	9
12	все же	3	7
13	жизни и	4	7
14	не может	17	7
15	таким образом	11	7
16	то же	3	7
17	все эти	5	7
18	как мы	2	7
19	времени и	2	6
20	точки зрения	12	6
21	так как	4	6
22	уже в	3	5
23	из этих	2	5
24	при этом	3	5
25	тот же	2	5
26	может быть	12	5
27	и потому	3	5
28	с точки	5	5
29	роль в	2	5
30	и во	2	4
31	и к	3	4
32	в себе	3	4
33	но все	2	4
34	одна из	3	4
35	значение в	2	4
36	а в	4	4
37	в области	3	4
38	но в	3	4
39	с одной	2	3
40	в одном	3	3
41	в том	4	3
42	не дает	2	3
43	было бы	3	3
44	из них	4	3
45	в самом	2	3
46	мы видели	4	3
47	и все	3	3
48	их в	4	3
49	что в	2	2
50	могут быть	2	2
51	в нашем	2	2
52	точку зрения	4	2
53	не подлежит	3	2
54	как известно	2	2
55	в условиях	5	2
56	в дальнейшем	4	2
57	ничего не	6	2
58	еще не	3	2
59	со всеми	2	2
60	совершенно не	2	2
61	такого рода	2	2
62	у него	2	2
63	на этой	3	2
64	вместе с	4	2
65	и даже	2	2
66	дает нам	2	2
67	во всяком	2	2
68	на его	2	2
69	мы должны	4	2
70	и т.д	3	2
71	в конце	3	2
72	всяком случае	2	2
73	мы можем	6	2
