N	2gram	Vinokur_St_1	Psycholo
1	и в	44	38
2	то что	18	35
3	в том	36	25
4	в самом	7	25
5	самом деле	11	21
6	что в	30	20
7	может быть	15	19
8	и что	4	18
9	на то	4	16
10	что она	4	16
11	точки зрения	11	16
12	в ней	3	15
13	то есть	2	15
14	если бы	9	14
15	том что	29	14
16	как бы	4	14
17	и т	30	14
18	потому что	6	14
19	в этой	11	13
20	в этом	21	13
21	было бы	17	12
22	не только	18	12
23	таким образом	7	12
24	не в	12	12
25	что он	10	11
26	что это	4	10
27	в сущности	2	10
28	то же	5	10
29	и не	16	10
30	и все	2	10
31	с точки	8	9
32	в двух	3	9
33	того чтобы	11	9
34	все же	8	8
35	с этим	3	8
36	вовсе не	19	8
37	для нас	7	8
38	как и	9	8
39	так что	6	8
40	говорит что	3	8
41	как раз	4	8
42	для того	10	8
43	и то	5	8
44	и это	2	8
45	с другой	9	7
46	в ее	4	7
47	а не	16	7
48	не может	8	7
49	что у	4	7
50	а в	17	7
51	заключается в	4	7
52	между тем	3	7
53	из них	8	6
54	до сих	7	6
55	она не	2	6
56	в котором	5	6
57	не имеет	4	6
58	тому что	3	6
59	он не	2	6
60	с одной	3	6
61	так как	5	6
62	как это	4	6
63	и его	8	6
64	в которых	5	6
65	о том	17	6
66	ясно что	10	6
67	там где	5	6
68	я не	7	5
69	должна быть	3	5
70	в своем	2	5
71	в какой	3	5
72	одной стороны	2	5
73	несмотря на	2	5
74	совершенно не	5	5
75	в своей	6	5
76	но и	10	5
77	сих пор	7	5
78	другой стороны	7	5
79	т п	9	5
80	в той	6	5
81	мы не	2	5
82	в другом	3	5
83	о котором	2	5
84	в его	9	5
85	в которой	4	5
86	никогда не	5	4
87	что эта	2	4
88	идет о	2	4
89	в тех	3	4
90	который не	2	4
91	что они	7	4
92	при этом	2	4
93	что с	2	4
94	и для	3	4
95	конечно не	2	4
96	во всех	8	4
97	но если	4	4
98	речь идет	4	4
99	в нем	5	4
100	что и	6	4
101	раз в	2	4
102	в целом	5	4
103	как в	13	4
104	т д	21	4
105	все эти	5	4
106	при помощи	2	4
107	того что	9	4
108	и даже	5	4
109	время как	2	4
110	что этот	2	4
111	в своих	2	4
112	сказать что	7	4
113	больше чем	2	4
114	у него	2	4
115	только в	10	4
116	здесь совершенно	3	4
117	как будто	4	4
118	в себе	2	4
119	каждого из	2	3
120	оба эти	2	3
121	из этих	6	3
122	что все	2	3
123	так называемой	2	3
124	в такой	2	3
125	ни в	3	3
126	он был	3	3
127	но это	6	3
128	без всяких	2	3
129	к концу	2	3
130	совсем не	2	3
131	того же	3	3
132	в основе	3	3
133	из двух	3	3
134	должен быть	3	3
135	все это	5	3
136	и только	3	3
137	бы не	2	3
138	отвращение к	2	3
139	что не	3	3
140	по его	2	3
141	всякий раз	2	3
142	что как	2	3
143	в таком	3	3
144	и тем	3	3
145	тем что	5	3
146	в то	9	3
147	его в	2	3
148	но в	10	3
149	в данном	14	2
150	что так	3	2
151	всех этих	2	2
152	и более	2	2
153	можно назвать	2	2
154	была бы	5	2
155	в этих	2	2
156	смысле этого	2	2
157	при таком	2	2
158	хотя бы	6	2
159	столь же	4	2
160	так например	7	2
161	с этой	3	2
162	и во	2	2
163	на самом	6	2
164	который как	2	2
165	и я	3	2
166	во всяком	6	2
167	что оно	3	2
168	очень часто	3	2
169	у нас	11	2
170	по существу	2	2
171	без всякой	3	2
172	такой же	5	2
173	наших глазах	2	2
174	есть в	2	2
175	что здесь	2	2
176	перед собой	2	2
177	не могла	2	2
178	то время	2	2
179	для него	6	2
180	со всеми	2	2
181	том как	4	2
182	в первой	12	2
183	например в	8	2
184	должен был	2	2
185	но он	2	2
186	совпадает с	2	2
187	и очень	4	2
188	всяком случае	6	2
189	для этого	2	2
190	то это	3	2
191	и уже	2	2
192	места в	2	2
193	дело не	4	2
194	данном случае	6	2
195	со стороны	6	2
196	говорит о	3	2
197	что же	6	2
198	внимание на	3	2
199	целый ряд	2	2
200	вытекает из	2	2
201	так же	5	2
202	том смысле	2	2
203	по мнению	3	2
204	отношения к	2	2
205	хотел бы	2	2
206	в виде	3	2
207	а с	3	2
208	еще и	2	2
209	и по	5	2
210	есть только	2	2
211	думать что	2	2
212	той же	5	2
213	в качестве	4	2
214	в конце	3	2
215	их в	2	2
216	одно из	2	2
217	как к	3	2
218	в истории	3	2
219	этого слова	2	2
220	однако и	2	2
221	ничего не	2	2
222	могло бы	2	2
