N	3gram	Losev_Prob_3	Vvedenie
1	и т д	13	36
2	о том что	3	12
3	в том что	9	12
4	но также и	2	9
5	тем не менее	10	8
6	не может быть	5	8
7	в то же	4	6
8	до сих пор	2	6
9	с другой стороны	5	5
10	в данном случае	7	4
11	по крайней мере	5	4
12	не только в	2	4
13	можно было бы	3	4
14	что иное как	4	4
15	по сравнению с	2	4
16	само по себе	3	4
17	в этом случае	5	4
18	не что иное	4	4
19	и в этом	6	4
20	во всяком случае	6	4
21	в том виде	2	3
22	широком смысле слова	2	3
23	можно сказать что	2	3
24	как мы видели	2	3
25	и тем не	3	3
26	сама по себе	8	3
27	заключается в том	3	3
28	как будто бы	3	2
29	в конце концов	3	2
30	той или иной	8	2
31	одна от другой	2	2
32	дело в том	3	2
33	что же касается	4	2
34	с точки зрения	2	2
35	точно так же	3	2
36	вовсе не в	2	2
37	то же самое	7	2
38	есть не что	4	2
39	в связи с	7	2
40	может быть и	3	2
41	потому что он	4	2
