N	2gram	Bakhtin_Pr_2	Hudozhes
1	в мире	3	23
2	то есть	50	18
3	и не	42	16
4	в том	8	15
5	и в	45	15
6	не только	16	15
7	может быть	18	13
8	при этом	2	12
9	а в	3	12
10	и его	8	12
11	но не	6	11
12	в этом	20	11
13	в себе	5	11
14	как бы	15	10
15	отношению к	8	10
16	но и	15	10
17	так и	3	10
18	по отношению	8	10
19	то же	5	10
20	а не	10	10
21	в его	22	9
22	точки зрения	19	9
23	себя в	2	8
24	или иной	3	7
25	в то	5	7
26	но в	6	7
27	я и	3	7
28	в основе	2	6
29	с его	8	6
30	что в	6	6
31	в ее	3	6
32	том что	7	6
33	не в	8	6
34	же время	3	6
35	отношение к	8	6
36	не может	24	6
37	могут быть	4	5
38	можно сказать	2	5
39	ни в	2	5
40	только в	9	5
41	тем самым	2	5
42	в самом	13	5
43	того что	3	5
44	той или	3	5
45	в нем	20	5
46	с ее	3	5
47	то что	5	5
48	и одновременно	2	5
49	между ними	4	5
50	и т.п	6	5
51	в их	4	5
52	уже не	6	5
53	героя и	7	5
54	а на	2	4
55	в этих	4	4
56	личности в	3	4
57	прежде всего	11	4
58	а только	2	4
59	и как	2	4
60	для него	9	4
61	еще не	9	4
62	например в	2	4
63	хотя и	2	4
64	он не	9	4
65	в своей	6	4
66	со стороны	4	4
67	в форме	2	4
68	как к	2	4
69	входит в	9	4
70	отношения к	2	4
71	сказать что	5	4
72	мы имеем	2	4
73	не знает	4	4
74	и т.д	3	4
75	как это	2	4
76	не менее	2	3
77	если бы	2	3
78	это не	3	3
79	одного и	2	3
80	этом смысле	5	3
81	была бы	3	3
82	что он	7	3
83	и к	2	3
84	в пределах	4	3
85	как раз	6	3
86	человеческой жизни	2	3
87	далеко не	4	3
88	авторской позиции	5	3
89	к нему	11	3
90	в точке	5	3
91	в целом	5	3
92	не на	4	3
93	таким образом	11	3
94	как и	14	3
95	в той	3	3
96	лишь в	2	3
97	и что	2	3
98	с точки	9	3
99	и для	2	3
100	в таком	3	3
101	в рассказе	3	3
102	их в	7	3
103	потому что	8	3
104	автора и	2	3
105	и ее	7	3
106	в русской	2	3
107	его в	3	3
108	в художественном	3	3
109	в произведении	5	3
110	человека с	2	3
111	герой не	2	3
112	в которой	2	3
113	в области	2	3
114	в виду	2	3
115	слова в	4	2
116	том числе	2	2
117	я не	6	2
118	сама по	5	2
119	но на	2	2
120	и более	2	2
121	в сторону	2	2
122	из которого	2	2
123	в контексте	2	2
124	себя и	2	2
125	числе и	2	2
126	в нашем	2	2
127	жизни в	2	2
128	в своем	5	2
129	в них	4	2
130	превращается в	4	2
131	и особенно	2	2
132	не как	6	2
133	в одном	6	2
134	человека и	2	2
135	вовсе не	7	2
136	по себе	8	2
137	к герою	5	2
138	для понимания	2	2
139	в литературе	6	2
140	об этом	3	2
141	идет о	2	2
142	с самим	2	2
143	есть в	8	2
144	одна из	3	2
145	с их	4	2
146	и сам	3	2
147	за пределы	5	2
148	во всех	4	2
149	к действительности	2	2
150	и о	2	2
151	одной из	2	2
152	и потому	6	2
153	для автора	4	2
154	жизнь личности	2	2
155	на почве	4	2
156	даже в	6	2
157	не является	3	2
158	для себя	3	2
159	и др	4	2
160	русской литературе	2	2
161	как в	4	2
162	а именно	3	2
163	позиция автора	4	2
164	и прежде	2	2
165	здесь не	2	2
166	одного сознания	6	2
167	в романе	3	2
168	а с	3	2
169	именно в	3	2
170	все эти	4	2
171	свою жизнь	2	2
172	и некоторые	2	2
173	не входит	2	2
174	из которых	2	2
175	и по	2	2
176	или в	2	2
177	так же	5	2
178	с ним	8	2
179	ведет к	2	2
180	в художественной	2	2
181	с другими	7	2
182	и на	7	2
183	нового времени	3	2
184	у него	6	2
185	человеческих отношений	2	2
186	о себе	3	2
187	но как	2	2
188	о том	3	2
189	в чем	2	2
190	бы не	3	2
191	для меня	2	2
