N	2gram	Ircho_Kome_1	Dialekti
1	т е	13	48
2	и не	8	27
3	точки зрения	4	25
4	и в	22	24
5	и т	9	24
6	не только	10	23
7	т д	4	23
8	не может	2	19
9	ничего не	3	17
10	то что	2	14
11	может быть	9	13
12	таким образом	8	13
13	и даже	5	13
14	что он	6	13
15	вовсе не	2	13
16	не менее	3	11
17	тем не	2	10
18	в сущности	2	10
19	ни в	6	9
20	но и	11	9
21	прежде всего	5	8
22	и как	3	8
23	том что	12	8
24	в этом	3	8
25	в виде	3	8
26	что в	6	7
27	в самом	2	7
28	потому что	5	7
29	ясно что	4	7
30	как и	9	7
31	как раз	3	7
32	все это	5	6
33	и с	3	6
34	о том	8	6
35	так как	4	6
36	и все	3	6
37	что и	4	6
38	даже не	2	6
39	то же	6	6
40	в том	11	5
41	но это	2	5
42	хотя и	3	5
43	и его	8	5
44	в то	10	5
45	как это	3	5
46	в них	3	5
47	вопрос о	3	5
48	было бы	2	5
49	он не	3	5
50	так и	5	5
51	и притом	2	5
52	мы не	3	5
53	только в	3	5
54	с другой	5	4
55	то время	5	4
56	к тому	6	4
57	так же	3	4
58	время как	4	4
59	у нас	3	4
60	в истории	5	4
61	только что	2	4
62	при всем	2	4
63	в чем	3	4
64	е в	2	4
65	все же	3	3
66	за пределы	2	3
67	и без	2	3
68	мы знаем	2	3
69	не в	6	3
70	а мы	2	3
71	же время	4	3
72	одной стороны	3	3
73	в нем	4	3
74	из них	10	3
75	то и	2	3
76	с одной	3	3
77	и на	3	3
78	тем что	4	3
79	на себя	2	3
80	в силу	2	3
81	на то	3	3
82	одна из	2	3
83	все что	2	3
84	и о	3	3
85	из которых	2	3
86	к нему	2	3
87	и ее	3	3
88	же как	3	2
89	в частности	3	2
90	чаще всего	3	2
91	что у	2	2
92	и можно	2	2
93	тому же	6	2
94	на этом	2	2
95	еще не	2	2
96	по одному	2	2
97	при этом	5	2
98	несмотря на	4	2
99	всяком случае	2	2
100	говоря уже	2	2
101	и тем	2	2
102	не говоря	2	2
103	другой стороны	5	2
104	для этого	2	2
105	еще и	2	2
106	именно в	4	2
107	и вот	4	2
108	и по	6	2
109	а в	6	2
110	в своих	2	2
111	и формы	2	2
112	для себя	2	2
113	и здесь	2	2
114	уже о	2	2
115	но в	4	2
116	у него	3	2
117	нового времени	5	2
118	и во	2	2
119	в их	4	2
120	же в	4	2
121	но не	2	2
122	со стороны	2	2
123	ее в	2	2
124	всего этого	2	2
125	на основании	3	2
126	так в	4	2
127	даже если	2	2
128	как мы	4	2
129	и у	3	2
130	или в	2	2
131	нас в	2	2
132	бы то	2	2
133	во всяком	2	2
134	могут быть	3	2
135	в себе	2	2
136	в его	5	2
