N	2gram	Tiupa_Disk_1	Hudozhes
1	и в	16	28
2	в рассказе	2	21
3	том что	19	19
4	в ее	3	18
5	и не	11	18
6	своего рода	8	16
7	в том	23	15
8	а не	22	14
9	не в	7	13
10	в этом	15	13
11	о том	8	12
12	перед нами	3	11
13	как и	16	11
14	при этом	13	11
15	в его	7	11
16	не только	28	11
17	уже не	4	10
18	но и	14	9
19	в себе	7	9
20	о чем	2	8
21	что он	4	8
22	может быть	17	8
23	себя в	2	8
24	так и	8	8
25	между тем	4	8
26	жизни в	2	7
27	и все	2	7
28	к тому	5	7
29	об этом	2	7
30	в частности	9	7
31	отношению к	9	7
32	по отношению	9	7
33	тогда как	19	7
34	состоит в	9	7
35	это не	3	6
36	можно сказать	5	6
37	в котором	5	6
38	то что	5	6
39	в своей	5	6
40	то же	7	6
41	не было	7	6
42	сводится к	5	6
43	а в	5	6
44	тем что	3	6
45	для себя	4	6
46	в то	3	6
47	с его	4	5
48	не менее	2	5
49	в своем	6	5
50	как бы	5	5
51	как в	10	5
52	с ее	2	5
53	в этой	2	5
54	что в	4	5
55	в самом	3	5
56	никогда не	2	5
57	в тексте	2	5
58	и его	2	5
59	для него	4	5
60	но не	11	4
61	в качестве	34	4
62	же время	4	4
63	и о	4	4
64	что и	3	4
65	не может	9	4
66	человека в	2	4
67	подобно тому	2	4
68	только в	7	4
69	тому как	3	4
70	в них	4	3
71	столь же	3	3
72	с другой	10	3
73	в одном	2	3
74	к себе	2	3
75	но при	3	3
76	прежде всего	11	3
77	в нем	9	3
78	и ее	2	3
79	в соответствии	2	3
80	еще не	14	3
81	одной стороны	9	3
82	одной из	4	3
83	со стороны	7	3
84	а с	5	3
85	с одной	9	3
86	едва ли	2	3
87	и он	2	3
88	внимание на	4	3
89	или в	2	3
90	и на	5	3
91	соответствии с	2	3
92	пока еще	6	3
93	на себя	2	3
94	же самое	2	3
95	на ее	2	3
96	будто бы	2	3
97	героя и	2	3
98	в основе	7	2
99	и составляет	3	2
100	а о	2	2
101	отнюдь не	8	2
102	однако в	3	2
103	мысли о	2	2
104	именно в	3	2
105	не как	4	2
106	как уже	3	2
107	или иной	5	2
108	не с	3	2
109	ему в	2	2
110	как мы	2	2
111	а по	2	2
112	в г	2	2
113	в строгом	3	2
114	тому же	5	2
115	воспринимающего сознания	2	2
116	на этом	2	2
117	они и	3	2
118	что не	4	2
119	и к	4	2
120	того или	2	2
121	в ряду	2	2
122	о нем	2	2
123	а также	8	2
124	говорили о	2	2
125	не является	4	2
126	один из	3	2
127	оно не	2	2
128	это было	2	2
129	все же	3	2
130	точкой зрения	2	2
131	в первом	3	2
132	отношение к	4	2
133	из них	3	2
134	дело не	2	2
135	являет собой	3	2
136	данном случае	2	2
137	что же	2	2
138	мысли и	2	2
139	приводит к	2	2
140	дело с	2	2
141	и было	2	2
142	лишь в	4	2
143	во втором	4	2
144	не более	2	2
145	более чем	2	2
146	в принципе	2	2
147	хотя бы	3	2
148	роль в	7	2
149	характер и	2	2
150	в данном	5	2
151	сказать что	3	2
152	потому что	4	2
153	писателя в	2	2
154	различия между	3	2
155	однако и	2	2
156	точки зрения	3	2
157	[...] в	5	2
158	к той	3	2
159	в другом	2	2
160	что даже	2	2
161	могла бы	2	2
162	и т.д	4	2
163	никого не	2	2
164	зрения на	3	2
165	ей в	2	2
166	но в	8	2
