N	2gram	Bakhtin_Pr_1	SlovoVZh
1	не может	27	16
2	точки зрения	8	14
3	может быть	26	14
4	и его	16	13
5	как бы	22	13
6	таким образом	10	12
7	и в	38	12
8	в нашем	4	11
9	отношению к	19	11
10	по отношению	21	11
11	и не	42	10
12	если бы	3	9
13	прежде всего	13	8
14	художественного произведения	11	7
15	нашем примере	2	7
16	сказать что	4	7
17	творца и	3	7
18	в нем	15	6
19	при этом	5	6
20	с помощью	7	6
21	в том	8	6
22	художественную форму	4	6
23	только в	13	6
24	слова и	3	6
25	к содержанию	17	6
26	в ней	4	6
27	художественной формы	9	5
28	и др	8	5
29	то что	8	5
30	должна быть	4	5
31	никогда не	5	5
32	а не	5	5
33	можно сказать	2	5
34	то же	5	5
35	хотя бы	4	5
36	как и	7	5
37	том что	3	5
38	отнюдь не	19	5
39	как в	4	5
40	но в	4	5
41	в виду	4	5
42	и к	3	4
43	ни было	3	4
44	все же	6	4
45	отношение к	10	4
46	к материалу	11	4
47	так и	5	4
48	с другой	7	4
49	на самом	4	4
50	что не	4	4
51	не в	7	4
52	в этом	15	4
53	и на	3	4
54	материала и	2	4
55	его в	9	4
56	дело в	2	4
57	в самом	7	4
58	к нему	10	4
59	за пределы	12	4
60	не только	9	4
61	в котором	2	3
62	в них	5	3
63	точка зрения	3	3
64	и более	2	3
65	бы то	3	3
66	находит свое	2	3
67	не к	6	3
68	не менее	4	3
69	в художественном	20	3
70	в своей	7	3
71	в некоторых	2	3
72	художественное произведение	8	3
73	все это	3	3
74	как к	2	3
75	не должна	4	3
76	то ни	3	3
77	и вообще	2	3
78	в содержание	5	3
79	все эти	5	3
80	ясно что	3	3
81	слово в	2	3
82	но и	9	3
83	произведения и	2	3
84	и пр	2	3
85	того что	2	3
86	и наконец	6	3
87	художественном произведении	5	3
88	и проч	28	3
89	тем не	3	3
90	ни в	11	3
91	да и	3	3
92	поэтического произведения	3	3
93	он должен	2	3
94	самом деле	6	3
95	формы и	5	3
96	и с	17	3
97	и созерцателя	5	3
98	о том	4	3
99	художественного творчества	12	3
100	нуждается в	2	3
101	и ее	2	3
102	в себе	4	3
103	в пределах	6	3
104	еще не	7	3
105	в поэзии	9	3
106	и для	11	3
107	конечно не	5	3
108	здесь не	4	3
109	с ним	5	3
110	между тем	7	3
111	как только	3	2
112	место в	8	2
113	и значение	2	2
114	перестает быть	4	2
115	в психике	6	2
116	с его	2	2
117	что и	2	2
118	независимо от	13	2
119	от всех	4	2
120	что в	7	2
121	данном случае	4	2
122	себя и	3	2
123	а к	2	2
124	в этих	2	2
125	на него	3	2
126	не остается	2	2
127	все они	5	2
128	в форме	4	2
129	в своем	5	2
130	но конечно	4	2
131	в какой	2	2
132	момент формы	2	2
133	другой стороны	4	2
134	это не	5	2
135	как форму	3	2
136	дело с	6	2
137	форму в	5	2
138	мы имеем	2	2
139	и все	3	2
140	бы не	2	2
141	и другие	2	2
142	в особенности	2	2
143	за его	3	2
144	содержания и	6	2
145	с одной	3	2
146	и содержания	3	2
147	была бы	2	2
148	к этому	2	2
149	связь с	3	2
150	на материале	3	2
151	эти моменты	2	2
152	в себя	2	2
153	моментом содержания	2	2
154	в словесном	2	2
155	и что	2	2
156	искусства и	3	2
157	оценок и	2	2
158	слова но	3	2
159	едва ли	3	2
160	не есть	6	2
161	можем сказать	2	2
162	но зато	2	2
163	в событии	3	2
164	с точки	6	2
165	и здесь	2	2
166	его как	3	2
167	же самое	2	2
168	и те	2	2
169	с другими	3	2
170	но отнюдь	7	2
171	но это	3	2
172	более того	4	2
173	в данном	4	2
174	в корне	2	2
175	и оценки	2	2
176	форму как	5	2
177	тем как	5	2
178	форму и	2	2
179	мы можем	6	2
180	но не	12	2
181	быть только	5	2
182	каждый момент	4	2
183	произведение и	3	2
184	могут быть	5	2
185	как форма	7	2
186	со словом	5	2
187	кроме того	3	2
188	она не	2	2
189	в то	4	2
190	одной стороны	3	2
191	может стать	3	2
192	довлеет себе	2	2
193	мы в	3	2
194	имеет место	5	2
195	там где	6	2
196	со всех	2	2
197	оно не	3	2
198	в чем	2	2
199	как это	2	2
200	не довлеет	2	2
201	ничего не	6	2
202	к его	2	2
203	совпадает с	2	2
204	он не	3	2
205	известной степени	4	2
206	в его	43	2
207	и потому	4	2
208	относится к	4	2
209	между ними	4	2
