N	2gram	Losev_Prob_4	Istorich
1	что он	8	24
2	и т	4	19
3	не только	24	18
4	т д	3	18
5	может быть	9	17
6	и в	20	15
7	мы имеем	6	15
8	но и	14	14
9	так как	5	14
10	так же	5	13
11	что в	3	12
12	а в	4	12
13	то что	15	12
14	об этом	6	11
15	в этих	5	11
16	и не	28	11
17	в этом	9	11
18	что они	2	10
19	его в	2	10
20	то же	7	10
21	с тем	4	9
22	еще не	7	9
23	все же	2	9
24	в другом	3	9
25	потому что	15	9
26	связи с	3	8
27	он не	2	8
28	мы можем	3	8
29	очень много	2	8
30	том что	12	7
31	в нем	5	7
32	вместе с	5	7
33	таким образом	8	7
34	не в	13	7
35	точно так	3	6
36	так что	6	6
37	что это	2	6
38	в его	3	6
39	как бы	4	6
40	то это	3	6
41	что и	3	6
42	и что	2	6
43	мы здесь	2	6
44	в том	20	6
45	только в	23	6
46	но в	8	6
47	и есть	4	5
48	с этим	4	5
49	прежде всего	11	5
50	в одном	4	5
51	к тому	3	5
52	но все	3	5
53	как в	5	5
54	было бы	14	5
55	этого не	2	5
56	в котором	2	5
57	так и	10	5
58	что она	4	5
59	не может	5	5
60	в связи	3	5
61	а не	7	5
62	и наконец	4	5
63	к нему	3	5
64	можно было	4	5
65	имеем в	3	5
66	но они	2	4
67	для нас	6	4
68	но это	6	4
69	в этой	4	4
70	при этом	6	4
71	одной из	4	4
72	в ней	7	4
73	другими словами	3	4
74	не будем	2	4
75	дело не	3	4
76	и с	7	4
77	тем что	3	4
78	и на	3	4
79	в себе	12	4
80	что здесь	6	4
81	мы должны	3	4
82	все эти	16	4
83	всех этих	6	3
84	но по	2	3
85	в качестве	10	3
86	и его	10	3
87	он был	3	3
88	как это	3	3
89	говорит что	2	3
90	между прочим	3	3
91	же и	3	3
92	но если	6	3
93	о том	5	3
94	а именно	2	3
95	все это	9	3
96	мы не	7	3
97	как будто	11	3
98	что мы	3	3
99	и это	2	3
100	в других	2	3
101	здесь мы	3	3
102	уже в	4	2
103	не было	3	2
104	и более	3	2
105	в мифе	3	2
106	перед нами	13	2
107	с другой	7	2
108	это не	7	2
109	в жизни	3	2
110	на самом	5	2
111	и говорит	2	2
112	ни в	17	2
113	да и	5	2
114	именно в	7	2
115	как и	6	2
116	является не	2	2
117	но не	5	2
118	а то	2	2
119	здесь в	5	2
120	не что	2	2
121	кроме того	4	2
122	и может	2	2
123	того чтобы	2	2
124	и если	5	2
125	одном случае	2	2
126	на его	2	2
127	и для	4	2
128	здесь на	2	2
129	и когда	2	2
130	а также	6	2
131	здесь нет	3	2
132	хотя бы	7	2
133	с ее	2	2
134	на этой	2	2
135	из них	3	2
136	во всех	4	2
137	и только	4	2
138	другой стороны	6	2
139	в разных	4	2
140	не просто	16	2
141	человека в	3	2
142	не сам	2	2
143	когда мы	5	2
144	совершенно ясно	2	2
145	самом деле	3	2
146	тут же	3	2
147	тем самым	4	2
148	и по	2	2
149	и вполне	5	2
150	ясно и	2	2
151	или в	5	2
152	с другими	3	2
153	с ними	2	2
154	и то	2	2
155	сказать что	7	2
156	то мы	2	2
157	к ней	2	2
158	и ее	4	2
159	что иное	2	2
160	будто бы	2	2
161	при помощи	10	2
162	нет ничего	3	2
163	здесь не	7	2
164	в которой	2	2
165	иное как	2	2
166	тому же	2	2
167	в виду	6	2
