N	2gram	Trubetskoy_1	Formalny
1	и в	14	38
2	в этом	17	27
3	может быть	9	23
4	таким образом	11	20
5	и не	19	20
6	в самом	3	16
7	прежде всего	8	15
8	не в	4	15
9	и т	3	14
10	не может	22	14
11	в нем	5	13
12	но и	10	13
13	связи с	3	13
14	с тем	6	11
15	в том	17	11
16	в его	4	10
17	и с	7	9
18	как и	4	9
19	при этом	5	9
20	не только	9	9
21	на почве	2	9
22	отнюдь не	7	8
23	что и	3	8
24	все же	4	8
25	самом деле	7	8
26	тем что	3	8
27	точки зрения	11	8
28	что в	4	7
29	не могут	4	7
30	по себе	2	7
31	для него	6	7
32	по существу	5	7
33	в своей	5	7
34	в корне	4	7
35	в других	2	7
36	лишь в	3	7
37	уже не	2	7
38	с точки	9	7
39	не было	3	6
40	в результате	2	6
41	то что	13	6
42	в ней	2	6
43	в этой	4	6
44	было бы	5	6
45	вместе с	4	6
46	в их	4	6
47	то же	11	6
48	все эти	2	6
49	а не	2	6
50	он не	5	6
51	только в	5	6
52	а в	5	6
53	хотя бы	5	6
54	должна быть	2	5
55	если бы	6	5
56	или иного	2	5
57	что он	6	5
58	именно в	3	5
59	же время	10	5
60	во всех	5	5
61	что же	4	5
62	с этим	2	5
63	и только	5	5
64	и для	6	5
65	сводится к	3	5
66	говорить о	3	5
67	в то	10	5
68	и должно	2	5
69	во всяком	9	5
70	всяком случае	6	5
71	к тому	7	4
72	что они	3	4
73	в большинстве	3	4
74	совершенно не	2	4
75	того или	2	4
76	не о	2	4
77	как бы	4	4
78	и к	6	4
79	из них	3	4
80	в некоторых	2	4
81	что оно	3	4
82	и наконец	2	4
83	и даже	2	4
84	даже и	2	4
85	так как	4	4
86	но в	2	4
87	а лишь	4	3
88	всех этих	3	3
89	если в	6	3
90	для них	3	3
91	главным образом	3	3
92	место в	2	3
93	из этих	3	3
94	и как	3	3
95	то это	3	3
96	не есть	3	3
97	жизни и	4	3
98	быть и	2	3
99	только на	2	3
100	все это	6	3
101	на самом	6	3
102	большинстве случаев	2	3
103	к нему	2	3
104	именно на	2	3
105	в значительной	3	3
106	того что	3	3
107	того чтобы	8	3
108	для того	6	3
109	или в	3	3
110	и на	5	3
111	его в	4	3
112	что это	3	3
113	их к	2	3
114	в области	2	3
115	и более	2	2
116	никогда не	5	2
117	по этому	2	2
118	состоит в	2	2
119	в этих	2	2
120	в качестве	3	2
121	тому что	2	2
122	для этого	3	2
123	в конце	3	2
124	с нею	3	2
125	не просто	2	2
126	пропаганды и	2	2
127	том что	9	2
128	том случае	4	2
129	но это	2	2
130	то в	3	2
131	является не	2	2
132	от него	2	2
133	но не	4	2
134	она не	2	2
135	ни стало	3	2
136	ни одна	3	2
137	и о	2	2
138	конце концов	3	2
139	но совершенно	2	2
140	в котором	2	2
141	для нее	2	2
142	не так	2	2
143	и тем	2	2
144	центр тяжести	2	2
145	не будет	7	2
146	не к	2	2
147	ни в	2	2
148	ее в	2	2
149	со стороны	4	2
150	даже не	2	2
151	приводит к	4	2
152	тому чтобы	4	2
153	то ни	4	2
154	точке зрения	3	2
155	тем самым	2	2
156	и по	3	2
157	должно быть	3	2
158	что для	3	2
159	в таком	2	2
160	вряд ли	3	2
161	этот вопрос	2	2
162	и то	4	2
163	их в	2	2
164	между тем	5	2
165	и от	2	2
166	был и	3	2
167	если же	2	2
168	из этого	3	2
169	потому что	5	2
170	с ним	2	2
171	отметить что	2	2
