N	2gram	Propp_Isto_2	Komedia
1	и в	15	22
2	т е	29	13
3	том что	7	12
4	в том	6	11
5	но и	14	11
6	не только	18	10
7	из них	2	10
8	как и	2	9
9	и т	19	9
10	может быть	17	9
11	в одном	5	8
12	таким образом	7	8
13	должны были	8	8
14	и не	11	8
15	и его	3	8
16	о том	3	8
17	в этой	4	7
18	что в	12	6
19	что он	24	6
20	к тому	5	6
21	ни в	2	6
22	тому же	2	6
23	и по	2	6
24	то же	10	6
25	не в	7	6
26	а в	12	6
27	в которой	2	6
28	уже в	2	5
29	с другой	2	5
30	во время	2	5
31	прежде всего	5	5
32	при этом	4	5
33	в его	6	5
34	один из	8	5
35	на его	2	5
36	так и	5	5
37	как в	5	5
38	все это	3	5
39	другой стороны	2	5
40	потому что	9	5
41	именно в	2	4
42	в их	3	4
43	в другом	9	4
44	что они	10	4
45	в качестве	3	4
46	а также	2	4
47	в котором	5	4
48	в нем	7	4
49	что и	6	4
50	на него	5	4
51	так в	3	4
52	т д	18	4
53	тем что	4	4
54	так как	14	4
55	но в	6	4
56	мы можем	8	4
57	же как	5	3
58	главным образом	2	3
59	вопрос о	4	3
60	на то	3	3
61	в тех	2	3
62	здесь в	2	3
63	после того	3	3
64	одной стороны	3	3
65	одной из	4	3
66	у него	4	3
67	да и	2	3
68	он не	8	3
69	см ниже	2	3
70	все же	9	3
71	отношению к	3	3
72	что после	3	3
73	так же	13	3
74	по отношению	3	3
75	того как	4	3
76	с одной	4	3
77	здесь мы	3	3
78	не мог	3	3
79	мы не	3	3
80	и на	4	3
81	в этом	11	3
82	и с	4	3
83	могут быть	2	3
84	и ее	2	3
85	только в	6	3
86	его в	10	3
87	как это	3	3
88	ничего не	7	3
89	к которому	5	3
90	и здесь	9	2
91	в состоянии	3	2
92	мы знаем	11	2
93	он был	3	2
94	мы видели	2	2
95	такой же	2	2
96	одна из	2	2
97	но не	2	2
98	а то	2	2
99	в себя	3	2
100	до сих	6	2
101	еще не	9	2
102	было бы	5	2
103	мог бы	3	2
104	и из	2	2
105	в доме	3	2
106	между прочим	3	2
107	с ее	2	2
108	то что	12	2
109	наряду с	6	2
110	вместе с	7	2
111	ее в	2	2
112	также в	2	2
113	находится в	2	2
114	в сущности	2	2
115	не может	5	2
116	в других	3	2
117	принадлежит к	2	2
118	что у	2	2
119	к нему	5	2
120	в силу	2	2
121	право на	3	2
122	или в	2	2
123	но это	4	2
124	к ней	2	2
125	но он	4	2
126	в себе	4	2
127	как будто	3	2
128	будто бы	2	2
129	сих пор	7	2
