N	2gram	Tiupa_Hudo_1	Istorich
1	и в	14	24
2	что он	9	21
3	не только	12	21
4	и т	11	17
5	т е	4	16
6	т д	3	16
7	может быть	5	14
8	не может	7	14
9	в этих	5	13
10	что в	6	13
11	как в	8	12
12	в этом	11	12
13	но и	5	11
14	это не	7	10
15	у него	9	10
16	том что	16	10
17	а в	7	10
18	и что	2	10
19	не в	7	9
20	все же	3	9
21	о том	12	9
22	потому что	5	9
23	еще не	7	8
24	все это	2	8
25	то же	9	8
26	а не	12	8
27	один из	4	7
28	в том	12	7
29	одна из	2	7
30	в первую	2	7
31	то что	8	7
32	тем что	3	6
33	с этой	2	6
34	об этом	5	6
35	как и	9	6
36	но не	3	6
37	в нем	3	6
38	он не	4	6
39	и все	4	6
40	того что	4	6
41	только в	5	6
42	как он	2	6
43	не менее	5	5
44	представляют собой	2	5
45	так и	13	5
46	что она	4	5
47	с ним	4	5
48	ничего не	8	5
49	видно что	2	5
50	в русской	4	5
51	героя и	5	5
52	от героя	2	5
53	но в	5	5
54	на вопрос	2	4
55	никогда не	6	4
56	что у	3	4
57	тем не	4	4
58	при этом	12	4
59	одной из	2	4
60	мы уже	4	4
61	своего рода	7	4
62	со своим	2	4
63	же как	2	4
64	с того	2	4
65	как бы	7	4
66	в их	2	4
67	то и	3	4
68	и не	2	4
69	не имеет	2	4
70	мы не	2	4
71	так в	2	4
72	начинается с	2	4
73	точки зрения	5	4
74	в ответ	2	3
75	с его	5	3
76	не столько	2	3
77	в качестве	9	3
78	превращается в	3	3
79	а его	2	3
80	вопрос о	2	3
81	на то	4	3
82	так что	2	3
83	например в	2	3
84	и герой	2	3
85	себе и	2	3
86	его в	3	3
87	вот тебе	2	3
88	сих пор	2	3
89	как мы	3	3
90	она в	3	3
91	и даже	3	3
92	и он	5	3
93	и по	3	3
94	и его	5	3
95	не случайно	7	3
96	хотя и	2	3
97	уже знаем	2	3
98	к себе	5	3
99	от него	3	3
100	связи с	4	3
101	в конце	4	3
102	тогда как	7	3
103	перед нами	5	2
104	согласиться с	2	2
105	для нее	2	2
106	тому что	4	2
107	та же	4	2
108	и так	2	2
109	и от	4	2
110	прежде всего	11	2
111	в литературе	3	2
112	в то	8	2
113	мы знаем	2	2
114	ни в	5	2
115	в ее	3	2
116	у нее	2	2
117	что при	3	2
118	в форме	2	2
119	она не	4	2
120	участие в	2	2
121	было бы	6	2
122	в действительности	4	2
123	на его	2	2
124	в самом	4	2
125	не имеют	3	2
126	и о	4	2
127	и когда	3	2
128	если в	2	2
129	на том	2	2
130	на него	2	2
131	со стороны	3	2
132	здесь не	2	2
133	в связи	3	2
134	уже не	7	2
135	там же	2	2
136	что не	2	2
137	друг друга	5	2
138	ничем не	3	2
139	из них	4	2
140	в одной	2	2
141	с этим	3	2
142	но он	3	2
143	и на	3	2
144	они не	2	2
145	и дело	2	2
146	и другое	2	2
147	только на	2	2
148	все эти	3	2
149	и это	4	2
150	то чтобы	2	2
151	видит в	3	2
152	до сих	2	2
