N	2gram	Vygotskiy__4	Vladivir
1	и в	33	30
2	то что	44	20
3	в этом	28	20
4	у него	6	19
5	в том	21	18
6	и не	13	18
7	и с	2	14
8	что он	20	13
9	в конце	8	13
10	том что	22	12
11	что в	21	12
12	не только	7	12
13	в его	10	11
14	а в	4	11
15	как мы	4	11
16	сказать что	13	11
17	не было	3	10
18	не в	2	9
19	было бы	12	9
20	все же	5	9
21	потому что	24	9
22	не может	10	9
23	в то	3	9
24	связи с	2	8
25	в своем	7	8
26	вместе с	8	8
27	но и	3	8
28	но в	2	8
29	никогда не	5	7
30	точки зрения	6	7
31	и все	12	7
32	ни в	3	7
33	до конца	7	7
34	может быть	22	7
35	которую он	2	7
36	для нас	7	7
37	а не	6	7
38	как это	14	7
39	то есть	13	7
40	к этому	4	6
41	прежде всего	2	6
42	и к	2	6
43	об этом	4	6
44	у нас	4	6
45	то время	2	6
46	только в	4	6
47	всяком случае	3	6
48	во всяком	3	6
49	в себе	6	6
50	жизни и	4	6
51	и его	5	6
52	также и	2	6
53	и то	2	5
54	по себе	9	5
55	как и	5	5
56	так что	7	5
57	при этом	2	5
58	тот же	3	5
59	в своей	4	5
60	как бы	25	5
61	в котором	2	5
62	так и	3	5
63	все это	13	5
64	с этим	5	5
65	и что	25	5
66	того что	4	5
67	в результате	2	5
68	все эти	6	5
69	так как	12	5
70	с ним	5	5
71	из этого	5	5
72	с его	2	4
73	именно в	2	4
74	с этой	4	4
75	в это	2	4
76	я не	4	4
77	вовсе не	5	4
78	его в	3	4
79	можно сказать	2	4
80	мы знаем	2	4
81	что его	3	4
82	в этой	9	4
83	в целом	5	4
84	и если	9	4
85	что это	13	4
86	конечно не	3	4
87	и мы	15	4
88	и о	4	4
89	в ней	6	4
90	он не	11	4
91	это время	2	4
92	в нем	7	4
93	то это	3	4
94	со стороны	2	4
95	то же	9	4
96	и наконец	2	4
97	на этот	3	4
98	и он	3	4
99	так же	13	4
100	той же	4	4
101	по поводу	4	4
102	и на	5	4
103	мы должны	6	4
104	о том	20	4
105	мы читаем	2	4
106	в которой	4	4
107	это было	4	4
108	уже в	2	3
109	всех этих	3	3
110	мы будем	5	3
111	должен был	3	3
112	в них	2	3
113	хотя бы	2	3
114	едва ли	2	3
115	из этих	2	3
116	точно так	3	3
117	что касается	2	3
118	это в	4	3
119	же время	2	3
120	что и	3	3
121	к такому	2	3
122	да и	3	3
123	по существу	2	3
124	и как	5	3
125	но не	3	3
126	никак нельзя	2	3
127	и для	3	3
128	никак не	6	3
129	с точки	4	3
130	только одно	2	3
131	во всех	2	3
132	нам кажется	2	3
133	как в	3	3
134	таким образом	13	3
135	те же	2	3
136	и вот	6	3
137	здесь мы	3	3
138	должно быть	3	3
139	в таком	4	3
140	в виде	3	3
141	но он	6	3
142	и это	5	3
143	мы сейчас	2	3
144	конце концов	3	3
145	когда мы	6	3
146	не то	4	3
147	ним в	2	2
148	в самых	3	2
149	нисколько не	5	2
150	с тем	4	2
151	казалось бы	5	2
152	и есть	4	2
153	больше того	3	2
154	бы его	3	2
155	это не	6	2
156	и от	2	2
157	только после	5	2
158	на все	2	2
159	не был	2	2
160	здесь в	3	2
161	к тому	12	2
162	он все	3	2
163	ли он	2	2
164	без всякого	2	2
165	которой мы	3	2
166	из его	2	2
167	на этом	3	2
168	и может	5	2
169	она не	3	2
170	в каких	2	2
171	и из	3	2
172	кажется что	2	2
173	мы уже	5	2
174	себе и	2	2
175	в самом	12	2
176	в сущности	6	2
177	в частности	4	2
178	том чтобы	4	2
179	на то	10	2
180	и потому	2	2
181	о нем	4	2
182	для того	23	2
183	в виду	2	2
184	время как	2	2
185	даже в	2	2
186	не имеет	2	2
187	себя в	4	2
188	и до	3	2
189	ее на	2	2
190	его и	2	2
191	в их	2	2
192	не на	2	2
193	как я	3	2
194	но все	2	2
195	в двух	4	2
196	в той	3	2
197	и она	2	2
198	заключается в	5	2
199	того чтобы	22	2
200	что не	4	2
201	его не	2	2
202	что для	5	2
203	можно было	4	2
204	котором все	2	2
205	в своих	3	2
206	их в	3	2
207	сам по	2	2
208	здравого смысла	3	2
209	как будто	8	2
210	что если	3	2
211	что эти	2	2
212	как он	5	2
213	к этой	3	2
214	ничего не	2	2
215	мы не	5	2
