N	2gram	Bakhtin_Pr_1	Formalny
1	и не	34	30
2	вовсе не	8	28
3	и в	23	27
4	может быть	21	25
5	не может	11	24
6	так и	10	21
7	и его	13	19
8	таким образом	11	18
9	в этом	25	18
10	а не	20	17
11	точки зрения	21	16
12	самом деле	5	16
13	в нем	20	15
14	в процессе	4	15
15	то же	10	15
16	между ними	2	15
17	на самом	4	14
18	как и	8	14
19	с точки	15	14
20	не в	6	12
21	если бы	10	12
22	в самом	8	11
23	в жизни	6	11
24	но и	11	10
25	не могут	6	10
26	лишь в	3	9
27	так как	7	9
28	не только	13	9
29	так же	6	9
30	что в	8	8
31	ни в	3	8
32	при этом	3	8
33	в пределах	9	8
34	как бы	28	8
35	и все	3	8
36	то что	18	8
37	как раз	4	8
38	входит в	2	8
39	как мы	5	8
40	только в	8	8
41	в том	11	7
42	же время	7	7
43	все это	7	7
44	потому что	12	7
45	в искусстве	2	7
46	в то	10	7
47	его в	4	7
48	между тем	5	7
49	в его	24	7
50	там где	6	7
51	с другой	2	6
52	всяком случае	3	6
53	все эти	8	6
54	в своих	2	6
55	бы в	3	6
56	но в	4	6
57	в литературе	3	6
58	что он	10	6
59	более того	3	6
60	еще не	5	6
61	было бы	6	6
62	и понимания	3	6
63	все же	5	6
64	в своей	11	6
65	хотя бы	2	6
66	и для	3	6
67	в данном	2	6
68	во всяком	4	6
69	вместе с	2	6
70	никогда не	5	5
71	в каждом	8	5
72	что именно	2	5
73	зависимости от	3	5
74	ни было	4	5
75	в плоскости	4	5
76	того чтобы	4	5
77	и их	2	5
78	друг друга	3	5
79	другой стороны	2	5
80	в одной	4	5
81	единство произведения	2	5
82	в результате	4	5
83	говорит он	8	5
84	в истории	2	5
85	в художественном	2	5
86	большинстве случаев	2	5
87	в единстве	7	5
88	в зависимости	3	5
89	но не	8	5
90	и потому	3	5
91	тому как	3	5
92	тем что	3	5
93	если же	2	5
94	так сказать	3	5
95	уже в	5	4
96	то ни	3	4
97	прежде всего	7	4
98	является лишь	4	4
99	в смысле	2	4
100	да и	2	4
101	следовательно и	2	4
102	и как	8	4
103	можно говорить	2	4
104	в большинстве	2	4
105	до конца	5	4
106	для того	2	4
107	бы то	3	4
108	в целом	4	4
109	жизни и	6	4
110	данном случае	2	4
111	со стороны	2	4
112	смысл и	2	4
113	они не	3	4
114	о том	2	4
115	по себе	7	4
116	в романе	11	4
117	том что	9	4
118	социальной жизни	2	4
119	она не	5	4
120	как в	6	4
121	менее всего	4	4
122	роль в	2	4
123	мы не	2	4
124	подобно тому	3	4
125	видения и	8	4
126	творчества и	2	3
127	бы и	4	3
128	в этих	2	3
129	тому что	2	3
130	это не	10	3
131	в конце	5	3
132	можно сказать	2	3
133	является для	2	3
134	для нас	3	3
135	лишь как	5	3
136	должна быть	2	3
137	того что	2	3
138	дело идет	6	3
139	одним из	8	3
140	и тем	2	3
141	только то	3	3
142	по отношению	11	3
143	одной плоскости	3	3
144	той же	6	3
145	этом отношении	5	3
146	в которых	2	3
147	и на	10	3
148	никак не	2	3
149	их в	2	3
150	сказать что	5	3
151	и с	4	3
152	в основе	5	3
153	он и	5	3
154	романа в	4	3
155	в плоскость	3	3
156	в них	3	3
157	раз и	3	3
158	в условиях	2	3
159	мы уже	2	3
160	во всех	5	3
161	о нем	11	3
162	оно не	2	3
163	отношению к	11	3
164	в той	6	3
165	уже не	8	3
166	героя в	4	3
167	не на	3	3
168	то он	3	3
169	в себе	5	3
170	и навсегда	2	3
171	сам он	3	2
172	бы к	2	2
173	друг другу	2	2
174	в отношении	2	2
175	говорить об	2	2
176	была бы	2	2
177	всех этих	3	2
178	но это	5	2
179	в этой	4	2
180	является не	3	2
181	художественного творчества	2	2
182	к другому	2	2
183	совпадает с	2	2
184	но для	2	2
185	со всею	3	2
186	в котором	2	2
187	был бы	5	2
188	построения романа	5	2
189	какой бы	2	2
190	нам кажется	4	2
191	он может	3	2
192	из них	2	2
193	от того	2	2
194	что она	2	2
195	отличается от	2	2
196	в своем	8	2
197	отношения к	2	2
198	но эта	4	2
199	в самой	7	2
200	именно на	2	2
201	весь этот	2	2
202	и даже	3	2
203	романа и	4	2
204	единство романа	3	2
205	материал и	2	2
206	из этих	2	2
207	как он	2	2
208	конце концов	4	2
209	слово в	2	2
210	в кругозор	6	2
211	лишь одним	2	2
212	поэтому и	2	2
213	с его	6	2
214	нисколько не	2	2
215	именно потому	2	2
216	сознания и	3	2
217	этом смысле	9	2
218	однако в	2	2
219	поэтому в	2	2
220	к более	2	2
221	не как	12	2
222	и во	2	2
223	же что	2	2
224	к этому	2	2
225	из одного	4	2
226	идет не	3	2
227	с ее	2	2
228	говорить о	2	2
229	и притом	2	2
230	одна из	2	2
231	не об	3	2
232	мы должны	2	2
233	кажется что	3	2
234	в сущности	5	2
235	за пределы	6	2
236	таким же	2	2
237	в основном	2	2
238	не значит	2	2
239	этого слова	2	2
240	даже в	2	2
241	сами по	3	2
242	что и	5	2
243	как не	4	2
244	в отличие	2	2
245	это и	9	2
246	человека в	5	2
247	как их	3	2
248	в художественной	2	2
249	отношения между	2	2
250	в рамки	2	2
251	и это	5	2
252	героя и	5	2
253	в единство	5	2
254	органическое единство	2	2
255	самый факт	2	2
256	окружающей действительности	2	2
257	отличие от	2	2
258	в области	3	2
259	ничего не	6	2
