N	2gram	Voloshinov_1	KulturaY
1	и в	19	23
2	не только	8	20
3	в том	6	19
4	в этом	16	18
5	и не	26	16
6	ни к	2	15
7	было бы	4	15
8	так как	2	15
9	может быть	26	15
10	точки зрения	34	14
11	если бы	2	12
12	у нас	2	12
13	в самом	10	12
14	все эти	7	12
15	том что	3	11
16	того чтобы	5	11
17	в области	3	11
18	но в	7	11
19	что в	4	10
20	по себе	4	10
21	в языке	4	10
22	а не	7	10
23	вовсе не	5	9
24	вопрос о	4	9
25	в сущности	3	9
26	то что	8	9
27	самом деле	10	9
28	для того	4	9
29	хотя бы	5	9
30	можно было	2	9
31	не может	24	9
32	с другой	5	8
33	прежде всего	13	8
34	не в	5	8
35	иными словами	2	8
36	в качестве	2	8
37	и пр	12	8
38	с точки	20	8
39	языка и	13	8
40	не менее	4	7
41	в нашем	2	7
42	все же	8	7
43	но и	8	7
44	другой стороны	6	7
45	с помощью	6	7
46	и с	2	7
47	что не	2	6
48	тем не	2	6
49	речи в	3	6
50	то же	7	6
51	этот вопрос	5	6
52	между тем	3	6
53	и на	4	6
54	ту же	2	6
55	не могут	3	5
56	должна быть	2	5
57	что все	2	5
58	этом смысле	2	5
59	ясно что	5	5
60	что он	2	5
61	тот же	4	5
62	еще не	4	5
63	в его	6	5
64	всяком случае	2	5
65	этого слова	2	5
66	слова и	3	5
67	что же	4	5
68	все это	3	5
69	таким образом	17	5
70	там где	2	5
71	лишь в	9	5
72	целый ряд	3	5
73	речи и	3	5
74	во всяком	5	5
75	и здесь	6	5
76	только в	9	5
77	зависимости от	2	5
78	в узком	2	4
79	отнюдь не	6	4
80	к этому	5	4
81	бы и	2	4
82	если мы	11	4
83	можно сказать	3	4
84	к тому	2	4
85	мы знаем	5	4
86	ни в	2	4
87	но все	3	4
88	должно быть	2	4
89	в пределах	6	4
90	или в	2	4
91	от того	4	4
92	как бы	15	4
93	однако не	2	4
94	в нем	10	4
95	на этой	2	4
96	так же	7	4
97	в связи	7	4
98	не было	3	4
99	не имеет	3	4
100	в данном	4	4
101	в результате	9	4
102	сказать что	4	4
103	могут быть	2	4
104	в каком	3	4
105	в то	3	4
106	в конце	5	4
107	ничего не	6	4
108	так и	11	4
109	что слово	4	3
110	же время	3	3
111	различие между	3	3
112	данный момент	2	3
113	это и	3	3
114	того же	6	3
115	до конца	5	3
116	совершенно не	3	3
117	связи с	11	3
118	но для	2	3
119	в ней	4	3
120	он не	3	3
121	что и	2	3
122	не все	2	3
123	в процессе	14	3
124	говорящего коллектива	2	3
125	как в	4	3
126	как раз	2	3
127	с этим	4	3
128	этом отношении	3	3
129	не знает	2	3
130	именно в	5	3
131	языкового творчества	4	3
132	те же	5	3
133	это так	2	3
134	как мы	13	3
135	сводится к	3	3
136	того что	3	3
137	из которых	2	3
138	что такое	2	3
139	следует что	3	3
140	или иначе	2	3
141	а в	4	3
142	и его	19	3
143	конце концов	3	3
144	слова как	7	3
145	тем что	2	3
146	языка в	14	3
147	выражение в	4	3
148	и это	3	3
149	к этой	2	3
150	в виду	2	3
151	в отношении	4	2
152	темы и	2	2
153	и более	2	2
154	же как	2	2
155	сознания и	3	2
156	и есть	3	2
157	в частности	2	2
158	никогда не	2	2
159	смысле этого	3	2
160	мысль и	2	2
161	с этой	2	2
162	не как	2	2
163	и от	3	2
164	и все	5	2
165	одного из	3	2
166	не просто	2	2
167	его к	2	2
168	языка как	17	2
169	этом случае	3	2
170	узком смысле	2	2
171	следовательно и	2	2
172	в другом	2	2
173	и потому	5	2
174	свою очередь	2	2
175	что само	2	2
176	в свою	2	2
177	тех пор	2	2
178	язык и	2	2
179	она не	2	2
180	при этом	8	2
181	язык в	4	2
182	в целях	3	2
183	конечно не	5	2
184	по преимуществу	5	2
185	же и	2	2
186	и даже	2	2
187	в своей	3	2
188	мы скажем	2	2
189	для данного	2	2
190	и следовательно	3	2
191	в своем	2	2
192	в отличие	5	2
193	лишь с	4	2
194	и для	11	2
195	это положение	2	2
196	на самом	3	2
197	как и	12	2
198	здесь мы	4	2
199	должны быть	3	2
200	на этот	3	2
201	в корне	3	2
202	той же	2	2
203	рядом с	5	2
204	языка не	2	2
205	от этого	2	2
206	нуждается в	3	2
207	в своих	2	2
208	и вообще	2	2
209	могла бы	2	2
210	мы должны	3	2
211	большинстве случаев	3	2
212	отличие от	5	2
