N	2gram	Losev_Vlad_3	Komedia
1	и в	40	26
2	и не	25	14
3	едва ли	11	14
4	к тому	7	12
5	так и	6	12
6	и его	10	12
7	в том	18	11
8	тому же	5	11
9	может быть	8	11
10	но и	18	10
11	в этом	16	10
12	что в	17	9
13	том что	18	9
14	если бы	3	9
15	вместе с	7	9
16	было бы	4	8
17	и на	6	7
18	из них	2	7
19	не только	25	7
20	что и	7	7
21	на себя	2	7
22	в своем	8	6
23	то что	28	6
24	еще не	4	6
25	наряду с	2	6
26	в нем	3	6
27	того чтобы	3	6
28	потому что	11	6
29	и здесь	6	6
30	в то	7	6
31	о том	11	6
32	таким образом	11	6
33	с его	2	5
34	с тем	7	5
35	независимо от	3	5
36	в которой	2	5
37	к этому	2	5
38	что он	5	5
39	в качестве	3	5
40	себя внимание	2	5
41	ни в	10	5
42	в истории	5	5
43	с этим	2	5
44	для того	2	5
45	так что	14	5
46	обращает на	2	5
47	и с	9	5
48	больше чем	2	5
49	уже в	3	4
50	не менее	9	4
51	у него	24	4
52	в этих	2	4
53	тому что	4	4
54	и от	6	4
55	прежде всего	10	4
56	из этих	3	4
57	как мы	8	4
58	же в	3	4
59	как и	7	4
60	в целом	2	4
61	с их	3	4
62	одной из	2	4
63	хотя и	7	4
64	в его	14	4
65	еще в	5	4
66	все же	4	4
67	в самом	4	4
68	и для	3	4
69	в в	2	4
70	можно было	5	4
71	точки зрения	13	4
72	в начале	2	4
73	только в	13	4
74	что это	9	4
75	так как	7	4
76	как это	4	4
77	его в	2	4
78	это было	3	4
79	так или	2	3
80	с этой	2	3
81	вопрос о	4	3
82	то время	4	3
83	что на	2	3
84	но если	5	3
85	мы знаем	3	3
86	что его	2	3
87	но все	3	3
88	связи с	2	3
89	но не	4	3
90	того же	2	3
91	же время	2	3
92	ли можно	2	3
93	здесь в	4	3
94	для нас	5	3
95	да и	6	3
96	в ней	5	3
97	в котором	4	3
98	не имеет	4	3
99	в своей	9	3
100	даже не	3	3
101	в их	2	3
102	при всем	2	3
103	в связи	3	3
104	то же	4	3
105	не было	5	3
106	к нему	3	3
107	друг друга	2	3
108	а в	7	3
109	или иначе	2	3
110	тем что	5	3
111	не может	14	3
112	что касается	2	3
113	это время	2	3
114	в этой	8	3
115	но в	4	3
116	отнюдь не	5	2
117	в нашем	2	2
118	то ни	3	2
119	в какой	2	2
120	с другой	5	2
121	это не	3	2
122	в конце	12	2
123	в одном	5	2
124	в духе	3	2
125	этом смысле	3	2
126	и был	3	2
127	вовсе не	13	2
128	этом же	2	2
129	то это	10	2
130	и к	2	2
131	об этом	6	2
132	он был	2	2
133	не в	3	2
134	в силу	2	2
135	является не	3	2
136	философии и	9	2
137	чем в	4	2
138	бы то	3	2
139	одной стороны	3	2
140	в это	2	2
141	и если	7	2
142	как не	2	2
143	не удалось	3	2
144	от того	4	2
145	он не	8	2
146	как бы	3	2
147	не вполне	2	2
148	всяком случае	3	2
149	чем это	2	2
150	время как	2	2
151	даже в	4	2
152	не является	2	2
153	хотя бы	6	2
154	и это	6	2
155	в мире	2	2
156	и за	2	2
157	со стороны	2	2
158	что она	2	2
159	в изображении	2	2
160	в отличие	3	2
161	если не	6	2
162	с одной	3	2
163	в течение	4	2
164	бог и	2	2
165	мы находим	2	2
166	и что	8	2
167	и у	3	2
168	бы и	4	2
169	отличие от	3	2
170	роль в	2	2
171	мы не	2	2
172	тут же	5	2
173	в философии	3	2
174	во всяком	3	2
175	от этого	2	2
176	под названием	9	2
177	к его	2	2
178	и еще	2	2
179	и вовсе	3	2
180	и все	4	2
181	из этого	2	2
182	бы в	2	2
183	мы имеем	3	2
184	вообще говоря	2	2
185	в виду	3	2
186	же не	2	2
