N	2gram	Propp_Isto_1	StatiiOP
1	и в	28	44
2	в том	9	36
3	и т	25	30
4	что в	12	30
5	том что	7	29
6	т д	22	21
7	в этом	8	21
8	вовсе не	2	19
9	то что	9	18
10	не только	12	18
11	было бы	7	17
12	а в	7	17
13	о том	9	17
14	и не	9	16
15	а не	15	16
16	т е	10	15
17	может быть	25	15
18	в области	2	14
19	как в	2	13
20	можно было	5	13
21	не в	9	12
22	в этой	6	11
23	ясно что	2	10
24	что он	10	10
25	но и	10	10
26	но в	8	10
27	только в	11	10
28	с другой	6	9
29	если бы	8	9
30	в то	3	9
31	как и	4	9
32	того что	4	9
33	также и	3	9
34	так и	9	9
35	в его	5	9
36	например в	5	8
37	во всех	2	8
38	все же	10	8
39	из них	3	8
40	не может	15	8
41	и его	3	8
42	это не	7	8
43	я не	3	7
44	прежде всего	10	7
45	так например	6	7
46	для нас	13	7
47	сих пор	5	7
48	до сих	5	7
49	другой стороны	5	7
50	таким образом	8	7
51	сказать что	5	7
52	что они	5	7
53	потому что	4	6
54	так что	4	6
55	но это	4	6
56	для него	2	6
57	что и	6	6
58	со стороны	2	6
59	что же	3	6
60	именно в	3	6
61	дело в	3	6
62	хотя бы	4	6
63	не менее	6	5
64	никогда не	14	5
65	была бы	2	5
66	так же	7	5
67	что мы	7	5
68	в котором	3	5
69	в нем	2	5
70	в целом	2	5
71	все это	4	5
72	то же	12	5
73	и даже	4	5
74	и по	3	5
75	тем что	3	5
76	могут быть	4	5
77	все эти	4	5
78	так как	6	5
79	там где	4	5
80	на вопрос	2	4
81	что это	8	4
82	в частности	2	4
83	столь же	2	4
84	для изучения	6	4
85	что она	5	4
86	вопрос о	5	4
87	в ее	2	4
88	но все	4	4
89	и что	10	4
90	в качестве	5	4
91	никто не	2	4
92	как раз	2	4
93	но если	2	4
94	как бы	2	4
95	на то	4	4
96	дело не	5	4
97	даже не	2	4
98	этот вопрос	7	4
99	как будто	4	4
100	на эту	3	4
101	как это	3	4
102	к которому	5	4
103	том как	2	4
104	в основе	4	3
105	не существует	2	3
106	а с	2	3
107	во время	3	3
108	вопрос в	2	3
109	по этому	2	3
110	поэтому в	2	3
111	точку зрения	3	3
112	в какой	3	3
113	и с	4	3
114	должна быть	5	3
115	так называемая	3	3
116	в тех	2	3
117	очень часто	3	3
118	очень мало	2	3
119	об этом	4	3
120	в начале	3	3
121	же как	2	3
122	но не	5	3
123	еще не	7	3
124	что не	2	3
125	и для	4	3
126	не по	2	3
127	в ней	7	3
128	даже в	4	3
129	не все	4	3
130	должен быть	3	3
131	и тем	2	3
132	то это	3	3
133	отношению к	3	3
134	говорит о	2	3
135	а именно	4	3
136	по отношению	3	3
137	меньшей мере	2	3
138	и только	2	3
139	в виде	2	3
140	с одной	4	3
141	должны быть	4	3
142	на этот	2	3
143	за то	2	3
144	в очень	2	3
145	к сожалению	3	3
146	в другом	3	3
147	видно что	6	3
148	связанные с	2	3
149	будто бы	3	3
150	во многих	2	3
151	ответ на	2	3
152	между тем	2	3
153	с этим	4	3
154	что от	2	2
155	такие случаи	2	2
156	нисколько не	2	2
157	всех этих	2	2
158	бы мы	2	2
159	в этих	7	2
160	материала и	2	2
161	в своем	5	2
162	превращается в	4	2
163	как о	2	2
164	не всегда	8	2
165	в такой	2	2
166	по существу	5	2
167	это явление	2	2
168	при этом	3	2
169	говорит в	2	2
170	то время	3	2
171	ни один	6	2
172	одной стороны	4	2
173	этого вопроса	3	2
174	в данной	2	2
175	следовало бы	3	2
176	и потому	2	2
177	ни одной	2	2
178	это дело	3	2
179	тем не	6	2
180	которые в	2	2
181	можно назвать	2	2
182	подчеркнуть что	2	2
183	конечно не	2	2
184	отношения к	2	2
185	на него	4	2
186	и их	3	2
187	и тогда	3	2
188	для этого	3	2
189	еще и	2	2
190	в эпоху	2	2
191	в пользу	2	2
192	надо сказать	3	2
193	есть только	3	2
194	по его	2	2
195	он должен	2	2
196	мы не	10	2
197	ничего не	2	2
198	не знает	5	2
199	что этот	2	2
200	дело с	2	2
201	а иногда	2	2
202	их в	5	2
203	от этого	2	2
204	он не	2	2
205	в себе	2	2
206	по своей	2	2
207	что здесь	5	2
208	этому поводу	2	2
209	как правило	4	2
210	его в	6	2
211	при помощи	2	2
212	должен был	3	2
213	только с	2	2
214	мы имеем	13	2
215	время как	3	2
