N	2gram	Vygotskiy__2	Formalny
1	и в	32	38
2	в этом	13	27
3	может быть	18	23
4	и его	7	21
5	таким образом	21	20
6	и не	10	20
7	в самом	12	16
8	не в	8	15
9	и т	10	14
10	не может	17	14
11	в нем	4	13
12	но и	10	13
13	в поэзии	3	12
14	с его	2	11
15	с тем	11	11
16	в том	37	11
17	вовсе не	2	11
18	в его	2	10
19	с другими	2	10
20	и с	4	9
21	как и	10	9
22	при этом	13	9
23	в процессе	2	9
24	не только	12	9
25	т п	8	9
26	отнюдь не	5	8
27	что и	17	8
28	все же	4	8
29	так и	3	8
30	поэтического произведения	3	8
31	самом деле	16	8
32	тем что	9	8
33	точки зрения	17	8
34	что в	20	7
35	не могут	3	7
36	по себе	12	7
37	по существу	3	7
38	в своей	3	7
39	в других	2	7
40	этом отношении	5	7
41	в поэтическом	2	7
42	с точки	10	7
43	художественного произведения	5	6
44	не было	2	6
45	все время	6	6
46	то что	21	6
47	и ее	3	6
48	в ней	5	6
49	в этой	6	6
50	было бы	11	6
51	вместе с	2	6
52	в их	3	6
53	то же	13	6
54	все эти	7	6
55	а не	7	6
56	как раз	5	6
57	в языке	4	6
58	могут быть	4	6
59	он не	6	6
60	только в	7	6
61	а в	4	6
62	хотя бы	3	6
63	в общем	3	5
64	в первый	2	5
65	если бы	6	5
66	или иного	2	5
67	что он	13	5
68	же время	2	5
69	во всех	3	5
70	если мы	12	5
71	что же	3	5
72	с этим	4	5
73	и только	2	5
74	т д	2	5
75	и для	4	5
76	еще более	3	5
77	сводится к	2	5
78	говорит он	4	5
79	в основе	11	5
80	в то	5	5
81	во всяком	2	5
82	всяком случае	2	5
83	материала и	2	4
84	по учению	2	4
85	оно не	2	4
86	не как	3	4
87	к тому	7	4
88	что они	7	4
89	его от	2	4
90	совершенно не	4	4
91	в сущности	7	4
92	того или	3	4
93	как бы	6	4
94	и к	3	4
95	из них	4	4
96	как в	9	4
97	другой стороны	2	4
98	в особенности	2	4
99	что оно	2	4
100	что не	3	4
101	и даже	5	4
102	там где	2	4
103	ничего не	4	4
104	так как	12	4
105	но в	3	4
106	если в	2	3
107	же как	4	3
108	главным образом	3	3
109	место в	2	3
110	была бы	2	3
111	к действительности	2	3
112	в какой	2	3
113	с другой	3	3
114	мы знаем	7	3
115	и здесь	2	3
116	и как	7	3
117	чтобы показать	3	3
118	например в	3	3
119	однако не	2	3
120	его с	2	3
121	то это	3	3
122	в целом	4	3
123	жизни и	4	3
124	и их	3	3
125	и до	4	3
126	значение и	2	3
127	только на	5	3
128	все это	5	3
129	так в	2	3
130	на самом	5	3
131	к нему	2	3
132	такой же	7	3
133	именно на	2	3
134	того что	8	3
135	того чтобы	14	3
136	для того	13	3
137	роль в	2	3
138	мы не	3	3
139	каждый из	2	3
140	и на	5	3
141	сам по	4	3
142	материал и	2	3
143	как к	3	3
144	слова в	2	3
145	говорит эйхенбаум	2	3
146	и все	4	3
147	что это	8	3
148	от смысла	2	3
149	искусство как	4	3
150	это было	3	3
151	и более	4	2
152	все более	2	2
153	никогда не	9	2
154	состоит в	3	2
155	имеет значение	2	2
156	в этих	2	2
157	что искусство	4	2
158	тому что	4	2
159	для этого	3	2
160	и многие	2	2
161	столь же	4	2
162	это не	2	2
163	в конце	3	2
164	как прием	3	2
165	этих двух	2	2
166	представление о	3	2
167	этого факта	2	2
168	произведение как	2	2
169	тем и	2	2
170	что именно	3	2
171	а только	3	2
172	самое понятие	2	2
173	в ее	2	2
174	до конца	3	2
175	том что	21	2
176	том случае	4	2
177	но это	2	2
178	но не	2	2
179	очевидно что	2	2
180	или же	3	2
181	но как	3	2
182	и другое	2	2
183	она не	2	2
184	ни на	3	2
185	формализма и	2	2
186	мы в	3	2
187	что на	4	2
188	едва ли	4	2
189	и приемы	2	2
190	конце концов	3	2
191	но совершенно	3	2
192	для нее	2	2
193	сами по	3	2
194	не так	2	2
195	один из	3	2
196	и тем	4	2
197	есть только	5	2
198	не к	3	2
199	отношение к	2	2
200	ни в	2	2
201	а к	2	2
202	художественное произведение	6	2
203	как она	4	2
204	при анализе	2	2
205	смысл и	2	2
206	на этом	3	2
207	то ни	2	2
208	и других	3	2
209	потебни и	2	2
210	не имеет	4	2
211	и по	4	2
212	что для	7	2
213	отличие от	2	2
214	в таком	2	2
215	этот вопрос	3	2
216	и то	3	2
217	формы и	6	2
218	и совершенно	3	2
219	их в	2	2
220	сказать что	7	2
221	между тем	4	2
222	он в	3	2
223	и от	2	2
224	в искусстве	21	2
225	если же	4	2
226	произведения искусства	4	2
227	при помощи	10	2
228	и это	4	2
229	в художественном	6	2
230	из этого	4	2
231	должен был	2	2
232	в чем	4	2
233	потому что	21	2
234	как это	4	2
235	в которой	2	2
236	та же	3	2
237	не могли	3	2
238	в виду	3	2
239	произведения как	2	2
