N	2gram	Vinokur_Ku_1	Istorich
1	т е	38	29
2	что он	6	24
3	и т	33	19
4	не только	10	18
5	т д	14	18
6	может быть	13	17
7	никогда не	2	15
8	и в	24	15
9	мы имеем	6	15
10	но и	6	14
11	так как	9	14
12	так же	4	13
13	что в	17	12
14	а в	5	12
15	то что	9	12
16	в этих	4	11
17	и не	12	11
18	в этом	14	11
19	что они	4	10
20	то же	8	10
21	этих случаях	2	10
22	с тем	5	9
23	еще не	5	9
24	все же	12	9
25	и здесь	3	9
26	потому что	23	9
27	связи с	7	8
28	мы увидим	3	8
29	один из	4	8
30	он не	2	8
31	очень много	2	8
32	том что	21	7
33	и пр	15	7
34	в нем	4	7
35	вместе с	7	7
36	сих пор	4	7
37	таким образом	12	7
38	не в	11	7
39	ничего не	2	7
40	видно что	2	6
41	так что	4	6
42	до сих	4	6
43	что это	5	6
44	в его	12	6
45	как бы	7	6
46	то это	3	6
47	что и	4	6
48	и что	5	6
49	в том	30	6
50	только в	11	6
51	но в	2	6
52	и есть	2	5
53	с этим	4	5
54	прежде всего	9	5
55	в одном	3	5
56	этом случае	2	5
57	к тому	5	5
58	но все	2	5
59	как в	4	5
60	было бы	15	5
61	этого не	2	5
62	в котором	3	5
63	так и	7	5
64	что она	3	5
65	не может	7	5
66	в связи	3	5
67	а не	8	5
68	можно было	6	5
69	к которому	3	5
70	вопрос о	2	4
71	для нас	2	4
72	в этой	3	4
73	при этом	6	4
74	эти случаи	2	4
75	в ней	6	4
76	о нем	2	4
77	что эти	4	4
78	дело не	2	4
79	того как	4	4
80	они не	3	4
81	и с	5	4
82	тем что	8	4
83	и на	4	4
84	в себе	3	4
85	все эти	6	4
86	в качестве	7	3
87	в состоянии	2	3
88	не мог	2	3
89	и его	5	3
90	из этих	4	3
91	на то	4	3
92	уже на	2	3
93	как это	3	3
94	между прочим	2	3
95	же и	2	3
96	но если	2	3
97	по мере	3	3
98	о том	9	3
99	отношению к	9	3
100	когда он	3	3
101	а именно	2	3
102	в их	3	3
103	все это	6	3
104	по отношению	8	3
105	стоит в	4	3
106	того что	9	3
107	увидим что	2	3
108	роль в	4	3
109	уже в	3	2
110	я не	2	2
111	не было	3	2
112	и социальной	2	2
113	и более	2	2
114	смысле этого	3	2
115	с другой	7	2
116	это не	7	2
117	не столько	2	2
118	но с	2	2
119	к себе	4	2
120	представление о	3	2
121	на самом	2	2
122	и говорит	2	2
123	в тех	4	2
124	нисколько не	3	2
125	и эти	3	2
126	ни в	2	2
127	именно в	6	2
128	по существу	4	2
129	как и	2	2
130	в силу	10	2
131	не знают	2	2
132	но не	5	2
133	а то	2	2
134	одно из	2	2
135	мере того	3	2
136	и может	3	2
137	того чтобы	17	2
138	и если	3	2
139	например в	5	2
140	на его	3	2
141	и для	2	2
142	в сущности	3	2
143	подойти к	2	2
144	был бы	2	2
145	не все	2	2
146	хотя бы	10	2
147	ее в	2	2
148	из них	4	2
149	и именно	2	2
150	другой стороны	6	2
151	той же	3	2
152	в разных	2	2
153	а с	3	2
154	не просто	5	2
155	превращается в	2	2
156	когда мы	2	2
157	самом деле	9	2
158	тем самым	4	2
159	в системе	3	2
160	д и	2	2
161	или в	2	2
162	с ними	4	2
163	и то	3	2
164	в русском	4	2
165	в которых	6	2
166	то мы	3	2
167	состоит в	3	2
168	это только	3	2
169	в таких	4	2
170	здесь не	3	2
171	так сказать	5	2
172	в особенности	3	2
173	в которой	6	2
174	иное как	2	2
175	в виду	5	2
