N	2gram	Propp_Russ_1	Myslijsy
1	потому что	10	52
2	то есть	3	42
3	и в	36	39
4	может быть	8	27
5	в том	17	26
6	только в	4	25
7	что в	19	22
8	не может	4	22
9	а не	2	21
10	так как	15	21
11	не только	22	21
12	в нем	2	20
13	но и	16	20
14	и не	6	18
15	том что	19	16
16	так что	2	16
17	в этом	12	15
18	так и	7	13
19	таким образом	6	13
20	мы не	6	10
21	то что	6	10
22	как в	5	10
23	и что	4	10
24	могут быть	2	9
25	для нас	6	9
26	как и	10	9
27	там же	5	9
28	тем что	4	9
29	но в	2	9
30	в одном	3	8
31	но не	2	8
32	вместе с	10	8
33	того что	4	8
34	точки зрения	3	8
35	в ней	2	7
36	с этим	2	7
37	это не	10	7
38	в этих	3	7
39	не менее	3	6
40	независимо от	2	6
41	тем не	3	6
42	и как	2	6
43	еще не	4	6
44	что на	4	6
45	как бы	5	6
46	что и	7	6
47	все же	5	6
48	и т	10	6
49	то же	3	6
50	при этом	6	6
51	и по	8	6
52	того как	5	6
53	с тем	8	5
54	несмотря на	3	5
55	но это	4	5
56	и потому	2	5
57	в его	2	5
58	во всех	4	5
59	так же	3	5
60	а в	9	5
61	и для	2	5
62	не имеет	6	5
63	между тем	7	5
64	с в	4	5
65	в свою	3	4
66	мы видим	2	4
67	свою очередь	2	4
68	к тому	4	4
69	в своих	2	4
70	в каждом	2	4
71	т д	9	4
72	не было	2	4
73	то на	3	4
74	и других	7	4
75	в более	2	4
76	из этих	4	4
77	там где	2	4
78	только для	2	3
79	что это	3	3
80	тому что	4	3
81	в них	6	3
82	в жизни	2	3
83	показывает что	5	3
84	думать что	3	3
85	так например	6	3
86	в своем	3	3
87	но тем	2	3
88	мы увидим	8	3
89	она не	2	3
90	только на	3	3
91	и их	4	3
92	связи с	4	3
93	судить о	2	3
94	разница между	2	3
95	с ним	2	3
96	что по	4	3
97	хотя и	2	3
98	одно из	5	3
99	с точки	3	3
100	мы должны	2	3
101	и с	2	3
102	слова в	3	2
103	и более	2	2
104	по этому	3	2
105	в разные	2	2
106	их и	3	2
107	на все	2	2
108	как например	3	2
109	значение и	2	2
110	не можем	3	2
111	что именно	2	2
112	только по	2	2
113	не что	2	2
114	таким же	3	2
115	как мы	10	2
116	в г	4	2
117	уже не	6	2
118	у нас	8	2
119	следующее в	2	2
120	но все	3	2
121	их к	2	2
122	чем в	2	2
123	не были	2	2
124	после этого	4	2
125	для них	3	2
126	между прочим	2	2
127	имеет место	2	2
128	к ней	2	2
129	на что	2	2
130	его с	4	2
131	в целом	2	2
132	но эти	3	2
133	в их	4	2
134	для этого	2	2
135	ничего общего	2	2
136	связь между	2	2
137	тогда как	2	2
138	в разных	3	2
139	этот вопрос	2	2
140	в течение	5	2
141	на этот	3	2
142	или в	2	2
143	во многих	5	2
144	том же	2	2
145	к ним	3	2
146	иное как	2	2
147	что иное	2	2
148	видно что	6	2
149	как будто	5	2
150	в один	2	2
151	его к	2	2
152	о том	8	2
153	которые не	3	2
154	в других	11	2
155	мы можем	2	2
