N	2gram	Vinokur_Ku_2	Problemy
1	и не	16	31
2	и в	23	29
3	в его	5	24
4	может быть	15	24
5	а не	10	22
6	в этом	18	22
7	т е	22	21
8	как бы	4	19
9	в нем	4	19
10	точки зрения	14	19
11	не только	20	15
12	то что	9	15
13	не как	2	14
14	но и	7	14
15	и его	3	14
16	то же	6	14
17	рядом с	2	14
18	в пределах	4	13
19	уже не	8	13
20	с точки	8	13
21	как и	2	12
22	не может	9	12
23	таким образом	5	12
24	этом смысле	5	10
25	в самом	12	10
26	в то	4	10
27	только в	5	10
28	там где	5	10
29	это не	6	9
30	все же	7	9
31	но не	6	9
32	же время	3	9
33	все эти	12	9
34	если бы	12	9
35	в своем	2	8
36	до конца	3	8
37	по себе	10	8
38	что он	5	8
39	что в	10	8
40	как не	3	8
41	в своей	2	8
42	потому что	25	8
43	в том	19	8
44	прежде всего	8	7
45	вовсе не	9	7
46	том что	11	7
47	не в	8	7
48	она не	2	7
49	так и	4	7
50	в форме	3	7
51	достоевского и	2	7
52	а в	3	7
53	и на	6	7
54	но в	11	7
55	все это	5	6
56	в конце	4	6
57	не могут	5	6
58	выражение в	3	6
59	несмотря на	5	6
60	к нему	2	6
61	был бы	2	6
62	что она	3	6
63	как в	3	6
64	как раз	3	6
65	в самой	2	6
66	самом деле	9	6
67	так же	4	6
68	могут быть	4	6
69	и потому	2	6
70	так как	15	6
71	перед нами	4	5
72	сознания и	2	5
73	должна быть	5	5
74	именно в	3	5
75	было бы	15	5
76	но все	4	5
77	зависимости от	5	5
78	еще не	5	5
79	это и	3	5
80	в сущности	9	5
81	и о	4	5
82	у него	3	5
83	он не	3	5
84	в зависимости	4	5
85	той же	2	5
86	на самом	2	5
87	конце концов	3	5
88	во всяком	5	5
89	между тем	6	5
90	он и	2	5
91	и это	3	5
92	ничего не	4	5
93	в результате	4	4
94	в плоскости	2	4
95	превращается в	2	4
96	бы и	4	4
97	что и	3	4
98	но это	3	4
99	и с	7	4
100	и следовательно	2	4
101	в процессе	3	4
102	от того	4	4
103	не на	2	4
104	и т	39	4
105	и для	2	4
106	не было	4	4
107	тем что	3	4
108	как мы	3	4
109	должно быть	4	4
110	в этой	6	4
111	что же	5	4
112	уже в	3	3
113	я не	5	3
114	была бы	4	3
115	никогда не	2	3
116	в них	4	3
117	с другой	8	3
118	таким же	2	3
119	ни в	4	3
120	по существу	5	3
121	и пр	8	3
122	всяком случае	5	3
123	оно не	2	3
124	и до	2	3
125	в их	2	3
126	другой стороны	7	3
127	т п	24	3
128	этом отношении	3	3
129	приводит к	5	3
130	и у	2	3
131	отличается от	3	3
132	и здесь	5	3
133	в своих	2	3
134	сказать что	4	3
135	само по	5	3
136	не знает	3	3
137	как будто	2	3
138	мы должны	2	3
139	отношения к	2	3
140	всех этих	3	2
141	ни были	3	2
142	связи с	3	2
143	хотя бы	9	2
144	с этой	2	2
145	и от	2	2
146	те же	3	2
147	вопрос о	9	2
148	его к	2	2
149	же в	3	2
150	следовательно и	2	2
151	в обычном	2	2
152	чем в	3	2
153	при этом	2	2
154	лучшем случае	3	2
155	тот же	5	2
156	только как	2	2
157	отсюда и	2	2
158	на себе	4	2
159	конечно не	2	2
160	никак не	3	2
161	однако не	4	2
162	один из	5	2
163	как можно	2	2
164	нисколько не	3	2
165	данном случае	2	2
166	в отношении	2	2
167	то и	3	2
168	и даже	2	2
169	или же	2	2
170	что оно	3	2
171	в той	2	2
172	здесь мы	2	2
173	и что	8	2
174	из которых	3	2
175	на этот	2	2
176	для самого	2	2
177	в лучшем	3	2
178	можно было	9	2
179	конечно и	2	2
180	в данном	4	2
181	этот вопрос	6	2
182	в которых	2	2
183	в ней	3	2
184	и есть	2	2
185	могли бы	2	2
186	большинстве случаев	2	2
187	же и	2	2
188	с этим	3	2
189	по преимуществу	2	2
