N	2gram	Tiupa_Hudo_1	KulturaY
1	и в	19	23
2	точки зрения	10	23
3	в том	18	22
4	не только	16	17
5	в этом	11	16
6	с точки	3	16
7	в области	6	14
8	может быть	14	14
9	что в	6	13
10	в самом	5	13
11	не менее	3	12
12	для того	2	12
13	потому что	3	12
14	том что	8	11
15	а не	9	11
16	того что	4	11
17	в его	9	11
18	того чтобы	2	11
19	и не	15	10
20	прежде всего	4	9
21	тем не	3	9
22	еще не	3	9
23	таким образом	3	9
24	если бы	3	8
25	лишь в	4	8
26	уже не	4	8
27	в виду	5	8
28	в нашем	2	7
29	с другой	7	7
30	или иной	7	7
31	если мы	2	7
32	слова и	2	7
33	и что	3	7
34	в данном	4	7
35	сказать что	4	7
36	все эти	2	7
37	как это	5	7
38	языка в	4	6
39	по себе	2	6
40	что и	2	6
41	что он	3	6
42	при этом	13	6
43	и тем	2	6
44	так и	11	6
45	в их	5	6
46	не может	7	6
47	то же	10	6
48	могут быть	4	6
49	говорить о	3	6
50	только в	5	6
51	о том	2	6
52	в рамках	8	5
53	я не	2	5
54	вовсе не	2	5
55	как и	2	5
56	не в	7	5
57	хотя и	3	5
58	что она	2	5
59	как бы	9	5
60	а в	12	5
61	той или	4	5
62	из этих	3	5
63	далеко не	2	5
64	в чем	2	5
65	слова в	2	4
66	тому что	2	4
67	один из	2	4
68	этого слова	2	4
69	а также	5	4
70	в целом	3	4
71	того же	2	4
72	одной стороны	2	4
73	не случайно	3	4
74	в своей	5	4
75	и о	3	4
76	в ее	5	4
77	то что	4	4
78	как в	2	4
79	как раз	3	4
80	в своем	2	4
81	с одной	2	4
82	в той	3	4
83	заключается в	2	4
84	тем самым	4	4
85	в слове	3	4
86	не столько	3	4
87	между тем	4	4
88	и более	2	3
89	отнюдь не	2	3
90	это не	2	3
91	именно в	2	3
92	или иного	3	3
93	к тому	4	3
94	и к	3	3
95	в отношении	3	3
96	ни в	5	3
97	но как	2	3
98	то в	2	3
99	но не	11	3
100	по преимуществу	2	3
101	в какой	2	3
102	он не	4	3
103	отношение к	5	3
104	но и	10	3
105	а именно	2	3
106	по отношению	9	3
107	другой стороны	5	3
108	а с	2	3
109	в каком	2	3
110	в то	6	3
111	я в	11	3
112	в структуре	3	3
113	того или	3	3
114	я и	7	3
115	том числе	2	2
116	все это	2	2
117	о чем	2	2
118	в частности	13	2
119	может оказаться	2	2
120	не как	2	2
121	одного и	2	2
122	в одном	2	2
123	совершенно иной	2	2
124	сама по	2	2
125	можно сказать	5	2
126	к его	2	2
127	состоит в	16	2
128	и того	2	2
129	и как	3	2
130	более или	5	2
131	по своему	2	2
132	тот или	2	2
133	или иным	3	2
134	в качестве	24	2
135	мог бы	3	2
136	за пределы	2	2
137	может служить	2	2
138	иначе говоря	4	2
139	слова как	5	2
140	чем это	2	2
141	однако в	4	2
142	его в	2	2
143	не все	2	2
144	не с	2	2
145	отношению к	9	2
146	в пределах	3	2
147	своего рода	5	2
148	дело не	2	2
149	речи а	2	2
150	или менее	5	2
151	отличается от	2	2
152	к такой	2	2
153	так в	4	2
154	в отличие	7	2
155	как к	2	2
156	следует подчеркнуть	3	2
157	так же	2	2
158	с другими	4	2
159	не знает	3	2
160	только о	2	2
161	для которого	2	2
162	в этих	3	2
163	здесь не	2	2
164	отличие от	7	2
165	мы имеем	6	2
166	и способности	2	2
167	но в	7	2
168	для меня	2	2
