N	2gram	Losev_Prob_3	Hudozhes
1	и в	44	28
2	том что	12	19
3	в ее	4	18
4	и не	35	18
5	в том	21	15
6	а не	18	14
7	не в	13	13
8	в этом	17	13
9	о том	6	12
10	перед нами	8	11
11	как и	10	11
12	при этом	4	11
13	в его	9	11
14	не только	14	11
15	уже не	7	10
16	но и	10	9
17	у чехова	3	9
18	в себе	8	9
19	о чем	2	8
20	что он	9	8
21	может быть	28	8
22	себя в	2	8
23	так и	10	8
24	и все	3	7
25	к тому	3	7
26	об этом	3	7
27	в частности	2	7
28	с ним	7	7
29	как это	2	7
30	это не	9	6
31	можно сказать	6	6
32	в котором	2	6
33	то что	23	6
34	жизни и	6	6
35	в своей	5	6
36	человеческой жизни	2	6
37	если бы	3	6
38	то же	13	6
39	не было	5	6
40	а в	5	6
41	и с	9	6
42	тем что	4	6
43	для себя	2	6
44	в то	9	6
45	что это	3	5
46	и другие	3	5
47	не менее	10	5
48	в своем	5	5
49	как бы	9	5
50	как в	5	5
51	да и	5	5
52	с ее	2	5
53	в этой	3	5
54	что в	8	5
55	она не	3	5
56	и сам	5	5
57	в самом	3	5
58	никогда не	6	5
59	только на	5	5
60	и его	5	5
61	для него	3	5
62	ничего не	3	5
63	тому что	4	4
64	тем не	10	4
65	то в	3	4
66	но не	3	4
67	что они	5	4
68	в качестве	3	4
69	в художественном	3	4
70	и о	5	4
71	он не	8	4
72	для нее	2	4
73	что и	9	4
74	и т	13	4
75	и сама	2	4
76	как раз	8	4
77	то и	5	4
78	не может	7	4
79	как будто	3	4
80	только в	19	4
81	как только	3	3
82	с другой	7	3
83	что все	2	3
84	с нею	2	3
85	прежде всего	3	3
86	в нем	9	3
87	и ее	3	3
88	для нас	16	3
89	самом деле	3	3
90	как о	5	3
91	есть и	2	3
92	когда в	3	3
93	еще не	5	3
94	было бы	8	3
95	по поводу	2	3
96	этого произведения	3	3
97	со своим	2	3
98	ни о	3	3
99	в ней	5	3
100	мы уже	4	3
101	в этих	2	3
102	все они	2	3
103	все это	5	3
104	а с	2	3
105	с одной	2	3
106	и состоит	2	3
107	едва ли	5	3
108	так же	5	3
109	или в	4	3
110	можно было	4	3
111	с другими	3	3
112	пока еще	2	3
113	что у	3	3
114	же самое	9	3
115	на ее	2	3
116	будто бы	3	3
117	и это	9	3
118	в основе	2	2
119	мы читаем	2	2
120	он сам	4	2
121	отнюдь не	10	2
122	однако в	2	2
123	именно так	3	2
124	именно в	2	2
125	не столько	2	2
126	и от	9	2
127	гораздо более	5	2
128	с собой	3	2
129	вовсе не	37	2
130	а как	2	2
131	или иного	3	2
132	или иной	8	2
133	о его	2	2
134	как мы	8	2
135	о которых	3	2
136	же как	3	2
137	он будет	2	2
138	это уже	3	2
139	но именно	2	2
140	и к	6	2
141	нам представляется	2	2
142	того или	6	2
143	же и	4	2
144	а также	4	2
145	до сих	2	2
146	не является	11	2
147	в нашем	5	2
148	это было	2	2
149	все же	6	2
150	из них	2	2
151	ни с	4	2
152	вместе с	2	2
153	дело не	2	2
154	сих пор	2	2
155	данном случае	7	2
156	что же	8	2
157	и тогда	3	2
158	как на	2	2
159	здесь не	8	2
160	в контексте	2	2
161	т д	13	2
162	еще и	7	2
163	жизнь в	3	2
164	тем самым	5	2
165	и у	2	2
166	который в	2	2
167	хотя бы	3	2
168	и для	2	2
169	с точки	2	2
170	в данном	9	2
171	и то	14	2
172	сказать что	16	2
173	потому что	25	2
174	в виде	6	2
175	точки зрения	5	2
176	с самим	3	2
177	говорить о	3	2
178	в другом	2	2
179	что даже	4	2
180	и только	6	2
181	его в	3	2
182	зрения на	2	2
183	нет ничего	6	2
184	она может	2	2
185	но в	12	2
186	тоже не	5	2
187	же не	2	2
188	том как	2	2
