N	2gram	Bakhtin_Fr_5	RusskieA
1	и в	45	36
2	не только	14	22
3	что в	12	19
4	том что	7	19
5	в том	10	17
6	но и	10	16
7	так как	6	15
8	во время	12	14
9	и другие	3	13
10	в этом	14	12
11	в этот	2	10
12	это не	3	10
13	как мы	8	10
14	как и	10	10
15	вместе с	3	10
16	и на	5	10
17	потому что	7	10
18	об этом	4	9
19	а в	4	9
20	с тем	2	8
21	может быть	2	8
22	один из	2	8
23	о том	4	8
24	как это	4	8
25	что и	7	7
26	так и	6	7
27	между тем	2	7
28	и не	15	6
29	так например	2	6
30	при этом	2	6
31	в них	6	6
32	таким образом	8	6
33	мы не	4	6
34	все это	7	6
35	не имеет	3	6
36	то что	2	6
37	все же	2	5
38	как бы	12	5
39	в течение	3	5
40	и у	5	5
41	в которых	3	5
42	одно из	2	5
43	как в	3	5
44	в эти	2	4
45	эти дни	2	4
46	из этих	3	4
47	к этому	2	4
48	к тому	2	4
49	что на	3	4
50	в г	2	4
51	по существу	3	4
52	связи с	6	4
53	вплоть до	2	4
54	еще в	2	4
55	и др	8	4
56	во всех	13	4
57	и их	5	4
58	в их	4	4
59	так в	2	4
60	не может	5	4
61	в связи	5	4
62	и что	2	4
63	того что	3	4
64	но это	5	4
65	только в	4	4
66	не менее	3	3
67	начиная с	2	3
68	для них	2	3
69	о чем	3	3
70	что это	2	3
71	священной истории	2	3
72	связанные с	3	3
73	в качестве	2	3
74	в своем	11	3
75	но они	3	3
76	в одном	3	3
77	и к	5	3
78	на этом	5	3
79	несмотря на	2	3
80	этого праздника	5	3
81	а также	4	3
82	если в	2	3
83	своего рода	4	3
84	не будем	2	3
85	то же	11	3
86	всякого рода	2	3
87	с точки	2	3
88	на этот	3	3
89	так же	8	3
90	в праздник	3	3
91	ничего не	4	3
92	точки зрения	4	3
93	то есть	25	3
94	связаны с	4	3
95	не было	3	2
96	всех этих	6	2
97	независимо от	2	2
98	только для	2	2
99	за все	2	2
100	с этим	4	2
101	в каждом	2	2
102	на все	2	2
103	значение и	2	2
104	в различных	2	2
105	в нем	10	2
106	у него	4	2
107	и нового	2	2
108	он был	7	2
109	и как	5	2
110	мы видим	5	2
111	такой же	4	2
112	но не	4	2
113	они и	2	2
114	в большинстве	2	2
115	когда он	2	2
116	например в	5	2
117	народного творчества	2	2
118	на весь	3	2
119	с праздником	2	2
120	том же	2	2
121	как они	3	2
122	в ней	8	2
123	в его	13	2
124	в доме	4	2
125	и с	10	2
126	в целом	2	2
127	его как	4	2
128	и до	2	2
129	но она	3	2
130	что она	3	2
131	в свете	2	2
132	в особенности	2	2
133	все эти	5	2
134	на самом	5	2
135	в году	3	2
136	можно говорить	2	2
137	а не	4	2
138	и для	3	2
139	с ним	5	2
140	тут же	2	2
141	мы можем	2	2
142	хотя и	5	2
143	себя и	2	2
144	к ней	2	2
145	и связанные	2	2
146	это время	2	2
147	и здесь	4	2
148	но в	14	2
149	как он	3	2
150	там где	3	2
151	большинстве случаев	2	2
