N	2gram	Vygotskiy__5	Analitik
1	в этом	14	18
2	в частности	4	16
3	и в	30	16
4	не только	16	16
5	так и	3	15
6	как и	6	14
7	в том	27	12
8	но и	6	12
9	и не	6	12
10	том что	21	12
11	в качестве	2	11
12	могут быть	8	10
13	как бы	19	10
14	при этом	8	10
15	а не	8	10
16	и даже	2	9
17	в этой	5	9
18	ничего не	2	9
19	то есть	13	9
20	в данном	3	8
21	состоит в	3	8
22	в целом	5	8
23	к тому	8	7
24	в себе	5	7
25	то что	37	7
26	о том	10	7
27	с другой	9	6
28	в самом	14	6
29	и на	3	6
30	может быть	11	6
31	как это	7	6
32	но в	5	6
33	говорит о	4	5
34	и к	4	5
35	данном случае	3	5
36	с одной	12	5
37	только не	5	4
38	в своем	6	4
39	в конце	4	4
40	можно сказать	2	4
41	в новелле	5	4
42	у него	3	4
43	этом случае	2	4
44	не в	8	4
45	но не	7	4
46	того же	2	4
47	для него	3	4
48	одной стороны	12	4
49	в сущности	12	4
50	имеет место	3	4
51	по преимуществу	2	4
52	и тем	6	4
53	не с	2	4
54	во всех	2	4
55	как в	3	4
56	все это	2	4
57	как раз	13	4
58	по отношению	2	4
59	не может	9	4
60	на этом	6	4
61	и его	6	4
62	то же	7	4
63	он в	2	4
64	точки зрения	7	4
65	только в	5	4
66	в себя	2	4
67	казалось бы	4	3
68	никогда не	9	3
69	в нашем	2	3
70	что касается	2	3
71	прежде всего	4	3
72	или иной	2	3
73	что на	3	3
74	так что	3	3
75	по поводу	3	3
76	было бы	5	3
77	несмотря на	5	3
78	и если	6	3
79	со своим	2	3
80	мы имеем	8	3
81	на его	3	3
82	в центре	2	3
83	или в	6	3
84	той или	2	3
85	что и	3	3
86	из них	2	3
87	ритма и	2	3
88	со стороны	3	3
89	в словах	2	3
90	в их	3	3
91	приводит к	2	3
92	только на	4	3
93	если бы	11	3
94	ответ на	5	3
95	этом отношении	3	3
96	не знает	2	3
97	именно в	6	3
98	можно было	3	3
99	а в	4	3
100	как мы	5	3
101	и то	9	3
102	в результате	4	3
103	тем что	6	3
104	как будто	6	3
105	сводится к	5	3
106	бы в	5	3
107	едва ли	2	3
108	и все	4	3
109	а как	2	2
110	художественного произведения	3	2
111	в ответ	2	2
112	в противоположность	2	2
113	того что	8	2
114	была бы	3	2
115	при таком	3	2
116	в состоянии	3	2
117	в одном	2	2
118	что все	6	2
119	этом смысле	2	2
120	к этому	3	2
121	вовсе не	3	2
122	по себе	7	2
123	на то	17	2
124	для читателя	2	2
125	он был	2	2
126	а затем	2	2
127	отличие от	2	2
128	по существу	2	2
129	что в	24	2
130	так например	3	2
131	что с	6	2
132	еще не	5	2
133	о чем	4	2
134	в своей	4	2
135	еще в	2	2
136	в котором	2	2
137	себе не	2	2
138	один из	5	2
139	не есть	4	2
140	с той	2	2
141	как говорит	4	2
142	строго говоря	2	2
143	в отличие	2	2
144	вместе с	12	2
145	что она	6	2
146	ли не	2	2
147	другой стороны	5	2
148	внимание на	4	2
149	в нас	13	2
150	отношения к	2	2
151	таким образом	20	2
152	той же	3	2
153	в двух	5	2
154	на этот	3	2
155	и он	2	2
156	и для	6	2
157	с точки	2	2
158	и другими	2	2
159	так же	13	2
160	в таком	3	2
161	и до	2	2
162	в ритме	2	2
163	никак не	6	2
164	он не	3	2
165	это только	3	2
166	в то	2	2
167	в его	4	2
168	представляют собой	2	2
169	в этих	3	2
170	собой в	2	2
171	сказать что	9	2
172	же не	2	2
