N	2gram	Vygotskiy__4	Myslijsy
1	потому что	24	52
2	то есть	13	42
3	и в	33	39
4	может быть	22	27
5	в том	21	26
6	только в	4	25
7	что в	21	22
8	не может	10	22
9	а не	6	21
10	так как	12	21
11	не только	7	21
12	в нем	7	20
13	но и	3	20
14	и не	13	18
15	том что	22	16
16	так что	7	16
17	не в	2	15
18	в этом	28	15
19	если бы	10	14
20	так и	3	13
21	в себе	6	13
22	таким образом	13	13
23	было бы	12	12
24	точно так	3	11
25	есть только	2	11
26	мы не	5	10
27	по себе	9	10
28	что не	4	10
29	то что	44	10
30	как в	3	10
31	и что	25	10
32	для нас	7	9
33	как и	5	9
34	тем что	3	9
35	но в	2	9
36	в одном	3	8
37	но не	3	8
38	вместе с	8	8
39	со стороны	2	8
40	того что	4	8
41	точки зрения	6	8
42	с другой	2	7
43	должно быть	3	7
44	в ней	6	7
45	с этим	5	7
46	это не	6	7
47	и как	5	6
48	как бы	25	6
49	что и	3	6
50	все же	5	6
51	и т	6	6
52	бы не	2	6
53	то же	9	6
54	при этом	2	6
55	в каком	8	6
56	с тем	4	5
57	вовсе не	5	5
58	и потому	2	5
59	что при	2	5
60	в его	10	5
61	то это	3	5
62	другой стороны	2	5
63	во всех	2	5
64	так же	13	5
65	а в	4	5
66	и для	3	5
67	не имеет	2	5
68	и его	5	5
69	в таком	4	5
70	никогда не	5	4
71	при таком	3	4
72	тем самым	3	4
73	вопрос о	2	4
74	прежде всего	2	4
75	мы видим	6	4
76	же время	2	4
77	в действительности	2	4
78	к тому	12	4
79	увидим что	3	4
80	в своих	3	4
81	мысли о	2	4
82	не по	2	4
83	т п	3	4
84	т д	2	4
85	не было	3	4
86	и других	4	4
87	быть не	2	4
88	тому как	2	4
89	с но	3	4
90	из этих	2	4
91	во всем	2	4
92	в то	3	4
93	что мы	6	4
94	слова и	4	4
95	в самой	6	3
96	сама по	3	3
97	что это	13	3
98	тому что	6	3
99	в них	2	3
100	столь же	2	3
101	и от	2	3
102	и это	5	3
103	в жизни	4	3
104	что все	11	3
105	думать что	2	3
106	самого начала	5	3
107	так например	4	3
108	как она	10	3
109	с самого	5	3
110	в этой	9	3
111	в своем	7	3
112	если мы	12	3
113	мы увидим	2	3
114	она не	3	3
115	одной стороны	3	3
116	по поводу	4	3
117	в своей	4	3
118	что если	3	3
119	для того	23	3
120	никто не	4	3
121	в мире	3	3
122	связи с	2	3
123	и той	2	3
124	в самом	12	3
125	на него	4	3
126	в словах	2	3
127	с одной	3	3
128	одной и	2	3
129	заключается в	5	3
130	к этой	3	3
131	как на	6	3
132	той же	4	3
133	что для	5	3
134	с ним	5	3
135	и то	2	3
136	сказать что	13	3
137	во всяком	3	3
138	одно из	2	3
139	он не	11	3
140	с точки	4	3
141	мы должны	6	3
142	могло бы	3	3
143	человеческой природы	2	3
144	и все	12	3
145	и другое	2	3
146	том как	3	3
147	и с	2	3
148	мы будем	5	2
149	могла бы	4	2
150	есть как	2	2
151	утверждает что	4	2
152	нисколько не	5	2
153	только не	2	2
154	заключить что	2	2
155	и есть	4	2
156	все они	2	2
157	но он	6	2
158	с этой	4	2
159	бы то	2	2
160	была бы	2	2
161	на все	2	2
162	связь с	5	2
163	уже с	2	2
164	не можем	3	2
165	что именно	3	2
166	на то	10	2
167	а как	2	2
168	но если	3	2
169	как мы	4	2
170	о которых	2	2
171	жизни и	4	2
172	у нас	4	2
173	но все	2	2
174	не будет	4	2
175	после этого	6	2
176	и может	5	2
177	того чтобы	22	2
178	мы в	3	2
179	в сущности	6	2
180	могли бы	2	2
181	и о	4	2
182	и если	9	2
183	никак не	6	2
184	в виду	2	2
185	но совершенно	4	2
186	взгляд на	2	2
187	не все	2	2
188	с ее	3	2
189	в целом	5	2
190	из этого	5	2
191	в их	2	2
192	только что	15	2
193	двух противоположных	2	2
194	для этого	8	2
195	и только	7	2
196	и другом	2	2
197	этой цели	2	2
198	времени и	2	2
199	что оно	3	2
200	этот вопрос	4	2
201	образом что	2	2
202	перейти к	2	2
203	ни малейшего	2	2
204	на этот	3	2
205	хотя бы	2	2
206	думаем что	2	2
207	заставляет нас	2	2
208	что самое	5	2
209	как будто	8	2
210	ее с	4	2
211	все то	12	2
212	о том	20	2
213	при помощи	4	2
214	когда мы	6	2
215	не потому	2	2
216	в которой	4	2
217	мы можем	5	2
