N	2gram	Vygotskiy__4	Tvorches
1	и в	20	21
2	как бы	7	17
3	в его	11	13
4	то же	16	13
5	что в	19	12
6	как и	9	12
7	том что	35	11
8	как в	5	8
9	то что	15	8
10	у него	2	7
11	в свою	2	7
12	в том	42	7
13	тем самым	7	7
14	при этом	12	7
15	не только	15	7
16	и не	8	7
17	и на	6	7
18	но в	3	7
19	что он	6	6
20	не менее	3	6
21	для него	2	6
22	а в	2	6
23	и его	5	6
24	в этом	24	6
25	о том	5	6
26	отнюдь не	3	5
27	по нашему	2	5
28	а не	7	5
29	может быть	12	5
30	в этой	3	5
31	все же	5	5
32	таким образом	25	5
33	нашему мнению	2	5
34	потому что	12	5
35	только в	10	5
36	в своем	4	4
37	прежде всего	2	4
38	и как	9	4
39	в целом	11	4
40	одной из	3	4
41	не имеют	3	4
42	одним из	2	4
43	один из	3	4
44	в своей	7	4
45	мысли и	2	4
46	не может	6	4
47	это не	5	4
48	и от	3	4
49	место в	2	3
50	уже в	6	3
51	он видит	2	3
52	и другие	9	3
53	никогда не	5	3
54	с другой	12	3
55	что все	3	3
56	в каждом	2	3
57	это в	2	3
58	но не	3	3
59	со всеми	3	3
60	на его	3	3
61	в самом	6	3
62	той же	6	3
63	даже в	2	3
64	в нем	2	3
65	не по	2	3
66	но и	9	3
67	в их	12	3
68	по мнению	2	3
69	и других	3	3
70	он говорит	2	3
71	того что	10	3
72	так же	11	3
73	в которой	3	3
74	и с	4	3
75	в виде	3	3
76	приходит к	3	3
77	ту же	2	3
78	далеко не	2	3
79	представляет собой	3	3
80	так как	10	3
81	в основе	17	2
82	может не	2	2
83	такой же	2	2
84	перед нами	5	2
85	все более	2	2
86	в частности	5	2
87	слова из	2	2
88	в этих	3	2
89	на том	4	2
90	в качестве	21	2
91	в настоящем	3	2
92	точно так	3	2
93	к этому	4	2
94	что и	9	2
95	с которым	2	2
96	а затем	2	2
97	так что	3	2
98	не в	4	2
99	того же	9	2
100	от других	2	2
101	в нашей	2	2
102	тот же	9	2
103	из них	4	2
104	действительности в	2	2
105	к тому	6	2
106	только на	2	2
107	в ней	2	2
108	и когда	3	2
109	в него	2	2
110	и тем	8	2
111	когда он	3	2
112	вместе с	8	2
113	данном случае	2	2
114	так и	5	2
115	приводит к	3	2
116	вслед за	2	2
117	во всей	4	2
118	говорит что	3	2
119	в отличие	2	2
120	и отношений	3	2
121	и того	5	2
122	именно в	3	2
123	не означает	3	2
124	здесь мы	2	2
125	самом деле	7	2
126	и у	2	2
127	и он	2	2
128	только что	4	2
129	отличие от	2	2
130	сказать что	6	2
131	могут быть	7	2
132	в данном	2	2
133	в себе	10	2
134	не знает	2	2
135	в один	3	2
136	настоящее время	2	2
137	в чем	3	2
138	на деле	3	2
139	значит что	2	2
140	в виду	3	2
