N	2gram	Bakhtin_Fr_5	Morfolog
1	может быть	2	52
2	таким образом	8	20
3	не может	5	17
4	с этим	4	14
5	и в	45	13
6	в этом	14	13
7	и др	8	12
8	так как	6	12
9	перед нами	4	11
10	мы видим	5	11
11	связи с	6	11
12	видим что	2	10
13	заметить что	2	10
14	прежде всего	10	9
15	так и	6	9
16	в связи	5	9
17	то же	11	9
18	и не	15	9
19	а не	4	9
20	по существу	3	8
21	что и	7	8
22	в качестве	2	7
23	все же	2	7
24	это не	3	6
25	не могут	2	6
26	и здесь	4	6
27	в том	10	6
28	но не	4	6
29	а также	4	6
30	а в	4	6
31	во время	12	6
32	не менее	3	5
33	если мы	2	5
34	и другие	3	5
35	это явление	2	5
36	этот момент	3	5
37	во всех	13	5
38	как бы	12	5
39	один из	2	5
40	то что	2	5
41	потому что	7	5
42	мы не	4	5
43	что в	12	4
44	к началу	3	4
45	и как	5	4
46	на котором	2	4
47	вовсе не	8	4
48	очень часто	4	4
49	об этом	4	4
50	было бы	2	4
51	несмотря на	2	4
52	не только	14	4
53	как в	3	4
54	как мы	8	4
55	так же	8	4
56	как и	10	4
57	там где	3	4
58	хотя и	5	4
59	точки зрения	4	4
60	с точки	2	4
61	на этом	5	4
62	также и	7	4
63	его в	5	4
64	если в	2	4
65	ничего не	4	4
66	независимо от	2	3
67	вступают в	2	3
68	в начале	2	3
69	он должен	2	3
70	том что	7	3
71	но это	5	3
72	здесь же	3	3
73	в целом	2	3
74	кроме того	4	3
75	в пределах	2	3
76	того чтобы	6	3
77	в сущности	4	3
78	он не	6	3
79	ни в	3	3
80	но и	10	3
81	на него	2	3
82	от того	3	3
83	на самом	5	3
84	самом деле	5	3
85	к нему	2	3
86	и для	3	3
87	мы можем	2	3
88	в то	11	3
89	но в	14	3
90	с тем	2	2
91	и за	2	2
92	хотя бы	2	2
93	чтобы его	2	2
94	что эта	2	2
95	к этому	2	2
96	что он	6	2
97	в различных	2	2
98	можно сказать	2	2
99	так например	2	2
100	и к	5	2
101	из его	2	2
102	только в	4	2
103	они и	2	2
104	нельзя было	2	2
105	в большинстве	2	2
106	есть и	5	2
107	то время	3	2
108	для него	3	2
109	один раз	2	2
110	у нее	2	2
111	одной из	5	2
112	мы уже	4	2
113	себя и	2	2
114	благодаря этому	2	2
115	и только	2	2
116	все эти	5	2
117	дается в	4	2
118	и что	2	2
119	того что	3	2
120	для того	6	2
121	не имеет	3	2
122	право на	10	2
123	и его	13	2
124	можно было	4	2
125	в другом	3	2
126	о том	4	2
127	здесь не	6	2
128	большинстве случаев	2	2
129	сказать что	4	2
130	как это	4	2
131	это было	4	2
