N	2gram	Potebnia_M_3	FransuaR
1	и в	30	49
2	то есть	34	32
3	прежде всего	3	19
4	в его	4	18
5	не только	21	17
6	и его	4	17
7	и на	3	17
8	и не	15	15
9	в этом	10	15
10	в них	5	13
11	только в	21	13
12	но и	19	13
13	во время	2	12
14	как и	10	11
15	как бы	3	11
16	вовсе не	7	10
17	в этой	2	10
18	все это	4	9
19	для него	9	9
20	в нем	9	9
21	отношение к	2	8
22	все же	2	7
23	один из	4	7
24	жизни и	2	7
25	не может	6	7
26	таким образом	14	7
27	то же	23	7
28	как мы	7	7
29	именно в	3	6
30	то что	18	6
31	же время	5	6
32	мы уже	2	6
33	так и	11	6
34	сказать что	5	6
35	и с	2	6
36	точки зрения	2	6
37	в то	10	6
38	так как	13	6
39	в своем	5	5
40	уже в	5	5
41	из этих	9	5
42	в начале	3	5
43	но не	7	5
44	при этом	3	5
45	может быть	28	5
46	и потому	4	5
47	относится к	4	5
48	в своей	2	5
49	с другой	7	4
50	в себе	16	4
51	том что	18	4
52	но все	2	4
53	и о	2	4
54	в свое	2	4
55	и до	2	4
56	сих пор	3	4
57	до сих	3	4
58	в форме	2	4
59	не было	4	4
60	а в	12	4
61	как на	5	4
62	в области	2	4
63	тем что	7	4
64	там где	3	4
65	с ним	6	4
66	место в	3	3
67	с одной	7	3
68	в одном	2	3
69	человека и	5	3
70	на все	2	3
71	в собственном	2	3
72	что он	6	3
73	же в	2	3
74	в ее	2	3
75	в том	32	3
76	в большей	2	3
77	не дает	2	3
78	одной стороны	3	3
79	было бы	9	3
80	из них	6	3
81	несмотря на	2	3
82	в самом	8	3
83	даже в	2	3
84	мы видели	4	3
85	ни в	2	3
86	образов и	2	3
87	связь с	3	3
88	другой стороны	4	3
89	что для	4	3
90	этом отношении	2	3
91	и все	3	3
92	к нему	3	3
93	так в	2	3
94	их в	2	3
95	и вообще	3	3
96	далеко не	4	3
97	о том	2	3
98	и это	4	3
99	связи с	2	2
100	что в	17	2
101	не были	2	2
102	могут быть	3	2
103	перестает быть	4	2
104	за пределы	2	2
105	нельзя сказать	3	2
106	думать что	5	2
107	его только	2	2
108	не подлежит	2	2
109	никто не	3	2
110	та же	2	2
111	это в	2	2
112	в смысле	4	2
113	для понимания	4	2
114	на то	2	2
115	можно сказать	3	2
116	там же	6	2
117	есть для	5	2
118	это и	2	2
119	связанное с	2	2
120	но это	6	2
121	что они	2	2
122	есть в	3	2
123	все что	4	2
124	так например	2	2
125	и после	2	2
126	и без	7	2
127	еще не	5	2
128	по поводу	4	2
129	у него	2	2
130	в ней	8	2
131	к ней	5	2
132	вместе с	12	2
133	собственном смысле	2	2
134	в их	2	2
135	целый ряд	2	2
136	того как	4	2
137	того чтобы	3	2
138	и даже	2	2
139	дает нам	3	2
140	так же	3	2
141	что слово	7	2
142	тому как	5	2
143	одной из	2	2
144	что только	6	2
145	и следовательно	3	2
146	подобно тому	2	2
147	на его	2	2
148	еще раз	2	2
149	мы должны	4	2
150	в произведении	3	2
151	на мир	2	2
152	он как	2	2
153	же с	6	2
154	мы можем	3	2
