N	2gram	Trubetskoy_1	Mirosoze
1	может быть	16	30
2	не только	7	29
3	и в	23	28
4	не может	17	28
5	но и	9	25
6	он не	3	24
7	в этом	12	20
8	не было	2	18
9	у него	5	17
10	не в	8	16
11	потому что	9	16
12	в ней	3	15
13	никогда не	4	14
14	в нем	3	13
15	и это	3	12
16	для него	2	11
17	в самом	8	11
18	и не	8	11
19	что в	8	10
20	в своем	10	10
21	в мире	6	10
22	во имя	3	10
23	прежде всего	3	10
24	и все	7	10
25	что он	7	10
26	было бы	3	10
27	и потому	3	10
28	с тем	2	9
29	в его	5	9
30	не есть	2	9
31	но не	2	8
32	в котором	2	8
33	в самой	2	7
34	того что	6	7
35	в конце	4	7
36	но в	4	7
37	к нему	2	7
38	в себе	5	7
39	должна быть	5	6
40	в том	30	6
41	в этой	6	6
42	все это	11	6
43	лишь в	5	6
44	и на	6	6
45	все в	2	6
46	вместе с	6	6
47	только в	6	6
48	в которой	5	6
49	не могут	4	5
50	это не	3	5
51	если он	2	5
52	от нее	2	5
53	у нас	3	5
54	как и	9	5
55	то что	18	5
56	в этих	3	4
57	с этой	3	4
58	не знает	2	4
59	нет в	2	4
60	отношение к	4	4
61	в их	4	4
62	и по	3	4
63	а в	3	4
64	в которых	2	4
65	точки зрения	13	4
66	чем у	8	4
67	в них	2	4
68	от него	3	4
69	она не	2	4
70	что и	7	4
71	себя и	2	3
72	к тому	8	3
73	для нас	3	3
74	это есть	4	3
75	но если	2	3
76	только одно	2	3
77	и их	5	3
78	этот процесс	2	3
79	заключает в	2	3
80	не так	4	3
81	должно быть	4	3
82	с этим	11	3
83	его в	5	3
84	так как	7	3
85	то есть	2	3
86	и с	5	3
87	на этом	2	3
88	одно из	3	3
89	он должен	2	3
90	в жизни	3	3
91	том что	19	3
92	конечно не	3	3
93	на том	2	3
94	ко всем	3	3
95	хотя бы	4	3
96	все его	2	3
97	может не	3	2
98	по своему	5	2
99	и от	5	2
100	его собственной	4	2
101	вопрос о	3	2
102	в свою	2	2
103	для того	8	2
104	одним из	4	2
105	в виду	2	2
106	жизни и	2	2
107	отличается от	6	2
108	по отношению	9	2
109	все эти	19	2
110	и что	8	2
111	и те	2	2
112	также и	2	2
113	которую он	2	2
114	в начале	2	2
115	самого себя	4	2
116	по своей	7	2
117	в истории	3	2
118	как бы	10	2
119	о том	7	2
120	бы в	3	2
121	с ним	6	2
122	в основе	2	2
123	если бы	8	2
124	только один	2	2
125	к этому	5	2
126	отношению к	9	2
127	в то	6	2
128	чем в	3	2
129	все что	9	2
130	то время	2	2
131	как будто	5	2
132	до сих	8	2
133	никто не	2	2
134	и к	5	2
135	как для	3	2
136	все же	13	2
137	по сравнению	5	2
138	сих пор	8	2
139	оказывается что	5	2
140	на земле	3	2
141	того чтобы	8	2
142	и у	4	2
143	и для	6	2
144	конце концов	4	2
