N	2gram	Ircho_Kome_1	Analitik
1	в этом	3	18
2	в частности	3	16
3	и в	22	16
4	не только	10	16
5	так и	5	15
6	как и	9	14
7	в том	11	12
8	но и	11	12
9	и не	8	12
10	том что	12	12
11	в качестве	4	11
12	могут быть	3	10
13	при этом	5	10
14	и даже	5	9
15	в этой	7	9
16	ничего не	3	9
17	в целом	3	8
18	к тому	6	7
19	в себе	2	7
20	то что	2	7
21	о том	8	7
22	а также	4	7
23	с другой	5	6
24	в самом	2	6
25	и на	3	6
26	может быть	9	6
27	как это	3	6
28	но в	4	6
29	с одной	3	5
30	на себя	2	5
31	не менее	3	4
32	столь же	2	4
33	в конце	6	4
34	у него	3	4
35	тому же	6	4
36	не в	6	4
37	за пределы	2	4
38	но не	2	4
39	того же	2	4
40	одной стороны	3	4
41	как правило	3	4
42	в сущности	2	4
43	и особенно	4	4
44	и тем	2	4
45	отношению к	3	4
46	во второй	3	4
47	как в	5	4
48	все это	5	4
49	как раз	3	4
50	по отношению	3	4
51	не может	2	4
52	на этом	2	4
53	и его	8	4
54	то же	6	4
55	хотя и	3	4
56	точки зрения	4	4
57	только в	3	4
58	в сознании	3	4
59	в себя	2	4
60	в рамках	2	3
61	казалось бы	3	3
62	место в	3	3
63	что касается	2	3
64	одного из	6	3
65	прежде всего	5	3
66	одной из	3	3
67	тем не	2	3
68	не мог	3	3
69	по поводу	4	3
70	было бы	2	3
71	и сам	3	3
72	в действительности	2	3
73	несмотря на	4	3
74	со своим	5	3
75	на его	5	3
76	или в	2	3
77	на две	2	3
78	что и	4	3
79	из них	10	3
80	в первой	2	3
81	со стороны	2	3
82	в их	4	3
83	и одновременно	3	3
84	этом отношении	3	3
85	именно в	4	3
86	а в	6	3
87	как мы	4	3
88	в результате	4	3
89	тем что	4	3
90	как будто	2	3
91	едва ли	7	3
92	и все	3	3
93	в противоположность	2	2
94	речь идет	3	2
95	перед лицом	3	2
96	для всех	2	2
97	в состоянии	2	2
98	в одном	8	2
99	к этому	4	2
100	вовсе не	2	2
101	на то	3	2
102	он был	2	2
103	отличие от	2	2
104	из его	4	2
105	должна была	2	2
106	а то	2	2
107	все что	2	2
108	же время	4	2
109	что в	6	2
110	в споре	2	2
111	еще не	2	2
112	такого рода	6	2
113	еще в	5	2
114	в котором	4	2
115	даже в	3	2
116	один из	5	2
117	с ее	2	2
118	вместе с	2	2
119	всего в	3	2
120	на него	4	2
121	вслед за	2	2
122	ли не	4	2
123	другой стороны	5	2
124	таким образом	8	2
125	здесь в	3	2
126	т е	13	2
127	так же	3	2
128	не следует	2	2
129	между тем	5	2
130	и во	2	2
131	одну из	2	2
132	он не	3	2
133	на протяжении	4	2
134	в то	10	2
135	в его	5	2
136	его в	3	2
