N	2gram	Tiupa_Narr_1	Komedia
1	и в	19	26
2	и не	20	14
3	к тому	7	12
4	так и	9	12
5	и его	5	12
6	в том	18	11
7	тому же	5	11
8	может быть	25	11
9	но и	23	10
10	на протяжении	6	10
11	в этом	17	10
12	что в	3	9
13	столь же	3	9
14	том что	14	9
15	было бы	4	8
16	и на	3	7
17	из них	3	7
18	не только	32	7
19	на себя	3	7
20	в своем	2	6
21	то что	11	6
22	еще не	7	6
23	наряду с	2	6
24	в нем	4	6
25	в двух	2	6
26	в то	3	6
27	о том	6	6
28	с его	6	5
29	независимо от	2	5
30	что он	6	5
31	в качестве	21	5
32	один из	3	5
33	себя внимание	3	5
34	ни в	3	5
35	обращает на	3	5
36	и с	4	5
37	уже в	3	4
38	не менее	3	4
39	в частности	14	4
40	у него	4	4
41	восходит к	3	4
42	что у	2	4
43	прежде всего	4	4
44	из этих	3	4
45	как мы	3	4
46	же в	4	4
47	как и	7	4
48	как будто	3	4
49	одной из	4	4
50	хотя и	3	4
51	в его	9	4
52	мира в	5	4
53	все же	7	4
54	в последние	2	4
55	и для	2	4
56	можно было	2	4
57	точки зрения	10	4
58	только в	4	4
59	что это	3	4
60	как это	6	4
61	его в	2	4
62	между тем	3	4
63	том числе	6	3
64	о чем	2	3
65	так или	2	3
66	после смерти	2	3
67	что на	2	3
68	жизни и	3	3
69	отношению к	6	3
70	но все	4	3
71	связи с	4	3
72	но не	5	3
73	же время	4	3
74	из которых	4	3
75	например в	2	3
76	как правило	4	3
77	в обоих	2	3
78	да и	4	3
79	в ней	3	3
80	речь идет	4	3
81	не имеет	2	3
82	себя в	5	3
83	даже не	3	3
84	при всем	2	3
85	по отношению	7	3
86	дело с	2	3
87	в связи	2	3
88	то же	4	3
89	не было	2	3
90	как в	7	3
91	к нему	5	3
92	а в	11	3
93	или в	2	3
94	или иначе	3	3
95	человека в	2	3
96	тем что	3	3
97	не может	10	3
98	что касается	2	3
99	в этой	5	3
100	но в	6	3
101	за собой	4	2
102	ни было	3	2
103	если в	3	2
104	отнюдь не	5	2
105	однако в	2	2
106	не всегда	2	2
107	то ни	3	2
108	в какой	2	2
109	с другой	8	2
110	это не	2	2
111	нового времени	2	2
112	что именно	2	2
113	нет и	2	2
114	интриги в	3	2
115	в ее	3	2
116	идет о	2	2
117	не в	14	2
118	в силу	4	2
119	одна из	3	2
120	бы то	3	2
121	как известно	2	2
122	что по	2	2
123	сюжета в	2	2
124	одной стороны	7	2
125	у нее	2	2
126	вслед за	4	2
127	одним из	2	2
128	наконец в	2	2
129	он не	3	2
130	как бы	4	2
131	даже в	2	2
132	не является	8	2
133	хотя бы	4	2
134	в мире	9	2
135	отношение к	2	2
136	со стороны	9	2
137	в отличие	5	2
138	если не	4	2
139	с одной	7	2
140	в той	6	2
141	от всех	2	2
142	в принципе	4	2
143	времени в	2	2
144	отличие от	5	2
145	роль в	2	2
146	одно из	2	2
147	следует признать	2	2
148	и ее	2	2
149	говорить о	2	2
150	имя которого	2	2
151	и все	2	2
152	в первом	3	2
153	мы имеем	2	2
154	же не	4	2
155	и после	2	2
