N	2gram	Propp_Isto_7	slovoVRo
1	и в	24	41
2	в нем	6	30
3	и т	17	28
4	во всех	7	17
5	но и	11	16
6	и не	4	16
7	точки зрения	4	16
8	не только	21	16
9	а не	8	15
10	то же	8	14
11	может быть	14	14
12	и др	2	14
13	не может	14	14
14	и его	3	14
15	и на	2	14
16	в то	2	14
17	как бы	4	12
18	в этом	12	12
19	так и	5	11
20	таким образом	7	9
21	все эти	2	9
22	прежде всего	2	8
23	на его	2	8
24	в особенности	2	8
25	но в	5	8
26	как в	12	8
27	как мы	3	8
28	или в	8	8
29	не в	9	7
30	отношение к	5	7
31	с ним	5	7
32	вовсе не	4	7
33	все же	9	7
34	того же	2	6
35	это не	10	6
36	при этом	4	6
37	и даже	3	6
38	а в	10	6
39	в них	3	6
40	по своим	3	6
41	только в	6	6
42	с другой	9	5
43	со своим	4	5
44	в самом	2	5
45	все это	8	5
46	т д	16	5
47	в основе	2	5
48	к нему	7	5
49	он в	2	5
50	перед нами	2	4
51	и от	2	4
52	кроме того	3	4
53	одной стороны	5	4
54	один из	7	4
55	в их	4	4
56	с одной	5	4
57	и наконец	3	4
58	в которой	2	4
59	и все	6	4
60	с его	3	4
61	всех этих	6	4
62	лежит в	2	4
63	ли он	4	4
64	как и	6	4
65	еще не	8	4
66	другой стороны	8	4
67	там где	5	4
68	ничего не	5	4
69	все его	2	4
70	как только	2	3
71	не могут	2	3
72	никогда не	4	3
73	из этих	3	3
74	в том	7	3
75	из них	2	3
76	данном случае	3	3
77	того что	6	3
78	друг друга	2	3
79	вообще не	2	3
80	в других	4	3
81	и здесь	12	3
82	о том	9	3
83	его в	3	3
84	так как	8	3
85	и там	2	3
86	у него	10	3
87	с этим	2	3
88	но здесь	2	3
89	связанные с	2	3
90	с этой	6	3
91	по существу	4	3
92	эта форма	3	3
93	в качестве	3	3
94	она не	2	3
95	было бы	2	3
96	одной из	4	3
97	конечно не	2	3
98	но оно	2	3
99	он не	6	3
100	в основном	2	3
101	и этим	3	3
102	почти всегда	2	3
103	в данном	4	3
104	и ее	2	3
105	же как	4	2
106	в другой	3	2
107	тому что	2	2
108	характерно что	2	2
109	или даже	2	2
110	для нас	6	2
111	так что	3	2
112	что они	3	2
113	например в	3	2
114	хотя и	3	2
115	и по	3	2
116	и тем	2	2
117	в этих	13	2
118	на том	2	2
119	уже не	2	2
120	так же	6	2
121	время как	2	2
122	сказать что	2	2
123	потому что	9	2
124	но он	2	2
125	в котором	2	2
126	но по	2	2
127	он может	4	2
128	дело не	5	2
129	не его	2	2
130	к этому	2	2
131	связь с	2	2
132	из одного	3	2
133	вместе со	2	2
134	том что	10	2
135	мы видим	10	2
136	одна из	7	2
137	но не	6	2
138	то время	2	2
139	до сих	2	2
140	мы уже	4	2
141	и о	2	2
142	в прямой	2	2
143	сих пор	3	2
144	на ту	2	2
145	с ней	3	2
146	в ее	2	2
147	так в	4	2
148	нами в	2	2
149	только на	2	2
150	и у	2	2
151	и эта	2	2
152	мы не	4	2
153	связи с	3	2
154	здесь не	2	2
155	не видят	2	2
