N	2gram	Bakhtin_Pr_3	Mirosoze
1	у достоевского	13	42
2	может быть	19	30
3	не только	10	29
4	и в	34	28
5	не может	19	28
6	но и	12	25
7	а не	9	25
8	он не	15	24
9	в этом	16	20
10	не было	2	18
11	у него	4	17
12	не в	9	16
13	потому что	12	16
14	переходит в	2	15
15	в ней	3	15
16	в своей	3	15
17	никогда не	8	14
18	до конца	3	14
19	в нем	19	13
20	и он	2	12
21	и это	4	12
22	для него	13	11
23	в самом	8	11
24	и не	29	11
25	что в	7	10
26	в своем	2	10
27	в мире	4	10
28	был бы	2	10
29	из подполья	36	10
30	достоевского и	3	10
31	прежде всего	15	10
32	и все	19	10
33	что он	23	10
34	было бы	2	10
35	и потому	2	10
36	в творчестве	3	10
37	человек в	2	9
38	достоевского в	3	9
39	но он	3	9
40	с тем	5	9
41	в его	22	9
42	и его	16	9
43	но не	4	8
44	в человеке	2	8
45	в котором	3	8
46	того что	5	7
47	в конце	5	7
48	но в	16	7
49	ивана карамазова	3	7
50	к нему	14	7
51	в себе	6	7
52	он сам	5	6
53	в том	3	6
54	все это	16	6
55	лишь в	5	6
56	и на	6	6
57	человек и	2	6
58	он уже	3	6
59	вместе с	4	6
60	только в	6	6
61	в которой	2	6
62	это не	5	5
63	записок из	3	5
64	великого инквизитора	2	5
65	для достоевского	4	5
66	как и	18	5
67	то что	11	5
68	достоевского нет	3	5
69	нет и	3	5
70	у человека	2	5
71	уже в	3	4
72	с этой	2	4
73	не знал	2	4
74	не знает	6	4
75	всю жизнь	2	4
76	нет в	2	4
77	мог бы	2	4
78	отношение к	6	4
79	а в	5	4
80	увидим что	2	4
81	в которых	2	4
82	точки зрения	8	4
83	творчестве достоевского	5	4
84	и этот	2	4
85	в них	2	4
86	не как	3	4
87	один из	2	4
88	которых он	2	4
89	это и	2	4
90	к концу	3	4
91	от него	6	4
92	за пределы	2	4
93	к ней	2	4
94	что и	5	4
95	тему о	2	4
96	уже не	2	4
97	тем что	4	4
98	себя и	8	3
99	о себе	18	3
100	и вот	5	3
101	к тому	5	3
102	в братьях	3	3
103	не мог	5	3
104	в него	3	3
105	я хочу	2	3
106	должно быть	3	3
107	особенно в	2	3
108	с этим	2	3
109	его в	4	3
110	так как	4	3
111	и с	15	3
112	на этом	4	3
113	с его	6	3
114	он должен	2	3
115	в жизни	2	3
116	в ее	3	3
117	том что	3	3
118	ничего не	4	3
119	мы увидим	2	3
120	конечно не	2	3
121	когда он	2	3
122	бы и	4	3
123	будто бы	2	3
124	братьях карамазовых	3	3
125	хотя бы	5	3
126	все его	2	3
127	он знает	2	2
128	за собой	3	2
129	по своему	3	2
130	вообще не	2	2
131	и мир	2	2
132	и от	5	2
133	вопрос о	2	2
134	высшей степени	3	2
135	с самим	14	2
136	его мысль	4	2
137	о своей	2	2
138	о чем	2	2
139	он ни	3	2
140	в виду	3	2
141	человека из	13	2
142	себе и	5	2
143	его с	4	2
144	жизни и	3	2
145	тому чтобы	2	2
146	я хотел	2	2
147	отличается от	2	2
148	по отношению	5	2
149	человека как	4	2
150	все эти	4	2
151	о мире	8	2
152	и что	5	2
153	мою душу	2	2
154	есть только	3	2
155	сказать что	2	2
156	даже и	4	2
157	он и	5	2
158	в начале	4	2
159	самого себя	2	2
160	как бы	27	2
161	о том	2	2
162	как он	3	2
163	человека с	3	2
164	бы в	3	2
165	с ним	8	2
166	одно только	2	2
167	а как	2	2
168	если бы	4	2
169	мысли о	2	2
170	него и	2	2
171	в высшей	3	2
172	и во	3	2
173	в преступлении	2	2
174	отношению к	6	2
175	в то	12	2
176	достоевского это	2	2
177	как будто	7	2
178	кириллова и	2	2
179	и к	12	2
180	достоевского очень	3	2
181	как для	2	2
182	о нем	2	2
183	еще в	3	2
184	в этот	2	2
185	сам не	3	2
186	все же	7	2
187	я бы	3	2
188	героев достоевского	4	2
189	не хочет	2	2
190	как в	4	2
191	входит в	2	2
192	бы не	2	2
193	т е	12	2
194	в той	2	2
195	и у	5	2
196	к чему	2	2
197	и как	3	2
198	и для	8	2
199	конце концов	3	2
200	он в	4	2
201	эти слова	3	2
202	на протяжении	5	2
203	отношении к	7	2
