N	2gram	Medvedev_V_1	Myslijsy
1	и в	26	39
2	может быть	22	27
3	в том	15	26
4	только в	7	25
5	что в	10	22
6	не может	17	22
7	а не	7	21
8	не только	25	21
9	в нем	6	20
10	но и	10	20
11	и не	19	18
12	том что	8	16
13	не в	6	15
14	в этом	26	15
15	если бы	3	14
16	отношению к	7	13
17	так и	5	13
18	по отношению	7	13
19	в себе	6	13
20	таким образом	31	13
21	было бы	7	12
22	по себе	2	10
23	что не	3	10
24	то что	6	10
25	могут быть	5	9
26	как и	7	9
27	тогда когда	2	9
28	но в	2	9
29	в одном	4	8
30	но не	2	8
31	вместе с	7	8
32	того что	3	8
33	в слове	3	8
34	точки зрения	3	8
35	с другой	11	7
36	должно быть	2	7
37	на язык	2	7
38	в ней	2	7
39	с этим	3	7
40	должны быть	2	7
41	по его	2	7
42	это не	7	7
43	не менее	2	6
44	и как	3	6
45	еще не	2	6
46	как бы	5	6
47	что и	3	6
48	все же	5	6
49	и т	23	6
50	бы не	2	6
51	то же	10	6
52	и по	3	6
53	между собою	2	6
54	зависит от	2	5
55	с тем	3	5
56	из себя	2	5
57	вовсе не	3	5
58	и потому	2	5
59	что при	2	5
60	в его	14	5
61	то это	2	5
62	другой стороны	8	5
63	во всех	6	5
64	так же	3	5
65	а в	3	5
66	и для	2	5
67	и его	6	5
68	не следует	8	5
69	между тем	5	5
70	не могут	7	4
71	никогда не	4	4
72	с нею	2	4
73	прежде всего	13	4
74	мы видели	3	4
75	самого себя	2	4
76	же время	5	4
77	для него	8	4
78	к тому	4	4
79	от того	2	4
80	в своих	2	4
81	в каждом	2	4
82	не по	2	4
83	т п	9	4
84	т д	14	4
85	не было	7	4
86	и даже	2	4
87	тому как	2	4
88	из этих	7	4
89	в то	6	4
90	что мы	2	4
91	бы в	3	4
92	начнем с	2	3
93	тому что	6	3
94	в них	4	3
95	и от	3	3
96	в жизни	2	3
97	что все	3	3
98	представить себе	2	3
99	так например	2	3
100	в этой	4	3
101	в своем	8	3
102	очевидно что	7	3
103	в противном	2	3
104	она не	3	3
105	одной стороны	2	3
106	по поводу	2	3
107	эти явления	2	3
108	в своей	4	3
109	и их	3	3
110	относится к	2	3
111	для того	3	3
112	явлений и	3	3
113	связи с	4	3
114	в самом	4	3
115	что например	2	3
116	восприятия и	2	3
117	с одной	2	3
118	заключается в	2	3
119	как на	3	3
120	что для	3	3
121	сказать что	5	3
122	хотя и	2	3
123	он не	2	3
124	подобно тому	2	3
125	и при	5	3
126	в сознании	4	3
127	противном случае	2	3
128	могло бы	2	3
129	том как	3	3
130	но как	3	3
131	утверждает что	3	2
132	только не	2	2
133	и есть	5	2
134	в единстве	4	2
135	по этому	9	2
136	их и	4	2
137	все они	2	2
138	по крайней	2	2
139	но с	2	2
140	как например	2	2
141	стороны и	2	2
142	а как	2	2
143	о его	2	2
144	же в	6	2
145	в другую	2	2
146	жизни и	3	2
147	говорит следующее	4	2
148	у нас	2	2
149	только то	2	2
150	после этого	2	2
151	и может	2	2
152	того чтобы	3	2
153	мысль о	2	2
154	них не	4	2
155	между прочим	2	2
156	ни одна	2	2
157	одним из	5	2
158	могут не	2	2
159	в виду	4	2
160	чтобы не	2	2
161	лица и	2	2
162	крайней мере	2	2
163	как деятельность	2	2
164	в целом	4	2
165	на основании	8	2
166	в их	5	2
167	только что	4	2
168	что оно	3	2
169	этот вопрос	3	2
170	чего бы	2	2
171	в течение	2	2
172	или в	3	2
173	хотя бы	19	2
174	и том	2	2
175	том же	6	2
176	даже и	3	2
177	что даже	2	2
178	и отдельные	2	2
179	познания и	4	2
180	о том	10	2
181	при помощи	3	2
182	видеть в	2	2
183	связанное с	2	2
184	так сказать	2	2
185	одном и	2	2
186	само собою	2	2
187	в которой	2	2
